,Country,ISO,Year,Population,Magnitude,Total_Heat_Deaths,Percentage_Heat_Deaths,Total_Cold_Deaths,Percentage_Cold_Deaths,Total_Deaths,Start Month,End Month,Months_Duration,Start Day,End Day,Days_Duration
0,Bangladesh,BGD,2000,134544304.0,6.4,0.0,0.0,49.0,0.0044007562115775814,1113445.0,1,1.0,1.0,,,
1,India,IND,2000,1057922733.0,,0.0,0.0,275.0,0.003012895961634769,9127431.0,1,1.0,1.0,,,
2,Bulgaria,BGR,2000,8170172.0,,0.0,0.0,,0.0,115129.0,1,1.0,1.0,,,
3,Egypt,EGY,2000,73083284.0,2.0,0.0,0.0,3.0,0.0006496487565722799,461788.0,1,1.0,1.0,,,
4,Russian Federation,RUS,2000,146596869.0,,0.0,0.0,13.0,0.0005686393641037216,2286159.0,2,2.0,1.0,,,
5,Belarus,BLR,2000,9979610.0,,0.0,0.0,,0.0,140616.0,5,5.0,1.0,,,
6,Croatia,HRV,2000,4468302.0,35.0,40.0,0.07600372418248494,0.0,0.0,52629.0,6,6.0,1.0,,,
7,Ukraine,UKR,2000,49556660.0,,0.0,0.0,,0.0,751826.0,5,5.0,1.0,1.0,11.0,11.0
8,Pakistan,PAK,2000,154879127.0,46.0,24.0,0.001741341180977589,0.0,0.0,1378248.0,6,6.0,1.0,,,
9,Greece,GRC,2000,10805808.0,44.4,27.0,0.02572212483804588,0.0,0.0,104968.0,7,7.0,1.0,,,
10,Romania,ROU,2000,22442971.0,43.0,6.0,0.002339965836498787,0.0,0.0,256414.0,7,7.0,1.0,,,
11,Türkiye,TUR,2000,65425961.0,46.0,11.0,0.0028878212701163005,0.0,0.0,380910.0,6,7.0,2.0,,,
12,Bulgaria,BGR,2000,8170172.0,43.1,7.0,0.006080136195050769,0.0,0.0,115129.0,6,7.0,2.0,,,
13,Serbia Montenegro,SCG,2000,,42.0,3.0,0.0,0.0,0.0,,7,7.0,1.0,,,
14,Cyprus,CYP,2000,947667.0,43.0,5.0,0.07970667941973537,0.0,0.0,6273.0,7,7.0,1.0,,,
15,Bolivia (Plurinational State of),BOL,2000,8606326.0,-9.0,0.0,0.0,6.0,0.007154525833800365,83863.0,7,7.0,1.0,,,
16,Argentina,ARG,2000,37213984.0,0.0,0.0,0.0,15.0,0.0053248514366449175,281698.0,6,6.0,1.0,17.0,17.0,1.0
17,Uruguay,URY,2000,3266206.0,-7.5,0.0,0.0,7.0,0.022548640639092902,31044.0,7,7.0,1.0,,,
18,Chile,CHL,2000,15503635.0,-20.0,0.0,0.0,,0.0,77691.0,7,7.0,1.0,3.0,3.0,1.0
19,United States of America,USA,2000,282162411.0,38.0,35.0,0.0014439456185326707,0.0,0.0,2423914.0,7,7.0,1.0,,,
20,Jordan,JOR,2000,5386945.0,43.4,,0.0,0.0,0.0,20101.0,7,7.0,1.0,,,
21,Israel,ISR,2000,6289000.0,45.0,,0.0,0.0,0.0,34371.0,7,7.0,1.0,,,
22,Paraguay,PRY,2000,5100868.0,-5.0,0.0,0.0,8.0,0.029459419649432907,27156.0,7,7.0,1.0,,,
23,Morocco,MAR,2000,28423435.0,51.0,,0.0,0.0,0.0,183547.0,8,8.0,1.0,,,
24,Kyrgyzstan,KGZ,2000,4898362.0,0.0,0.0,0.0,11.0,0.027412280701754384,40128.0,10,10.0,1.0,16.0,16.0,1.0
25,Russian Federation,RUS,2000,146596869.0,-7.0,0.0,0.0,232.0,0.010148025574774108,2286159.0,10,10.0,1.0,10.0,10.0,1.0
26,Mexico,MEX,2000,98625552.0,,0.0,0.0,66.0,0.01220940234975498,540567.0,10,10.0,1.0,,,
27,Poland,POL,2000,38258629.0,-23.0,0.0,0.0,84.0,0.022617246188724766,371398.0,12,12.0,1.0,,,
28,India,IND,2001,1077898575.0,-22.0,0.0,0.0,125.0,0.001367132045706396,9143228.0,1,1.0,1.0,,,
29,Kazakhstan,KAZ,2001,15575550.0,-47.0,0.0,0.0,3.0,0.0018295025582544106,163979.0,1,1.0,1.0,,,
30,Russian Federation,RUS,2001,145976482.0,-57.0,0.0,0.0,145.0,0.006281339008198231,2308425.0,1,2.0,2.0,,,
31,Afghanistan,AFG,2001,20284307.0,-25.0,0.0,0.0,150.0,0.06186255789304376,242473.0,1,2.0,2.0,31.0,20.0,20.0
32,Argentina,ARG,2001,37624825.0,-28.0,0.0,0.0,14.0,0.004963817317340386,282041.0,7,7.0,1.0,,,
33,Russian Federation,RUS,2001,145976482.0,30.0,276.0,0.01195620390526008,0.0,0.0,2308425.0,7,7.0,1.0,,,
34,Russian Federation,RUS,2001,145976482.0,-26.0,0.0,0.0,332.0,0.014382100349805603,2308425.0,10,10.0,1.0,,,
35,Poland,POL,2001,38248076.0,-25.0,0.0,0.0,270.0,0.07420212108137224,363871.0,10,1.0,4.0,10.0,20.0,11.0
36,Romania,ROU,2001,22131970.0,-31.0,0.0,0.0,10.0,0.003833091848546875,260886.0,12,12.0,1.0,1.0,1.0,1.0
37,Afghanistan,AFG,2001,20284307.0,,0.0,0.0,177.0,0.07299781831379164,242473.0,11,11.0,1.0,,,
38,India,IND,2001,1077898575.0,,0.0,0.0,48.0,0.000524978705551256,9143228.0,12,12.0,1.0,,,
39,Hungary,HUN,2001,10187576.0,-20.0,0.0,0.0,81.0,0.06165932083399941,131367.0,12,12.0,1.0,,,
40,Türkiye,TUR,2001,66245128.0,,0.0,0.0,29.0,0.007560017414109078,383597.0,12,12.0,1.0,17.0,17.0,1.0
41,North Macedonia,MKD,2001,2034882.0,-25.0,0.0,0.0,15.0,0.08539223499943072,17566.0,12,12.0,1.0,,,
42,Latvia,LVA,2001,2337170.0,-25.0,0.0,0.0,21.0,0.06304791641647652,33308.0,10,10.0,1.0,,,
43,Lithuania,LTU,2001,3470818.0,,0.0,0.0,20.0,0.049539284652729616,40372.0,12,12.0,1.0,,,
44,Bangladesh,BGD,2001,136805810.0,7.0,0.0,0.0,6.0,0.0005527498383206723,1085482.0,12,12.0,1.0,,,
45,Guatemala,GTM,2001,11969422.0,,0.0,0.0,,0.0,73328.0,11,11.0,1.0,,,
46,United States of America,USA,2001,284968955.0,,56.0,0.002301758008782029,0.0,0.0,2432923.0,8,8.0,1.0,,,
47,New Zealand,NZL,2001,3880500.0,,,0.0,0.0,0.0,28096.0,1,4.0,4.0,,,
48,Pakistan,PAK,2002,163222549.0,50.0,113.0,0.008152093536976959,0.0,0.0,1386147.0,5,5.0,1.0,,,
49,India,IND,2002,1097600380.0,50.0,1030.0,0.011314269996708976,0.0,0.0,9103548.0,5,5.0,1.0,10.0,22.0,13.0
50,Nigeria,NGA,2002,133471989.0,60.0,60.0,0.0026758692784340098,0.0,0.0,2242262.0,6,6.0,1.0,,,
51,United States of America,USA,2002,287625193.0,,14.0,0.0005686771027038971,0.0,0.0,2461854.0,6,6.0,1.0,,,
52,Argentina,ARG,2002,38029349.0,,0.0,0.0,,0.0,286385.0,7,7.0,1.0,,,
53,Chile,CHL,2002,15857925.0,,0.0,0.0,,0.0,79493.0,7,7.0,1.0,,,
54,China,CHN,2002,1280400000.0,43.0,7.0,8.841969748337331e-05,0.0,0.0,7916788.0,7,7.0,1.0,,,
55,Russian Federation,RUS,2002,145306497.0,-50.0,0.0,0.0,242.0,0.0101476780686872,2384782.0,10,10.0,1.0,,,
56,Poland,POL,2002,38230364.0,-25.0,0.0,0.0,183.0,0.05049139439021295,362438.0,10,1.0,4.0,,,
57,Romania,ROU,2002,21730496.0,-11.0,0.0,0.0,10.0,0.0035847433323774017,278960.0,12,12.0,1.0,7.0,7.0,1.0
58,Mexico,MEX,2002,101548624.0,-10.0,0.0,0.0,50.0,0.00903520295776404,553391.0,12,12.0,1.0,24.0,24.0,1.0
59,India,IND,2002,1097600380.0,5.0,0.0,0.0,900.0,0.009886255336930173,9103548.0,12,12.0,1.0,,,
60,Bangladesh,BGD,2002,138933658.0,3.0,0.0,0.0,700.0,0.0663148820068778,1055570.0,12,1.0,2.0,15.0,,
61,Nepal,NPL,2002,25328981.0,0.0,0.0,0.0,60.0,0.029938177663125645,200413.0,12,12.0,1.0,,,
62,Pakistan,PAK,2002,163222549.0,0.0,0.0,0.0,,0.0,1386147.0,12,12.0,1.0,,,
63,Latvia,LVA,2003,2287955.0,-37.0,0.0,0.0,15.0,0.04582251412860852,32735.0,1,1.0,1.0,,,
64,Bangladesh,BGD,2003,140970351.0,40.0,62.0,0.006023546236546604,0.0,0.0,1029294.0,5,6.0,2.0,10.0,12.0,3.0
65,India,IND,2003,1116803006.0,49.0,1210.0,0.013334113544274601,0.0,0.0,9074469.0,5,6.0,2.0,14.0,6.0,23.0
66,Pakistan,PAK,2003,167110248.0,50.0,200.0,0.01438548791978652,0.0,0.0,1390290.0,5,6.0,2.0,1.0,6.0,6.0
67,Peru,PER,2003,27580490.0,-28.0,0.0,0.0,339.0,0.21643086980948975,156632.0,7,8.0,2.0,7.0,15.0,9.0
68,Austria,AUT,2003,8121423.0,,345.0,0.44563855483937637,0.0,0.0,77417.0,7,8.0,2.0,,,
69,Belgium,BEL,2003,10376133.0,,1175.0,1.0967573319394404,0.0,0.0,107134.0,8,8.0,1.0,1.0,15.0,15.0
70,Switzerland,CHE,2003,7339001.0,,1039.0,1.639628834743088,0.0,0.0,63368.0,7,7.0,1.0,,,
71,Czechia,CZE,2003,10193998.0,25.0,418.0,0.37522778480955843,0.0,0.0,111399.0,7,7.0,1.0,19.0,22.0,4.0
72,Germany,DEU,2003,82534176.0,,9355.0,1.0901078105554598,0.0,0.0,858172.0,8,8.0,1.0,,,
73,Spain,ESP,2003,42187645.0,40.0,15090.0,3.9801441186710695,0.0,0.0,379132.0,8,8.0,1.0,1.0,11.0,11.0
74,France,FRA,2003,62249855.0,43.0,19490.0,3.510705941901329,0.0,0.0,555159.0,8,8.0,1.0,1.0,20.0,20.0
75,United Kingdom of Great Britain and Northern Ireland,GBR,2003,59647577.0,,301.0,0.04856217248767392,0.0,0.0,619824.0,7,7.0,1.0,,,
76,Croatia,HRV,2003,4303399.0,,788.0,1.5588526211671612,0.0,0.0,50550.0,7,7.0,1.0,,,
77,Italy,ITA,2003,57399184.0,,20089.0,3.453059091674774,0.0,0.0,581774.0,7,8.0,2.0,16.0,15.0,30.0
78,Luxembourg,LUX,2003,451630.0,,170.0,4.0786948176583495,0.0,0.0,4168.0,7,7.0,1.0,,,
79,Netherlands (Kingdom of the),NLD,2003,16225302.0,,965.0,0.6800899269167612,0.0,0.0,141893.0,7,8.0,2.0,31.0,13.0,13.0
80,Portugal,PRT,2003,10458821.0,,2696.0,2.5404722866135203,0.0,0.0,106122.0,7,8.0,2.0,30.0,15.0,16.0
81,Slovakia,SVK,2003,5373374.0,,,0.0,0.0,0.0,52472.0,7,8.0,2.0,,,
82,Slovenia,SVN,2003,1995733.0,,289.0,1.5035638104156912,0.0,0.0,19221.0,7,8.0,2.0,,,
83,Mexico,MEX,2003,102978515.0,-15.0,0.0,0.0,21.0,0.0037290904570799446,563140.0,12,12.0,1.0,,,
84,Bangladesh,BGD,2003,140970351.0,,0.0,0.0,153.0,0.014864557648252104,1029294.0,12,1.0,2.0,15.0,,
85,India,IND,2003,1116803006.0,,0.0,0.0,400.0,0.004407971419594909,9074469.0,12,1.0,2.0,15.0,,
86,Nepal,NPL,2003,25688758.0,,0.0,0.0,48.0,0.024510805179950163,195832.0,12,1.0,2.0,15.0,,
87,Algeria,DZA,2003,32175818.0,47.0,40.0,0.02550321021658601,0.0,0.0,156843.0,6,7.0,2.0,21.0,21.0,1.0
88,Türkiye,TUR,2004,68592617.0,-22.0,0.0,0.0,10.0,0.0025162360128730635,397419.0,1,1.0,1.0,9.0,10.0,2.0
89,China,CHN,2004,1296075000.0,39.0,39.0,0.0004802274948464817,0.0,0.0,8121151.0,7,7.0,1.0,2.0,3.0,2.0
90,Argentina,ARG,2004,38815916.0,-11.0,0.0,0.0,5.0,0.0017113968763584212,292159.0,7,7.0,1.0,,,
91,Brazil,BRA,2004,182675143.0,-7.0,0.0,0.0,,0.0,1088789.0,7,7.0,1.0,,,
92,Chile,CHL,2004,16187322.0,,0.0,0.0,,0.0,83211.0,7,7.0,1.0,,,
93,Peru,PER,2004,27852190.0,-35.0,0.0,0.0,90.0,0.054862660473281886,164046.0,6,7.0,2.0,,,
94,Paraguay,PRY,2004,5388175.0,,0.0,0.0,,0.0,27905.0,7,7.0,1.0,,,
95,Uruguay,URY,2004,3283148.0,,0.0,0.0,,0.0,31436.0,7,7.0,1.0,,,
96,Albania,ALB,2004,3026939.0,38.0,3.0,0.016737335416201742,0.0,0.0,17924.0,7,7.0,1.0,1.0,,
97,North Macedonia,MKD,2004,2016186.0,43.0,15.0,0.08249010118785746,0.0,0.0,18184.0,7,7.0,1.0,1.0,,
98,Romania,ROU,2004,21451748.0,38.0,27.0,0.008965869921830898,0.0,0.0,301142.0,7,7.0,1.0,1.0,,
99,Japan,JPN,2004,127761000.0,39.5,10.0,0.00093988937502056,0.0,0.0,1063955.0,7,8.0,2.0,,,
100,Spain,ESP,2004,42921895.0,,26.0,0.007091289441888247,0.0,0.0,366647.0,7,7.0,1.0,26.0,30.0,5.0
101,Canary Islands,SPI,2004,,42.0,13.0,0.0,0.0,0.0,,7,7.0,1.0,26.0,30.0,5.0
102,Mexico,MEX,2004,104394131.0,,0.0,0.0,14.0,0.002430872075357034,575925.0,11,11.0,1.0,,,
103,United States of America,USA,2004,292805298.0,,0.0,0.0,3.0,0.0001239764196849759,2419815.0,1,1.0,1.0,9.0,12.0,4.0
104,Bangladesh,BGD,2005,144715786.0,,,0.0,0.0,0.0,987574.0,7,7.0,1.0,,,
105,India,IND,2005,1154676322.0,49.0,329.0,0.0036442337311824897,0.0,0.0,9027961.0,6,6.0,1.0,,,
106,China,CHN,2005,1303720000.0,39.0,,0.0,0.0,0.0,8214690.0,7,7.0,1.0,,,
107,Pakistan,PAK,2005,175453212.0,50.0,106.0,0.007183192414006683,0.0,0.0,1475667.0,6,6.0,1.0,13.0,28.0,16.0
108,Belgium,BEL,2005,10478617.0,,0.0,0.0,2.0,0.0019356587046571948,103324.0,11,11.0,1.0,25.0,26.0,2.0
109,Germany,DEU,2005,82469422.0,,0.0,0.0,1.0,0.00011982778350954009,834531.0,11,11.0,1.0,25.0,27.0,3.0
110,France,FRA,2005,63180854.0,,0.0,0.0,6.0,0.0011300754513709698,530938.0,11,11.0,1.0,23.0,27.0,5.0
111,United Kingdom of Great Britain and Northern Ireland,GBR,2005,60401206.0,,0.0,0.0,,0.0,590615.0,11,11.0,1.0,25.0,27.0,3.0
112,Netherlands (Kingdom of the),NLD,2005,16319868.0,,0.0,0.0,,0.0,136474.0,11,11.0,1.0,25.0,27.0,3.0
113,United States of America,USA,2005,295516599.0,47.0,33.0,0.001334865597237071,0.0,0.0,2472159.0,7,7.0,1.0,4.0,30.0,27.0
114,Bangladesh,BGD,2005,144715786.0,8.0,0.0,0.0,0.0,0.0,987574.0,12,1.0,2.0,,,
115,India,IND,2005,1154676322.0,2.0,0.0,0.0,0.0,0.0,9027961.0,12,1.0,2.0,,,
116,Austria,AUT,2005,8227829.0,-35.0,0.0,0.0,0.0,0.0,75442.0,12,1.0,2.0,27.0,,
117,Belgium,BEL,2005,10478617.0,,0.0,0.0,0.0,0.0,103324.0,12,12.0,1.0,27.0,30.0,4.0
118,Bulgaria,BGR,2006,7601022.0,-23.0,0.0,0.0,0.0,0.0,113227.0,1,1.0,1.0,22.0,25.0,4.0
119,Belarus,BLR,2006,9604924.0,,0.0,0.0,0.0,0.0,138148.0,1,1.0,1.0,,,
120,Switzerland,CHE,2005,7437115.0,-35.0,0.0,0.0,0.0,0.0,61388.0,12,12.0,1.0,27.0,30.0,4.0
121,Czechia,CZE,2005,10211216.0,,0.0,0.0,0.0,0.0,107980.0,12,1.0,2.0,27.0,,
122,Germany,DEU,2006,82376451.0,-20.0,0.0,0.0,0.0,0.0,825844.0,1,1.0,1.0,22.0,28.0,7.0
123,Spain,ESP,2005,43653155.0,,0.0,0.0,0.0,0.0,382153.0,12,1.0,2.0,27.0,,
124,Estonia,EST,2006,1346810.0,,0.0,0.0,0.0,0.0,17333.0,1,1.0,1.0,,,
125,France,FRA,2005,63180854.0,,0.0,0.0,0.0,0.0,530938.0,12,12.0,1.0,27.0,30.0,4.0
126,United Kingdom of Great Britain and Northern Ireland,GBR,2005,60401206.0,-11.0,0.0,0.0,0.0,0.0,590615.0,12,12.0,1.0,27.0,30.0,4.0
127,Croatia,HRV,2005,4310145.0,-20.0,0.0,0.0,0.0,0.0,50364.0,12,12.0,1.0,27.0,30.0,4.0
128,Hungary,HUN,2005,10087065.0,,0.0,0.0,0.0,0.0,134954.0,12,1.0,2.0,27.0,,
129,Italy,ITA,2005,58166682.0,-21.0,0.0,0.0,0.0,0.0,563627.0,12,1.0,2.0,27.0,,
130,Latvia,LVA,2006,2218357.0,,0.0,0.0,0.0,0.0,33259.0,1,1.0,1.0,,,
131,Republic of Moldova,MDA,2006,2880967.0,-30.0,0.0,0.0,0.0,0.0,48875.0,1,1.0,1.0,20.0,24.0,5.0
132,Netherlands (Kingdom of the),NLD,2005,16319868.0,,0.0,0.0,0.0,0.0,136474.0,12,12.0,1.0,27.0,30.0,4.0
133,Poland,POL,2005,38165445.0,-32.0,0.0,0.0,0.0,0.0,365074.0,10,2.0,5.0,,6.0,
134,Romania,ROU,2006,21193760.0,-34.0,0.0,0.0,0.0,0.0,267555.0,1,1.0,1.0,20.0,28.0,9.0
135,Russian Federation,RUS,2006,143049637.0,-43.0,0.0,0.0,0.0,0.0,2193337.0,1,1.0,1.0,,,
136,Serbia Montenegro,SCG,2006,,-36.0,0.0,0.0,0.0,0.0,,1,1.0,1.0,,,
137,Slovakia,SVK,2005,5372807.0,,0.0,0.0,0.0,0.0,53616.0,12,12.0,1.0,27.0,30.0,4.0
138,Sweden,SWE,2005,9029572.0,,0.0,0.0,0.0,0.0,91952.0,12,12.0,1.0,,,
139,Türkiye,TUR,2005,69329557.0,,0.0,0.0,0.0,0.0,404340.0,12,2.0,3.0,26.0,6.0,11.0
140,Ukraine,UKR,2006,47278694.0,-30.0,0.0,0.0,0.0,0.0,763523.0,1,2.0,2.0,16.0,6.0,21.0
141,Romania,ROU,2005,21319685.0,36.0,13.0,0.004597701149425287,0.0,0.0,282750.0,7,8.0,2.0,27.0,1.0,5.0
142,Afghanistan,AFG,2005,24404567.0,,0.0,0.0,21.0,0.008680124993799911,241932.0,4,4.0,1.0,9.0,10.0,2.0
143,Portugal,PRT,2005,10503330.0,,462.0,0.4408439011822632,0.0,0.0,104799.0,6,8.0,3.0,,,
144,India,IND,2006,1172878890.0,,47.0,0.000522460638426891,0.0,0.0,8995893.0,5,5.0,1.0,,,
145,Pakistan,PAK,2006,179682690.0,50.0,84.0,0.00591466407172516,0.0,0.0,1420199.0,5,5.0,1.0,,,
146,Romania,ROU,2006,21193760.0,36.0,26.0,0.009717628151221245,0.0,0.0,267555.0,6,7.0,2.0,29.0,,
147,Belgium,BEL,2006,10547958.0,,940.0,0.9251513212932434,0.0,0.0,101605.0,6,7.0,2.0,,,
148,Germany,DEU,2006,82376451.0,,2.0,0.0002421764885377868,0.0,0.0,825844.0,7,7.0,1.0,15.0,23.0,9.0
149,Spain,ESP,2006,44397319.0,40.0,21.0,0.005727595555385849,0.0,0.0,366646.0,7,8.0,2.0,15.0,4.0,20.0
150,France,FRA,2006,63622342.0,37.0,1388.0,0.26641688484187737,0.0,0.0,520988.0,7,7.0,1.0,15.0,23.0,9.0
151,Netherlands (Kingdom of the),NLD,2006,16346101.0,34.0,1000.0,0.7383942877817897,0.0,0.0,135429.0,7,7.0,1.0,15.0,23.0,9.0
152,Portugal,PRT,2006,10522288.0,47.0,41.0,0.041299004794713726,0.0,0.0,99276.0,7,7.0,1.0,11.0,17.0,7.0
153,United States of America,USA,2006,298379912.0,50.0,164.0,0.006686560543340125,0.0,0.0,2452681.0,7,8.0,2.0,14.0,15.0,2.0
154,United States of America,USA,2006,298379912.0,44.0,24.0,0.000978521055122945,0.0,0.0,2452681.0,7,8.0,2.0,30.0,6.0,7.0
155,Guatemala,GTM,2006,13367459.0,,0.0,0.0,6.0,0.007921524101237079,75743.0,11,11.0,1.0,,23.0,
156,Mexico,MEX,2006,107253666.0,,0.0,0.0,5.0,0.0008362714336368441,597892.0,11,11.0,1.0,,,
157,El Salvador,SLV,2006,6002319.0,,0.0,0.0,1.0,0.0022224197706462796,44996.0,11,11.0,1.0,,,
158,Bangladesh,BGD,2007,147989278.0,5.0,0.0,0.0,0.0,0.0,963370.0,1,1.0,1.0,,,
159,India,IND,2007,1190676021.0,44.9,72.0,0.0008024342288127829,0.0,0.0,8972698.0,4,6.0,3.0,,,
160,South Africa,ZAF,2007,50528584.0,0.0,0.0,0.0,22.0,0.0033179651221539024,663057.0,5,5.0,1.0,21.0,27.0,7.0
161,Albania,ALB,2007,2970017.0,,,0.0,0.0,0.0,16958.0,7,7.0,1.0,15.0,22.0,8.0
162,Austria,AUT,2007,8295487.0,39.0,5.0,0.0066916488222698075,0.0,0.0,74720.0,7,7.0,1.0,,,
163,Bulgaria,BGR,2007,7545338.0,45.5,2.0,0.0017729081899493834,0.0,0.0,112809.0,6,7.0,2.0,,,
164,Bosnia and Herzegovina,BIH,2007,4013424.0,,,0.0,0.0,0.0,36792.0,7,7.0,1.0,15.0,22.0,8.0
165,Cyprus,CYP,2007,1072714.0,42.0,4.0,0.061614294516327786,0.0,0.0,6492.0,6,7.0,2.0,,,
166,Greece,GRC,2007,11048473.0,46.0,16.0,0.014410519679365937,0.0,0.0,111030.0,6,7.0,2.0,,,
167,Hungary,HUN,2007,10055780.0,41.9,500.0,0.378254883270543,0.0,0.0,132186.0,7,7.0,1.0,,,
168,Italy,ITA,2007,58756247.0,45.0,6.0,0.0010559606337875724,0.0,0.0,568203.0,6,6.0,1.0,,,
169,North Macedonia,MKD,2007,1982933.0,45.0,,0.0,0.0,0.0,19454.0,7,7.0,1.0,,,
170,Romania,ROU,2007,20882982.0,45.0,30.0,0.011782124945507672,0.0,0.0,254623.0,6,7.0,2.0,,,
171,Serbia,SRB,2007,7381579.0,45.0,,0.0,0.0,0.0,103335.0,7,7.0,1.0,16.0,24.0,9.0
172,Slovakia,SVK,2007,5374622.0,40.3,1.0,0.0018598076958842456,0.0,0.0,53769.0,7,7.0,1.0,15.0,22.0,8.0
173,Türkiye,TUR,2007,70158112.0,43.0,3.0,0.0007180589430651064,0.0,0.0,417793.0,6,6.0,1.0,,,
174,Argentina,ARG,2007,40016763.0,-3.8,0.0,0.0,0.0,0.0,316077.0,5,7.0,3.0,,,
175,Bolivia (Plurinational State of),BOL,2007,9685960.0,,0.0,0.0,0.0,0.0,81995.0,7,7.0,1.0,,,
176,Chile,CHL,2007,16671581.0,-18.0,0.0,0.0,0.0,0.0,91596.0,7,7.0,1.0,,,
177,Peru,PER,2007,28530699.0,-20.0,0.0,0.0,0.0,0.0,176758.0,4,7.0,4.0,,,
178,Uruguay,URY,2007,3295153.0,0.0,0.0,0.0,0.0,0.0,30727.0,7,7.0,1.0,,,
179,Japan,JPN,2007,128001000.0,40.9,62.0,0.00539333505572098,0.0,0.0,1149567.0,8,8.0,1.0,,17.0,
180,Romania,ROU,2007,20882982.0,,0.0,0.0,38.0,0.014924024930976386,254623.0,12,,,10.0,,
181,India,IND,2007,1190676021.0,1.9,0.0,0.0,47.0,0.0005238112326972333,8972698.0,12,1.0,2.0,,,
182,India,IND,2007,1190676021.0,,0.0,0.0,66.0,0.000735564709745051,8972698.0,3,3.0,1.0,11.0,14.0,4.0
183,Afghanistan,AFG,2008,26482622.0,,0.0,0.0,0.0,0.0,235284.0,1,2.0,2.0,5.0,15.0,11.0
184,Bulgaria,BGR,2008,7492561.0,-31.6,0.0,0.0,10.0,0.009071446714322,110236.0,1,1.0,1.0,,,
185,Hungary,HUN,2008,10038188.0,,0.0,0.0,17.0,0.013137761016399017,129398.0,1,1.0,1.0,,,
186,China,CHN,2008,1324655000.0,11.3,0.0,0.0,0.0,0.0,8683383.0,1,2.0,2.0,10.0,5.0,26.0
187,Tajikistan,TJK,2008,7338403.0,-15.0,0.0,0.0,0.0,0.0,41996.0,1,2.0,2.0,,,
188,China,CHN,2008,1324655000.0,,0.0,0.0,0.0,0.0,8683383.0,2,2.0,1.0,14.0,18.0,5.0
189,United States of America,USA,2008,304093966.0,,0.0,0.0,0.0,0.0,2502103.0,12,12.0,1.0,11.0,14.0,4.0
190,India,IND,2008,1207930964.0,4.0,0.0,0.0,70.0,0.000782044787928446,8950894.0,12,1.0,2.0,,,
191,Belgium,BEL,2009,10796493.0,-20.0,0.0,0.0,1.0,0.0009564069702939995,104558.0,1,1.0,1.0,,,
192,Germany,DEU,2009,81902307.0,-26.0,0.0,0.0,1.0,0.00011618342109054406,860708.0,1,1.0,1.0,5.0,,
193,France,FRA,2009,64706436.0,,0.0,0.0,2.0,0.00036769166847448406,543934.0,1,1.0,1.0,6.0,8.0,3.0
194,Poland,POL,2008,38125759.0,-25.0,0.0,0.0,82.0,0.021521970782612348,381006.0,11,1.0,3.0,1.0,8.0,8.0
195,Portugal,PRT,2009,10568247.0,,0.0,0.0,,0.0,101665.0,1,1.0,1.0,,,
196,Romania,ROU,2009,20367487.0,-31.0,0.0,0.0,43.0,0.017666320187673838,243401.0,1,1.0,1.0,1.0,15.0,15.0
197,Ukraine,UKR,2009,46623731.0,-19.0,0.0,0.0,5.0,0.0006943181171203572,720131.0,1,1.0,1.0,,,
198,Japan,JPN,2008,128063000.0,,47.0,0.003974680439921014,0.0,0.0,1182485.0,7,7.0,1.0,,,
199,France,FRA,2009,64706436.0,,0.0,0.0,0.0,0.0,543934.0,1,1.0,1.0,14.0,14.0,1.0
200,Bosnia and Herzegovina,BIH,2009,3879794.0,-25.0,0.0,0.0,0.0,0.0,37217.0,1,1.0,1.0,,,
201,Serbia,SRB,2009,7320807.0,,0.0,0.0,0.0,0.0,103895.0,1,1.0,1.0,15.0,15.0,1.0
202,United States of America,USA,2009,306771529.0,,0.0,0.0,58.0,0.0023492348177662097,2468889.0,1,1.0,1.0,26.0,28.0,3.0
203,India,IND,2009,1225524753.0,48.0,120.0,0.0013431322291294042,0.0,0.0,8934340.0,4,6.0,3.0,14.0,26.0,13.0
204,Peru,PER,2009,28896811.0,0.0,0.0,0.0,274.0,0.14105388876305006,194252.0,5,8.0,4.0,,,
205,Austria,AUT,2009,8343323.0,,0.0,0.0,2.0,0.0025775520987717966,77593.0,12,12.0,1.0,18.0,19.0,2.0
206,Germany,DEU,2009,81902307.0,-33.6,0.0,0.0,14.0,0.001626567895267617,860708.0,12,1.0,2.0,18.0,25.0,8.0
207,France,FRA,2009,64706436.0,-24.0,0.0,0.0,2.0,0.00036769166847448406,543934.0,12,12.0,1.0,18.0,19.0,2.0
208,United Kingdom of Great Britain and Northern Ireland,GBR,2009,62276270.0,,0.0,0.0,3.0,0.0005299286009531649,566114.0,12,12.0,1.0,19.0,23.0,5.0
209,Italy,ITA,2009,59555454.0,-16.0,0.0,0.0,,0.0,586205.0,12,12.0,1.0,21.0,21.0,1.0
210,Poland,POL,2009,38151603.0,-35.0,0.0,0.0,298.0,0.07757063352821436,384166.0,11,1.0,3.0,1.0,26.0,26.0
211,Romania,ROU,2009,20367487.0,-20.0,0.0,0.0,11.0,0.004519291210800284,243401.0,12,12.0,1.0,20.0,23.0,4.0
212,Ukraine,UKR,2009,46623731.0,-15.0,0.0,0.0,27.0,0.003749317832449929,720131.0,12,12.0,1.0,21.0,21.0,1.0
213,Bangladesh,BGD,2009,150873714.0,-6.0,0.0,0.0,135.0,0.014477351524036158,932491.0,12,1.0,2.0,15.0,31.0,17.0
