,Country,ISO,Year,Population,Magnitude,Total_Heat_Deaths,Percentage_Heat_Deaths,Total_Cold_Deaths,Percentage_Cold_Deaths,Total_Deaths,Start Month,End Month,Months_Duration,Start Day,End Day,Days_Duration
462,Norway,NOR,2022,5457127.0,34.0,30.0,0.0657620728205353,0.0,0.0,45619.0,5,9.0,5.0,30.0,30.0,1.0
463,Poland,POL,2022,36821749.0,38.3,763.0,0.18099912465692009,0.0,0.0,421549.0,5,9.0,5.0,30.0,4.0,5.0
464,Portugal,PRT,2022,10434332.0,47.0,2212.0,1.7623391626498826,0.0,0.0,125515.0,5,9.0,5.0,30.0,4.0,5.0
465,Romania,ROU,2022,19048502.0,39.3,2455.0,0.9152695291674589,0.0,0.0,268227.0,5,9.0,5.0,30.0,4.0,5.0
466,Serbia,SRB,2022,6664449.0,40.0,574.0,0.5332590115198811,0.0,0.0,107640.0,5,9.0,5.0,30.0,4.0,5.0
467,Slovakia,SVK,2022,5431752.0,37.0,365.0,0.625128451051586,0.0,0.0,58388.0,5,9.0,5.0,30.0,4.0,5.0
468,Slovenia,SVN,2022,2112076.0,40.6,154.0,0.6846574489841284,0.0,0.0,22493.0,5,9.0,5.0,30.0,4.0,5.0
469,Sweden,SWE,2022,10486941.0,36.9,40.0,0.042250694495790775,0.0,0.0,94673.0,5,9.0,5.0,30.0,30.0,1.0
470,Kyrgyzstan,KGZ,2022,6975220.0,41.0,,0.0,0.0,0.0,41564.0,7,7.0,1.0,18.0,25.0,8.0
471,Mongolia,MNG,2022,3433748.0,-34.0,0.0,0.0,,0.0,20081.0,11,12.0,2.0,28.0,,
472,Afghanistan,AFG,2023,41454761.0,-33.0,0.0,0.0,166.0,0.0690814661916969,240296.0,1,1.0,1.0,9.0,23.0,15.0
473,Canada,CAN,2023,40083484.0,-50.0,0.0,0.0,0.0,0.0,311827.0,1,2.0,2.0,30.0,5.0,6.0
474,United States of America,USA,2023,336806231.0,-50.0,0.0,0.0,0.0,0.0,2975657.0,1,2.0,2.0,30.0,1.0,2.0
475,Lebanon,LBN,2023,5773493.0,,0.0,0.0,,0.0,34424.0,1,2.0,2.0,,28.0,
476,India,IND,2023,1438069596.0,38.0,11.0,0.00011570405972938083,0.0,0.0,9507013.0,4,4.0,1.0,,,
477,Mongolia,MNG,2023,3481145.0,,0.0,0.0,2.0,0.009833808634083981,20338.0,5,5.0,1.0,19.0,22.0,4.0
478,India,IND,2023,1438069596.0,45.0,179.0,0.0018828206083235607,0.0,0.0,9507013.0,4,6.0,3.0,,,
479,Pakistan,PAK,2023,247504495.0,49.0,22.0,0.0013747293501591873,0.0,0.0,1600315.0,4,5.0,2.0,,,
480,United States of America,USA,2023,336806231.0,56.7,14.0,0.00047048433337578896,0.0,0.0,2975657.0,6,7.0,2.0,,,
481,Albania,ALB,2023,2745972.0,,363.0,1.5494941733896785,0.0,0.0,23427.0,7,8.0,2.0,,,
482,Austria,AUT,2023,9131761.0,,486.0,0.5213361652828732,0.0,0.0,93222.0,7,8.0,2.0,,,
483,Belgium,BEL,2023,11787423.0,,324.0,0.2847150213536266,0.0,0.0,113798.0,7,8.0,2.0,,,
484,Bulgaria,BGR,2023,6446596.0,,1670.0,1.6217528526341345,0.0,0.0,102975.0,7,8.0,2.0,,,
485,Switzerland,CHE,2023,8888093.0,,294.0,0.39843337082763014,0.0,0.0,73789.0,7,8.0,2.0,,,
486,Cyprus,CYP,2023,1344976.0,,151.0,1.5894736842105264,0.0,0.0,9500.0,7,8.0,2.0,,,
487,Czechia,CZE,2023,10864042.0,,361.0,0.3179748262589073,0.0,0.0,113531.0,7,8.0,2.0,,,
488,Germany,DEU,2023,83901923.0,,6376.0,0.6165521429441718,0.0,0.0,1034138.0,7,8.0,2.0,,,
489,Denmark,DNK,2023,5946952.0,,189.0,0.32998690528153646,0.0,0.0,57275.0,7,8.0,2.0,,,
490,Spain,ESP,2023,48347910.0,45.4,8352.0,1.8665063568933575,0.0,0.0,447467.0,7,8.0,2.0,,,
491,Estonia,EST,2023,1370286.0,,103.0,0.6170990354083039,0.0,0.0,16691.0,7,8.0,2.0,,,
492,Finland,FIN,2023,5583911.0,,138.0,0.23006134969325154,0.0,0.0,59984.0,7,8.0,2.0,,,
493,France,FRA,2023,68287487.0,42.8,2734.0,0.4437620111151509,0.0,0.0,616096.0,7,9.0,3.0,,,
494,United Kingdom of Great Britain and Northern Ireland,GBR,2023,68492000.0,,1851.0,0.28313792074891586,0.0,0.0,653745.0,7,8.0,2.0,,,
495,Greece,GRC,2023,10405588.0,44.2,4339.0,3.4161050576305345,0.0,0.0,127016.0,7,7.0,1.0,,,
496,Croatia,HRV,2023,3859686.0,,561.0,1.0194624652455977,0.0,0.0,55029.0,7,8.0,2.0,,,
497,Hungary,HUN,2023,9592186.0,,294.0,0.2295727136431784,0.0,0.0,128064.0,7,8.0,2.0,,,
498,Ireland,IRL,2023,5307600.0,,60.0,0.1687811190188191,0.0,0.0,35549.0,7,8.0,2.0,,,
499,Iceland,ISL,2023,393349.0,,,0.0,0.0,0.0,2613.0,7,8.0,2.0,,,
500,Italy,ITA,2023,58993475.0,48.8,12743.0,1.920734832178752,0.0,0.0,663444.0,7,8.0,2.0,12.0,,
501,Liechtenstein,LIE,2023,39850.0,,1.0,0.33783783783783783,0.0,0.0,296.0,7,8.0,2.0,,,
502,Lithuania,LTU,2023,2871585.0,,247.0,0.60326299335678,0.0,0.0,40944.0,7,8.0,2.0,,,
503,Luxembourg,LUX,2023,666430.0,,33.0,0.7104413347685683,0.0,0.0,4645.0,7,8.0,2.0,,,
504,Latvia,LVA,2023,1877445.0,,58.0,0.21004599282946437,0.0,0.0,27613.0,7,8.0,2.0,,,
505,Malta,MLT,2023,552747.0,,70.0,1.7852588625350676,0.0,0.0,3921.0,7,8.0,2.0,,,
506,Montenegro,MNE,2023,623529.0,,41.0,0.5685757869920954,0.0,0.0,7211.0,7,8.0,2.0,,,
507,Netherlands (Kingdom of the),NLD,2023,17877117.0,,368.0,0.22123893805309736,0.0,0.0,166336.0,7,8.0,2.0,,,
508,Norway,NOR,2023,5519594.0,,29.0,0.06569409206234143,0.0,0.0,44144.0,7,8.0,2.0,,,
509,Poland,POL,2023,36687353.0,,616.0,0.14940287357994508,0.0,0.0,412308.0,7,8.0,2.0,,,
510,Portugal,PRT,2023,10578174.0,,1432.0,1.2352920879196716,0.0,0.0,115924.0,7,8.0,2.0,,,
511,Romania,ROU,2023,19059479.0,,2585.0,1.005371053869998,0.0,0.0,257119.0,7,8.0,2.0,,,
512,Serbia,SRB,2023,6623183.0,,464.0,0.49399540073247594,0.0,0.0,93928.0,7,8.0,2.0,,,
513,Slovakia,SVK,2023,5426740.0,,247.0,0.45594668931017296,0.0,0.0,54173.0,7,8.0,2.0,,,
514,Slovenia,SVN,2023,2120461.0,,95.0,0.4402836353524586,0.0,0.0,21577.0,7,8.0,2.0,,,
515,Sweden,SWE,2023,10536632.0,,13.0,0.013837883868220768,0.0,0.0,93945.0,7,8.0,2.0,,,
516,Jordan,JOR,2023,11439213.0,7.5,0.0,0.0,,0.0,34872.0,11,12.0,2.0,19.0,8.0,20.0
517,Lebanon,LBN,2024,,0.0,0.0,0.0,,0.0,35035.0,1,1.0,1.0,24.0,29.0,6.0
518,Afghanistan,AFG,2024,,-33.0,0.0,0.0,0.0,0.0,243182.0,3,3.0,1.0,,,
519,Bangladesh,BGD,2024,,38.0,10.0,0.0011286987457899537,0.0,0.0,885976.0,4,5.0,2.0,21.0,7.0,17.0
520,India,IND,2024,,50.5,733.0,0.007669729117305211,0.0,0.0,9557052.0,3,6.0,4.0,,,
521,Pakistan,PAK,2024,,53.0,,0.0,0.0,0.0,1619470.0,5,5.0,1.0,,,
522,Cambodia,KHM,2024,,41.0,,0.0,0.0,0.0,113838.0,4,5.0,2.0,,,
523,Lao People's Democratic Republic,LAO,2024,,43.6,,0.0,0.0,0.0,48068.0,4,5.0,2.0,,,
524,Myanmar,MMR,2024,,47.0,50.0,0.009998520219007587,0.0,0.0,500074.0,4,5.0,2.0,1.0,3.0,3.0
525,Philippines,PHL,2024,,53.0,,0.0,0.0,0.0,735576.0,4,5.0,2.0,,,
526,Thailand,THA,2024,,,61.0,0.009423076031865445,0.0,0.0,647347.0,4,5.0,2.0,,,
527,Viet Nam,VNM,2024,,,,0.0,0.0,0.0,671113.0,4,5.0,2.0,,,
528,Mexico,MEX,2024,,45.0,155.0,0.019045910474390623,0.0,0.0,813823.0,3,5.0,3.0,1.0,31.0,31.0
529,Saudi Arabia,SAU,2024,,51.8,1301.0,1.639509533350976,0.0,0.0,79353.0,6,6.0,1.0,1.0,20.0,20.0
530,Pakistan,PAK,2024,,50.0,568.0,0.0350732029614627,0.0,0.0,1619470.0,6,6.0,1.0,20.0,25.0,6.0
531,Morocco,MAR,2024,,48.0,21.0,0.009630686117595263,0.0,0.0,218053.0,7,7.0,1.0,22.0,24.0,3.0
532,United States of America,USA,2024,,40.0,1006.0,0.03302071968100541,0.0,0.0,3046572.0,4,10.0,7.0,18.0,31.0,14.0
533,Japan,JPN,2024,,41.0,123.0,0.00798594992225061,0.0,0.0,1540205.0,4,9.0,6.0,1.0,30.0,30.0
534,Republic of Korea,KOR,2024,,35.0,22.0,0.006146126962220875,0.0,0.0,357949.0,5,9.0,5.0,20.0,30.0,11.0
