,Country,Start Year,Total Death Heat Wave,Total Death Cold Wave + Severe Winter Conditions,Total Death Country Year,Pct Death Heat Wave,Pct Death Cold Wave + Severe Winter Conditions
429,Namibia,2023,0.0,0.0,0.0,0.0,0.0
430,Namibia,2024,0.0,0.0,0.0,0.0,0.0
431,Nepal,2020,0.0,0.0,448.0,0.0,0.0
432,Nepal,2021,0.0,0.0,251.0,0.0,0.0
433,Nepal,2022,0.0,0.0,218.0,0.0,0.0
434,Nepal,2023,0.0,0.0,263.0,0.0,0.0
435,Nepal,2024,0.0,0.0,424.0,0.0,0.0
436,Netherlands (Kingdom of the),2020,400.0,0.0,400.0,100.0,0.0
437,Netherlands (Kingdom of the),2021,0.0,0.0,0.0,0.0,0.0
438,Netherlands (Kingdom of the),2022,469.0,0.0,473.0,99.15433403805497,0.0
439,Netherlands (Kingdom of the),2023,368.0,0.0,369.0,99.7289972899729,0.0
440,Netherlands (Kingdom of the),2024,0.0,0.0,1.0,0.0,0.0
441,New Caledonia,2021,0.0,0.0,0.0,0.0,0.0
442,New Zealand,2020,0.0,0.0,0.0,0.0,0.0
443,New Zealand,2021,0.0,0.0,1.0,0.0,0.0
444,New Zealand,2022,0.0,0.0,0.0,0.0,0.0
445,New Zealand,2023,0.0,0.0,15.0,0.0,0.0
446,New Zealand,2024,0.0,0.0,0.0,0.0,0.0
447,Nicaragua,2020,0.0,0.0,36.0,0.0,0.0
448,Nicaragua,2022,0.0,0.0,5.0,0.0,0.0
449,Nicaragua,2023,0.0,0.0,19.0,0.0,0.0
450,Nicaragua,2024,0.0,0.0,2.0,0.0,0.0
451,Niger,2020,0.0,0.0,83.0,0.0,0.0
452,Niger,2021,0.0,0.0,272.0,0.0,0.0
453,Niger,2022,0.0,0.0,195.0,0.0,0.0
454,Niger,2023,0.0,0.0,41.0,0.0,0.0
455,Niger,2024,0.0,0.0,396.0,0.0,0.0
456,Nigeria,2020,0.0,0.0,414.0,0.0,0.0
457,Nigeria,2021,0.0,0.0,3885.0,0.0,0.0
458,Nigeria,2022,0.0,0.0,1102.0,0.0,0.0
459,Nigeria,2023,0.0,0.0,1675.0,0.0,0.0
460,Nigeria,2024,0.0,0.0,718.0,0.0,0.0
461,North Macedonia,2021,0.0,0.0,15.0,0.0,0.0
462,Norway,2020,0.0,0.0,10.0,0.0,0.0
463,Norway,2022,30.0,0.0,30.0,100.0,0.0
464,Norway,2023,29.0,0.0,29.0,100.0,0.0
465,Oman,2020,0.0,0.0,3.0,0.0,0.0
466,Oman,2021,0.0,0.0,20.0,0.0,0.0
467,Oman,2024,0.0,0.0,27.0,0.0,0.0
468,Pakistan,2020,0.0,0.0,710.0,0.0,0.0
469,Pakistan,2021,0.0,0.0,417.0,0.0,0.0
470,Pakistan,2022,0.0,0.0,1916.0,0.0,0.0
471,Pakistan,2023,22.0,0.0,512.0,4.296875,0.0
472,Pakistan,2024,568.0,0.0,1202.0,47.25457570715474,0.0
473,Palau,2021,0.0,0.0,0.0,0.0,0.0
474,Panama,2020,0.0,0.0,94.0,0.0,0.0
475,Panama,2021,0.0,0.0,1.0,0.0,0.0
476,Panama,2022,0.0,0.0,0.0,0.0,0.0
477,Panama,2023,0.0,0.0,39.0,0.0,0.0
478,Panama,2024,0.0,0.0,29.0,0.0,0.0
479,Papua New Guinea,2020,0.0,0.0,42.0,0.0,0.0
480,Papua New Guinea,2022,0.0,0.0,7.0,0.0,0.0
481,Papua New Guinea,2023,0.0,0.0,8.0,0.0,0.0
482,Papua New Guinea,2024,0.0,0.0,698.0,0.0,0.0
483,Paraguay,2020,0.0,0.0,20.0,0.0,0.0
484,Paraguay,2021,0.0,0.0,10.0,0.0,0.0
485,Paraguay,2023,0.0,0.0,6.0,0.0,0.0
486,Peru,2020,0.0,0.0,91.0,0.0,0.0
487,Peru,2021,0.0,0.0,103.0,0.0,0.0
488,Peru,2022,0.0,0.0,29.0,0.0,0.0
489,Peru,2023,0.0,0.0,445.0,0.0,0.0
490,Peru,2024,0.0,0.0,113.0,0.0,0.0
491,Philippines,2020,0.0,0.0,216.0,0.0,0.0
492,Philippines,2021,0.0,0.0,622.0,0.0,0.0
493,Philippines,2022,0.0,0.0,627.0,0.0,0.0
494,Philippines,2023,0.0,0.0,227.0,0.0,0.0
495,Philippines,2024,0.0,0.0,546.0,0.0,0.0
496,Poland,2020,0.0,0.0,3.0,0.0,0.0
497,Poland,2021,0.0,0.0,4.0,0.0,0.0
498,Poland,2022,763.0,0.0,792.0,96.33838383838383,0.0
499,Poland,2023,616.0,0.0,616.0,100.0,0.0
500,Poland,2024,0.0,0.0,9.0,0.0,0.0
501,Portugal,2022,2212.0,0.0,2215.0,99.86455981941309,0.0
502,Portugal,2023,1432.0,0.0,1432.0,100.0,0.0
503,Portugal,2024,0.0,0.0,9.0,0.0,0.0
504,Puerto Rico,2020,0.0,0.0,5.0,0.0,0.0
505,Puerto Rico,2022,0.0,0.0,36.0,0.0,0.0
506,Republic of Korea,2020,0.0,0.0,119.0,0.0,0.0
507,Republic of Korea,2021,0.0,0.0,0.0,0.0,0.0
508,Republic of Korea,2022,2.0,0.0,187.0,1.06951871657754,0.0
509,Republic of Korea,2023,0.0,0.0,61.0,0.0,0.0
510,Republic of Korea,2024,22.0,0.0,242.0,9.090909090909092,0.0
511,Republic of Moldova,2023,0.0,0.0,4.0,0.0,0.0
512,Romania,2020,0.0,0.0,13.0,0.0,0.0
513,Romania,2021,0.0,0.0,1.0,0.0,0.0
514,Romania,2022,2455.0,0.0,2455.0,100.0,0.0
515,Romania,2023,2585.0,0.0,2587.0,99.92269037495169,0.0
516,Romania,2024,0.0,0.0,7.0,0.0,0.0
517,Russian Federation,2020,0.0,0.0,39.0,0.0,0.0
518,Russian Federation,2021,0.0,0.0,113.0,0.0,0.0
519,Russian Federation,2022,0.0,0.0,93.0,0.0,0.0
520,Russian Federation,2023,0.0,0.0,49.0,0.0,0.0
521,Russian Federation,2024,0.0,0.0,16.0,0.0,0.0
522,Rwanda,2020,0.0,0.0,111.0,0.0,0.0
523,Rwanda,2021,0.0,0.0,0.0,0.0,0.0
524,Rwanda,2022,0.0,0.0,29.0,0.0,0.0
525,Rwanda,2023,0.0,0.0,141.0,0.0,0.0
526,Rwanda,2024,0.0,0.0,27.0,0.0,0.0
527,Réunion,2022,0.0,0.0,0.0,0.0,0.0
528,Réunion,2023,0.0,0.0,0.0,0.0,0.0
529,Réunion,2024,0.0,0.0,4.0,0.0,0.0
530,Saint Lucia,2020,0.0,0.0,3.0,0.0,0.0
531,Saint Lucia,2021,0.0,0.0,1.0,0.0,0.0
532,Saint Lucia,2022,0.0,0.0,0.0,0.0,0.0
533,Saint Vincent and the Grenadines,2020,0.0,0.0,8.0,0.0,0.0
534,Saint Vincent and the Grenadines,2021,0.0,0.0,0.0,0.0,0.0
535,Saint Vincent and the Grenadines,2023,0.0,0.0,0.0,0.0,0.0
536,Saint Vincent and the Grenadines,2024,0.0,0.0,3.0,0.0,0.0
537,Sao Tome and Principe,2021,0.0,0.0,8.0,0.0,0.0
538,Sao Tome and Principe,2022,0.0,0.0,0.0,0.0,0.0
539,Saudi Arabia,2020,0.0,0.0,3.0,0.0,0.0
540,Saudi Arabia,2023,0.0,0.0,20.0,0.0,0.0
541,Saudi Arabia,2024,1301.0,0.0,1301.0,100.0,0.0
542,Senegal,2020,0.0,0.0,166.0,0.0,0.0
543,Senegal,2022,0.0,0.0,25.0,0.0,0.0
544,Senegal,2023,0.0,0.0,60.0,0.0,0.0
545,Senegal,2024,0.0,0.0,132.0,0.0,0.0
546,Serbia,2020,0.0,0.0,0.0,0.0,0.0
547,Serbia,2021,0.0,0.0,0.0,0.0,0.0
548,Serbia,2022,574.0,0.0,574.0,100.0,0.0
549,Serbia,2023,464.0,0.0,467.0,99.3576017130621,0.0
550,Serbia,2024,0.0,0.0,16.0,0.0,0.0
551,Seychelles,2023,0.0,0.0,0.0,0.0,0.0
552,Sierra Leone,2021,0.0,0.0,101.0,0.0,0.0
553,Sierra Leone,2022,0.0,0.0,12.0,0.0,0.0
554,Sierra Leone,2023,0.0,0.0,15.0,0.0,0.0
555,Sierra Leone,2024,0.0,0.0,15.0,0.0,0.0
556,Slovakia,2020,0.0,0.0,1.0,0.0,0.0
557,Slovakia,2021,0.0,0.0,1.0,0.0,0.0
558,Slovakia,2022,365.0,0.0,365.0,100.0,0.0
559,Slovakia,2023,247.0,0.0,247.0,100.0,0.0
560,Slovakia,2024,0.0,0.0,1.0,0.0,0.0
561,Slovenia,2020,0.0,0.0,1.0,0.0,0.0
562,Slovenia,2021,0.0,0.0,0.0,0.0,0.0
563,Slovenia,2022,154.0,0.0,154.0,100.0,0.0
564,Slovenia,2023,95.0,0.0,102.0,93.13725490196079,0.0
565,Solomon Islands,2020,0.0,0.0,48.0,0.0,0.0
566,Solomon Islands,2023,0.0,0.0,0.0,0.0,0.0
567,Somalia,2020,0.0,0.0,41.0,0.0,0.0
568,Somalia,2021,0.0,0.0,25.0,0.0,0.0
569,Somalia,2022,0.0,0.0,0.0,0.0,0.0
570,Somalia,2023,0.0,0.0,239.0,0.0,0.0
571,Somalia,2024,0.0,0.0,9.0,0.0,0.0
572,South Africa,2020,0.0,0.0,38.0,0.0,0.0
573,South Africa,2021,0.0,0.0,58.0,0.0,0.0
574,South Africa,2022,0.0,0.0,629.0,0.0,0.0
575,South Africa,2023,0.0,0.0,215.0,0.0,0.0
576,South Africa,2024,0.0,0.0,208.0,0.0,0.0
577,South Sudan,2020,0.0,0.0,0.0,0.0,0.0
578,South Sudan,2021,0.0,0.0,17.0,0.0,0.0
579,South Sudan,2022,0.0,0.0,0.0,0.0,0.0
580,South Sudan,2023,0.0,0.0,1.0,0.0,0.0
581,South Sudan,2024,0.0,0.0,501.0,0.0,0.0
582,Spain,2020,0.0,0.0,17.0,0.0,0.0
583,Spain,2021,0.0,0.0,33.0,0.0,0.0
584,Spain,2022,11324.0,0.0,11324.0,100.0,0.0
585,Spain,2023,8352.0,0.0,8384.0,99.61832061068702,0.0
586,Spain,2024,0.0,0.0,323.0,0.0,0.0
587,Sri Lanka,2020,0.0,0.0,10.0,0.0,0.0
588,Sri Lanka,2021,0.0,0.0,35.0,0.0,0.0
589,Sri Lanka,2022,0.0,0.0,15.0,0.0,0.0
590,Sri Lanka,2023,0.0,0.0,9.0,0.0,0.0
591,Sri Lanka,2024,0.0,0.0,59.0,0.0,0.0
592,State of Palestine,2020,0.0,3.0,3.0,0.0,100.0
593,State of Palestine,2022,0.0,4.0,25.0,0.0,16.0
594,Sudan,2020,0.0,0.0,211.0,0.0,0.0
595,Sudan,2021,0.0,0.0,121.0,0.0,0.0
596,Sudan,2022,0.0,0.0,146.0,0.0,0.0
597,Sudan,2024,0.0,0.0,1651.0,0.0,0.0
598,Suriname,2021,0.0,0.0,0.0,0.0,0.0
599,Suriname,2022,0.0,0.0,0.0,0.0,0.0
600,Suriname,2023,0.0,0.0,10.0,0.0,0.0
601,Sweden,2020,0.0,0.0,1.0,0.0,0.0
602,Sweden,2021,0.0,0.0,0.0,0.0,0.0
603,Sweden,2022,40.0,0.0,40.0,100.0,0.0
604,Sweden,2023,13.0,0.0,13.0,100.0,0.0
605,Switzerland,2020,0.0,0.0,0.0,0.0,0.0
606,Switzerland,2021,0.0,0.0,17.0,0.0,0.0
607,Switzerland,2022,302.0,0.0,302.0,100.0,0.0
608,Switzerland,2023,294.0,0.0,298.0,98.65771812080537,0.0
609,Switzerland,2024,0.0,0.0,6.0,0.0,0.0
610,Syrian Arab Republic,2020,0.0,0.0,35.0,0.0,0.0
611,Syrian Arab Republic,2021,0.0,0.0,1.0,0.0,0.0
612,Syrian Arab Republic,2022,0.0,0.0,189.0,0.0,0.0
613,Syrian Arab Republic,2023,0.0,0.0,5686.0,0.0,0.0
614,Syrian Arab Republic,2024,0.0,0.0,0.0,0.0,0.0
615,Taiwan (Province of China),2020,0.0,0.0,1.0,0.0,0.0
616,Taiwan (Province of China),2021,0.0,0.0,115.0,0.0,0.0
617,Taiwan (Province of China),2022,0.0,0.0,1.0,0.0,0.0
618,Taiwan (Province of China),2023,0.0,0.0,3.0,0.0,0.0
619,Taiwan (Province of China),2024,0.0,0.0,38.0,0.0,0.0
620,Tajikistan,2020,0.0,0.0,2.0,0.0,0.0
621,Tajikistan,2021,0.0,0.0,24.0,0.0,0.0
622,Tajikistan,2023,0.0,0.0,21.0,0.0,0.0
623,Tajikistan,2024,0.0,0.0,3.0,0.0,0.0
624,Thailand,2020,0.0,0.0,62.0,0.0,0.0
625,Thailand,2021,0.0,0.0,17.0,0.0,0.0
626,Thailand,2022,0.0,0.0,75.0,0.0,0.0
627,Thailand,2023,0.0,0.0,31.0,0.0,0.0
628,Thailand,2024,61.0,0.0,188.0,32.4468085106383,0.0
629,Timor-Leste,2020,0.0,0.0,3.0,0.0,0.0
630,Timor-Leste,2021,0.0,0.0,41.0,0.0,0.0
631,Timor-Leste,2022,0.0,0.0,20.0,0.0,0.0
632,Togo,2020,0.0,0.0,11.0,0.0,0.0
633,Togo,2022,0.0,0.0,13.0,0.0,0.0
634,Togo,2024,0.0,0.0,0.0,0.0,0.0
635,Tonga,2020,0.0,0.0,0.0,0.0,0.0
636,Tonga,2022,0.0,0.0,4.0,0.0,0.0
637,Trinidad and Tobago,2022,0.0,0.0,0.0,0.0,0.0
638,Tunisia,2020,0.0,0.0,107.0,0.0,0.0
639,Tunisia,2021,0.0,0.0,166.0,0.0,0.0
640,Tunisia,2022,0.0,0.0,73.0,0.0,0.0
641,Tunisia,2023,0.0,0.0,135.0,0.0,0.0
642,Tunisia,2024,0.0,0.0,127.0,0.0,0.0
643,Tuvalu,2020,0.0,0.0,0.0,0.0,0.0
644,Tuvalu,2021,0.0,0.0,0.0,0.0,0.0
645,Türkiye,2020,0.0,0.0,349.0,0.0,0.0
646,Türkiye,2021,0.0,0.0,105.0,0.0,0.0
647,Türkiye,2022,0.0,0.0,80.0,0.0,0.0
648,Türkiye,2023,0.0,0.0,53057.0,0.0,0.0
649,Türkiye,2024,0.0,0.0,61.0,0.0,0.0
650,Uganda,2020,0.0,0.0,61.0,0.0,0.0
651,Uganda,2021,0.0,0.0,37.0,0.0,0.0
652,Uganda,2022,0.0,0.0,2607.0,0.0,0.0
653,Uganda,2023,0.0,0.0,69.0,0.0,0.0
654,Uganda,2024,0.0,0.0,290.0,0.0,0.0
655,Ukraine,2020,0.0,0.0,45.0,0.0,0.0
656,Ukraine,2021,0.0,0.0,16.0,0.0,0.0
657,Ukraine,2022,0.0,0.0,42.0,0.0,0.0
658,Ukraine,2023,0.0,0.0,28.0,0.0,0.0
659,United Arab Emirates,2023,0.0,0.0,16.0,0.0,0.0
660,United Arab Emirates,2024,0.0,0.0,4.0,0.0,0.0
661,United Kingdom of Great Britain and Northern Ireland,2020,2556.0,0.0,2558.0,99.92181391712275,0.0
662,United Kingdom of Great Britain and Northern Ireland,2021,0.0,0.0,1.0,0.0,0.0
663,United Kingdom of Great Britain and Northern Ireland,2022,3469.0,0.0,3475.0,99.8273381294964,0.0
664,United Kingdom of Great Britain and Northern Ireland,2023,1851.0,0.0,1851.0,100.0,0.0
665,United Kingdom of Great Britain and Northern Ireland,2024,0.0,0.0,5.0,0.0,0.0
666,United Republic of Tanzania,2020,0.0,0.0,65.0,0.0,0.0
667,United Republic of Tanzania,2021,0.0,0.0,46.0,0.0,0.0
668,United Republic of Tanzania,2022,0.0,0.0,103.0,0.0,0.0
669,United Republic of Tanzania,2023,0.0,0.0,140.0,0.0,0.0
670,United Republic of Tanzania,2024,0.0,0.0,256.0,0.0,0.0
671,United States of America,2020,0.0,0.0,253.0,0.0,0.0
672,United States of America,2021,229.0,0.0,931.0,24.597207303974223,0.0
673,United States of America,2022,0.0,0.0,619.0,0.0,0.0
674,United States of America,2023,14.0,10.0,540.0,2.5925925925925926,1.8518518518518516
675,United States of America,2024,1006.0,0.0,1464.0,68.71584699453553,0.0
676,Uruguay,2020,0.0,0.0,0.0,0.0,0.0
677,Uruguay,2022,0.0,0.0,0.0,0.0,0.0
678,Uruguay,2023,0.0,0.0,2.0,0.0,0.0
679,Uruguay,2024,0.0,0.0,10.0,0.0,0.0
680,Uzbekistan,2020,0.0,0.0,4.0,0.0,0.0
681,Uzbekistan,2021,0.0,0.0,8.0,0.0,0.0
682,Uzbekistan,2022,0.0,0.0,5.0,0.0,0.0
683,Uzbekistan,2023,0.0,0.0,1.0,0.0,0.0
684,Vanuatu,2020,0.0,0.0,3.0,0.0,0.0
685,Vanuatu,2021,0.0,0.0,0.0,0.0,0.0
686,Vanuatu,2023,0.0,0.0,0.0,0.0,0.0
687,Vanuatu,2024,0.0,0.0,14.0,0.0,0.0
688,Venezuela (Bolivarian Republic of),2020,0.0,0.0,31.0,0.0,0.0
689,Venezuela (Bolivarian Republic of),2021,0.0,0.0,46.0,0.0,0.0
690,Venezuela (Bolivarian Republic of),2022,0.0,0.0,182.0,0.0,0.0
691,Venezuela (Bolivarian Republic of),2023,0.0,0.0,28.0,0.0,0.0
692,Venezuela (Bolivarian Republic of),2024,0.0,0.0,9.0,0.0,0.0
693,Viet Nam,2020,0.0,0.0,323.0,0.0,0.0
694,Viet Nam,2021,0.0,0.0,35.0,0.0,0.0
695,Viet Nam,2022,0.0,0.0,121.0,0.0,0.0
696,Viet Nam,2023,0.0,0.0,86.0,0.0,0.0
697,Viet Nam,2024,0.0,0.0,416.0,0.0,0.0
698,Yemen,2020,0.0,0.0,202.0,0.0,0.0
699,Yemen,2021,0.0,0.0,89.0,0.0,0.0
700,Yemen,2022,0.0,0.0,90.0,0.0,0.0
701,Yemen,2023,0.0,0.0,404.0,0.0,0.0
702,Yemen,2024,0.0,0.0,1238.0,0.0,0.0
703,Zambia,2020,0.0,0.0,3.0,0.0,0.0
704,Zambia,2021,0.0,0.0,19.0,0.0,0.0
705,Zambia,2022,0.0,0.0,3.0,0.0,0.0
706,Zambia,2023,0.0,0.0,797.0,0.0,0.0
707,Zambia,2024,0.0,0.0,0.0,0.0,0.0
708,Zimbabwe,2021,0.0,0.0,3.0,0.0,0.0
709,Zimbabwe,2022,0.0,0.0,785.0,0.0,0.0
710,Zimbabwe,2023,0.0,0.0,721.0,0.0,0.0
711,Zimbabwe,2024,0.0,0.0,13.0,0.0,0.0
