,date,temp_max,temp_min,latitude,longitude,country,region,city,notes,min_mean,min_std,min_extreme,std_below_extreme
40,2020-11-18,-7.386449999999968,-15.438499999999976,50,40,Russia / Ukraine,,,,0.0321423333333562,4.922650088220601,-12.274482887218143,0.6427467027065367
41,2020-11-19,-7.958619999999996,-17.56861999999998,50,40,Russia / Ukraine,,,,0.0321423333333562,4.922650088220601,-12.274482887218143,1.0754648447286896
42,2021-12-22,-12.773439999999994,-15.575099999999964,50,40,Russia / Ukraine,,,,-4.128870064516106,4.410327227264728,-15.154688132677926,0.09532441600320349
43,2021-12-23,-13.572149999999963,-15.961950000000002,50,40,Russia / Ukraine,,,,-4.128870064516106,4.410327227264728,-15.154688132677926,0.18303899591204198
44,2021-12-24,-6.455539999999985,-17.757239999999967,50,40,Russia / Ukraine,,,,-4.128870064516106,4.410327227264728,-15.154688132677926,0.5901040292958346
45,2022-03-11,-5.982730000000004,-15.836739999999963,50,40,Russia / Ukraine,,,,-2.0467062903225584,5.204669245643341,-15.058379404430912,0.1495504438097755
46,2022-03-12,-7.577859999999987,-20.009599999999978,50,40,Russia / Ukraine,,,,-2.0467062903225584,5.204669245643341,-15.058379404430912,0.951303601033547
47,2022-03-13,-5.438119999999969,-16.917849999999987,50,40,Russia / Ukraine,,,,-2.0467062903225584,5.204669245643341,-15.058379404430912,0.35726969530783864
48,2022-03-14,-0.1710599999999544,-17.316749999999985,50,40,Russia / Ukraine,,,,-2.0467062903225584,5.204669245643341,-15.058379404430912,0.4339124138310001
49,2023-11-22,-7.774149999999963,-14.06269999999995,50,40,Russia / Ukraine,,,,0.0321423333333562,4.922650088220601,-12.274482887218143,0.36326309624582653
50,2023-11-23,-3.7998399999999606,-12.563419999999953,50,40,Russia / Ukraine,,,,0.0321423333333562,4.922650088220601,-12.274482887218143,0.058695439977179464
51,2024-01-13,-17.631539999999973,-26.24476999999999,50,40,Russia / Ukraine,,,,-5.68469032258062,6.020765710348477,-20.736604598451812,0.9148612762128836
52,2024-01-14,-7.634129999999971,-25.664909999999963,50,40,Russia / Ukraine,,,,-5.68469032258062,6.020765710348477,-20.736604598451812,0.8185512671714483
53,2025-03-01,-5.008699999999976,-18.53807999999998,50,40,Russia / Ukraine,,,,-2.0467062903225584,5.204669245643341,-15.058379404430912,0.6685728585888164
54,2025-03-02,-1.6155799999999658,-15.96017999999998,50,40,Russia / Ukraine,,,,-2.0467062903225584,5.204669245643341,-15.058379404430912,0.17326760895016247
55,2020-10-27,19.373320000000035,4.531150000000025,30,-110,Mexico,Sonora,Banamichi,,14.520460064516154,3.2504704047675124,6.3942840525973725,0.5731890528412938
56,2020-10-28,20.74710000000005,4.63820000000004,30,-110,Mexico,Sonora,Banamichi,,14.520460064516154,3.2504704047675124,6.3942840525973725,0.5402553581234452
57,2021-09-29,24.780970000000025,14.483480000000045,30,-110,Mexico,Sonora,Banamichi,,18.74101126666669,1.5326364224802769,14.909420210465996,0.2779134073928955
58,2021-09-30,25.323480000000018,12.984770000000026,30,-110,Mexico,Sonora,Banamichi,,18.74101126666669,1.5326364224802769,14.909420210465996,1.2557774187248494
59,2022-12-14,12.394130000000018,-1.705600000000004,30,-110,Mexico,Sonora,Banamichi,,6.139895032258088,2.927424748786156,-1.1786668397073017,0.17999887461195813
60,2022-12-15,15.514400000000023,-1.2409700000000043,30,-110,Mexico,Sonora,Banamichi,,6.139895032258088,2.927424748786156,-1.1786668397073017,0.021282583034298797
61,2023-06-01,28.688440000000018,12.88766000000004,30,-110,Mexico,Sonora,Banamichi,,19.79807355555558,2.150116236166925,14.422782965138268,0.713972081748909
62,2023-06-02,29.83090000000004,13.93118000000004,30,-110,Mexico,Sonora,Banamichi,,19.79807355555558,2.150116236166925,14.422782965138268,0.22864018087441748
63,2023-06-03,32.14938000000001,13.953640000000007,30,-110,Mexico,Sonora,Banamichi,,19.79807355555558,2.150116236166925,14.422782965138268,0.21819423398923563
64,2025-05-06,22.78958,6.920370000000048,30,-110,Mexico,Sonora,Banamichi,,14.978654354838731,2.3524812391329055,9.097451257006467,0.9254404331865632
65,2025-05-07,27.253530000000012,8.71893,30,-110,Mexico,Sonora,Banamichi,,14.978654354838731,2.3524812391329055,9.097451257006467,0.16090298647651913
66,2021-08-27,6.876120000000014,0.7504500000000007,60,-160,United States of America,Alaska,,,6.332252903225829,2.1188482018537007,1.0351323985915766,0.1343571466528456
67,2021-08-28,7.802500000000009,0.6957300000000259,60,-160,United States of America,Alaska,,,6.332252903225829,2.1188482018537007,1.0351323985915766,0.160182498347272
68,2023-04-08,-13.97793999999999,-24.454609999999978,60,-160,United States of America,Alaska,,,-7.2820613888888674,6.409843840786443,-23.306670990854972,0.17909001180973572
69,2023-04-09,-18.289199999999965,-27.166969999999964,60,-160,United States of America,Alaska,,,-7.2820613888888674,6.409843840786443,-23.306670990854972,0.6022454064452466
70,2024-05-09,-2.9273000000000025,-11.387849999999958,60,-160,United States of America,Alaska,,,-0.9094954301075034,2.9939754763376807,-8.394434120951706,0.9998130922267562
71,2024-05-10,-0.4278299999999717,-9.04729999999995,60,-160,United States of America,Alaska,,,-0.9094954301075034,2.9939754763376807,-8.394434120951706,0.2180598619487856
72,2024-11-29,-18.605759999999975,-25.668389999999988,50,-100,Canada,Manitoba,Winnipeg,,-6.378243066666641,5.620880205549501,-20.43044358054039,0.9318729857092786
73,2024-11-30,-18.98629999999997,-25.907399999999967,50,-100,Canada,Manitoba,Winnipeg,,-6.378243066666641,5.620880205549501,-20.43044358054039,0.9743947956855887
74,2021-10-30,-11.42228,-17.538239999999973,70,70,Russia,,,,-3.509701225806431,5.205487224234438,-16.523419286392524,0.19495210916720612
75,2021-10-31,-16.81655999999998,-22.946399999999983,70,70,Russia,,,,-3.509701225806431,5.205487224234438,-16.523419286392524,1.2338865579584772
76,2022-08-28,7.64443,0.5125400000000013,70,70,Russia,,,,8.987168322580667,3.071832876882444,1.3075861303745562,0.2588181591380827
77,2022-08-29,7.778999999999996,0.7383700000000317,70,70,Russia,,,,8.987168322580667,3.071832876882444,1.3075861303745562,0.18530178990473373
78,2024-05-01,-9.663179999999954,-14.928999999999974,70,70,Russia,,,,-4.257687204301051,3.843224856380133,-13.865749345251384,0.2766558539981049
79,2024-05-02,-8.58947999999998,-14.795019999999964,70,70,Russia,,,,-4.257687204301051,3.843224856380133,-13.865749345251384,0.24179450577967057
80,2020-08-22,24.517800000000022,18.218000000000018,40,50,Azerbijan,,,,26.07288632258067,2.3188543206265337,20.275750521014334,0.8873996536610074
81,2020-08-23,19.517570000000035,17.435100000000034,40,50,Azerbijan,,,,26.07288632258067,2.3188543206265337,20.275750521014334,1.225023277980991
82,2020-08-24,22.82388000000003,19.27212000000003,40,50,Azerbijan,,,,26.07288632258067,2.3188543206265337,20.275750521014334,0.4328130974364672
83,2021-02-24,0.4834000000000173,-0.62894,40,50,Azerbijan,,,,5.8028602352941405,2.133488656318611,0.4691385944976129,0.5146868680297442
84,2021-02-25,5.239000000000033,0.4369800000000055,40,50,Azerbijan,,,,5.8028602352941405,2.133488656318611,0.4691385944976129,0.015073243723309931
85,2025-03-01,2.001550000000009,0.476600000000019,40,50,Azerbijan,,,,7.860908118279592,2.1873607624525464,2.392506212148226,0.8758985920548493
86,2025-03-02,3.0715000000000146,1.1529199999999946,40,50,Azerbijan,,,,7.860908118279592,2.1873607624525464,2.392506212148226,0.566704054231257
87,2020-09-09,10.384360000000015,0.2921400000000176,40,-110,United States of America,Utah,Ouray,,11.663894066666687,3.299571188209849,3.4149660961420665,0.9464339206563107
88,2020-09-10,10.057640000000047,3.234800000000007,40,-110,United States of America,Utah,Ouray,,11.663894066666687,3.299571188209849,3.4149660961420665,0.05460288197018925
89,2020-10-26,-3.032299999999964,-13.346199999999952,40,-110,United States of America,Utah,Ouray,,4.908241225806473,4.7233369465224015,-6.9001011404995305,1.3647340709509235
90,2020-10-27,1.2731600000000185,-9.328219999999988,40,-110,United States of America,Utah,Ouray,,4.908241225806473,4.7233369465224015,-6.9001011404995305,0.5140685254919577
91,2021-08-20,22.52603000000005,9.622250000000008,40,-110,United States of America,Utah,Ouray,,16.61549890322583,2.5182839850432734,10.319788940617649,0.2769897854096285
92,2021-08-21,24.517660000000035,10.299070000000029,40,-110,United States of America,Utah,Ouray,,16.61549890322583,2.5182839850432734,10.319788940617649,0.008227404351802595
93,2022-02-24,-7.998940000000005,-23.57833999999997,40,-110,United States of America,Utah,Ouray,,-6.870441705882331,5.070397782303261,-19.54643616164048,0.7951849167399981
94,2022-02-25,-5.949159999999949,-22.655509999999964,40,-110,United States of America,Utah,Ouray,,-6.870441705882331,5.070397782303261,-19.54643616164048,0.6131814448978337
95,2022-02-26,-6.198769999999968,-22.770329999999973,40,-110,United States of America,Utah,Ouray,,-6.870441705882331,5.070397782303261,-19.54643616164048,0.6358266110030956
96,2022-12-16,-7.326819999999998,-19.084479999999985,40,-110,United States of America,Utah,Ouray,,-6.545369677419331,4.385621668962629,-17.509423849825904,0.35914090841918056
97,2022-12-17,-8.862769999999955,-21.21542999999997,40,-110,United States of America,Utah,Ouray,,-6.545369677419331,4.385621668962629,-17.509423849825904,0.8450355342782409
98,2022-12-18,-7.617159999999956,-21.565339999999964,40,-110,United States of America,Utah,Ouray,,-6.545369677419331,4.385621668962629,-17.509423849825904,0.9248212582672327
99,2022-12-19,-4.118499999999983,-21.40426999999997,40,-110,United States of America,Utah,Ouray,,-6.545369677419331,4.385621668962629,-17.509423849825904,0.8880944240444133
100,2022-08-30,-10.728099999999984,-14.515079999999957,80,-60,Greenland,,,northern Greenland,-4.574396838709653,3.7943497965133592,-14.060271329993052,0.11986471843603617
101,2022-08-31,-9.44932,-14.67483999999996,80,-60,Greenland,,,northern Greenland,-4.574396838709653,3.7943497965133592,-14.060271329993052,0.16196942901037698
102,2020-10-29,-8.19766999999996,-13.345299999999952,60,90,Russia,,,,-1.5877614838709442,4.484446794491714,-12.79887847010023,0.12184814648060877
103,2020-10-30,-7.357100000000003,-13.629549999999997,60,90,Russia,,,,-1.5877614838709442,4.484446794491714,-12.79887847010023,0.18523389126170223
104,2021-01-25,-42.46439999999998,-46.95584999999997,60,90,Russia,,,,-21.10828209677417,9.420485443920285,-44.65949570657488,0.2437617792729664
105,2021-01-26,-38.75497999999999,-48.275169999999974,60,90,Russia,,,,-21.10828209677417,9.420485443920285,-44.65949570657488,0.3838097638331949
106,2021-03-01,-22.359429999999975,-30.425479999999965,60,90,Russia,,,,-11.022741236559115,7.02257152617242,-28.579170051990168,0.26291080712083664
107,2021-03-02,-23.080149999999975,-31.664109999999965,60,90,Russia,,,,-11.022741236559115,7.02257152617242,-28.579170051990168,0.4392892171354233
108,2021-03-03,-18.772059999999986,-29.459709999999973,60,90,Russia,,,,-11.022741236559115,7.02257152617242,-28.579170051990168,0.12538710993944605
109,2022-08-29,12.356650000000002,3.304830000000038,60,90,Russia,,,,12.574462193548412,2.7674617817929787,5.655807739065965,0.8495068493927961
110,2022-08-30,13.748860000000036,3.674599999999998,60,90,Russia,,,,12.574462193548412,2.7674617817929787,5.655807739065965,0.7158934414560859
111,2022-11-25,-26.05467999999999,-33.90913999999998,60,90,Russia,,,,-12.090046999999975,8.449187350345907,-33.21301537586474,0.0823895358536153
112,2022-11-26,-31.049299999999988,-34.436759999999964,60,90,Russia,,,,-12.090046999999975,8.449187350345907,-33.21301537586474,0.14483577809233003
113,2023-10-30,-8.265259999999955,-14.838169999999993,60,90,Russia,,,,-1.5877614838709442,4.484446794491714,-12.79887847010023,0.4547476251484672
114,2023-10-31,-8.247230000000002,-14.516459999999997,60,90,Russia,,,,-1.5877614838709442,4.484446794491714,-12.79887847010023,0.38300856462596194
115,2023-04-04,12.380580000000007,0.3866200000000503,40,80,China,,,,9.594877222222246,3.602954574975741,0.5874907847828936,0.055751683959045145
116,2023-04-05,11.46926000000002,-1.7694999999999936,40,80,China,,,,9.594877222222246,3.602954574975741,0.5874907847828936,0.6541827646546883
117,2023-04-06,13.775660000000016,-1.2024999999999864,40,80,China,,,,9.594877222222246,3.602954574975741,0.5874907847828936,0.4968119213090363
118,2023-04-07,18.27030000000002,0.080600000000004,40,80,China,,,,9.594877222222246,3.602954574975741,0.5874907847828936,0.14068753136758672
119,2023-05-05,10.33352000000002,0.6661000000000286,40,80,China,,,,15.542098817204328,3.859446035134914,5.893483729367041,1.3544388707029247
120,2023-05-06,13.496700000000033,-0.1986499999999864,40,80,China,,,,15.542098817204328,3.859446035134914,5.893483729367041,1.578499524000746
121,2023-05-07,16.622460000000046,3.873739999999998,40,80,China,,,,15.542098817204328,3.859446035134914,5.893483729367041,0.5233247753641513
122,2023-05-08,20.22240000000005,5.671379999999999,40,80,China,,,,15.542098817204328,3.859446035134914,5.893483729367041,0.05754808522909636
123,2024-09-28,14.627340000000004,6.2900600000000395,40,80,China,,,,14.740192000000022,3.2262116907576304,6.674662773105945,0.11921188377306607
124,2024-09-29,17.272670000000005,5.227620000000002,40,80,China,,,,14.740192000000022,3.2262116907576304,6.674662773105945,0.4485269138573253
125,2024-09-30,17.373620000000017,5.939480000000003,40,80,China,,,,14.740192000000022,3.2262116907576304,6.674662773105945,0.22787803268213147
126,2020-01-09,4.6375000000000455,-6.013679999999965,30,80,India,,,northern,0.168450967741959,2.2434551082683325,-5.440186802928872,0.2556294507331412
127,2020-01-10,9.238300000000038,-6.389599999999973,30,80,India,,,northern,0.168450967741959,2.2434551082683325,-5.440186802928872,0.4231924202860159
128,2020-07-23,21.104640000000018,15.422660000000008,30,80,India,,,northern,17.800107183908068,0.8204728142577042,15.748925148263808,0.39765503816110986
129,2020-07-24,22.47800000000001,15.698570000000018,30,80,India,,,northern,17.800107183908068,0.8204728142577042,15.748925148263808,0.061373329364175756
130,2020-09-27,21.084000000000003,10.591420000000028,30,80,India,,,northern,15.690255400000025,1.7588270868144642,11.293187682963865,0.39899754115957914
131,2020-09-28,22.31826000000001,10.26504,30,80,India,,,northern,15.690255400000025,1.7588270868144642,11.293187682963865,0.5845643899116966
132,2020-09-29,22.282070000000033,11.019460000000038,30,80,India,,,northern,15.690255400000025,1.7588270868144642,11.293187682963865,0.15563080931371964
133,2021-07-02,22.123440000000016,15.466760000000022,30,80,India,,,northern,17.800107183908068,0.8204728142577042,15.748925148263808,0.34390554246342186
134,2021-07-03,23.617700000000013,15.13348000000002,30,80,India,,,northern,17.800107183908068,0.8204728142577042,15.748925148263808,0.7501103480443674
135,2021-07-04,23.827840000000037,15.698630000000035,30,80,India,,,northern,17.800107183908068,0.8204728142577042,15.748925148263808,0.06130020079857965
136,2021-07-05,23.600430000000017,15.259900000000016,30,80,India,,,northern,17.800107183908068,0.8204728142577042,15.748925148263808,0.5960284603777172
137,2023-08-27,22.287000000000035,15.282250000000031,30,80,India,,,northern,17.578739935483895,0.8466344085723005,15.462153914053143,0.21249303386628
138,2023-08-28,22.698200000000043,15.369000000000028,30,80,India,,,northern,17.578739935483895,0.8466344085723005,15.462153914053143,0.1100285000348647
139,2023-08-29,22.39333000000005,15.045980000000045,30,80,India,,,northern,17.578739935483895,0.8466344085723005,15.462153914053143,0.4915627215705803
140,2023-08-30,24.005150000000015,15.00630000000001,30,80,India,,,northern,17.578739935483895,0.8466344085723005,15.462153914053143,0.5384306489761622
141,2023-08-31,23.366720000000043,14.958900000000028,30,80,India,,,northern,17.578739935483895,0.8466344085723005,15.462153914053143,0.5944170340321554
142,2020-10-30,-7.496739999999988,-17.94993999999997,60,100,Russia,,,,-3.299354193548365,4.298044452042532,-14.044465323654697,0.908663165288879
143,2020-10-31,-11.79431999999997,-21.09167999999997,60,100,Russia,,,,-3.299354193548365,4.298044452042532,-14.044465323654697,1.6396328039362806
144,2021-03-01,-23.542329999999964,-36.09735999999998,60,100,Russia,,,,-14.628404247311806,7.411350796983854,-33.15678123977144,0.39676691075333353
145,2021-03-02,-25.892649999999975,-37.26698999999997,60,100,Russia,,,,-14.628404247311806,7.411350796983854,-33.15678123977144,0.5545829461885995
146,2021-03-03,-26.82249999999999,-38.086509999999976,60,100,Russia,,,,-14.628404247311806,7.411350796983854,-33.15678123977144,0.6651592800376893
147,2021-03-04,-19.305519999999973,-37.99029999999999,60,100,Russia,,,,-14.628404247311806,7.411350796983854,-33.15678123977144,0.6521778408054324
148,2022-08-29,9.173270000000002,2.494380000000035,60,100,Russia,,,,11.681877032258086,2.7358545526804416,4.842240650556982,0.8581818241238887
149,2022-08-30,8.586820000000046,4.317160000000001,60,100,Russia,,,,11.681877032258086,2.7358545526804416,4.842240650556982,0.19192564533174294
150,2022-11-26,-33.31921999999997,-39.451269999999965,60,100,Russia,,,,-15.410653999999976,8.54380249233318,-36.77016023083293,0.313807554841412
151,2022-11-27,-29.047199999999975,-41.15639999999999,60,100,Russia,,,,-15.410653999999976,8.54380249233318,-36.77016023083293,0.5133826271268647
152,2020-09-08,26.58390000000003,5.887020000000007,40,-100,United States of America,Nebraska / Kansas,,,16.247905133333358,3.766118210526596,6.832609607016867,0.2510780475169002
153,2020-09-09,7.013270000000034,4.408170000000041,40,-100,United States of America,Nebraska / Kansas,,,16.247905133333358,3.766118210526596,6.832609607016867,0.643750267912549
154,2020-09-10,15.5813,6.642480000000035,40,-100,United States of America,Nebraska / Kansas,,,16.247905133333358,3.766118210526596,6.832609607016867,0.05048423771866878
155,2020-10-26,-2.9074999999999704,-8.416499999999985,40,-100,United States of America,Nebraska / Kansas,,,8.756008516129056,5.420943424105048,-4.796350044133565,0.6678081050927176
156,2020-10-27,3.4869000000000483,-6.95089999999999,40,-100,United States of America,Nebraska / Kansas,,,8.756008516129056,5.420943424105048,-4.796350044133565,0.3974492606371599
157,2021-02-15,-18.30995999999999,-27.99321999999998,40,-100,United States of America,Nebraska / Kansas,,,-5.435570470588213,6.838362748836473,-22.531477342679395,0.7986915666692125
158,2021-02-16,-9.41424999999998,-25.205799999999986,40,-100,United States of America,Nebraska / Kansas,,,-5.435570470588213,6.838362748836473,-22.531477342679395,0.391076454342177
159,2022-12-22,-7.014700000000005,-23.47715999999997,40,-100,United States of America,Nebraska / Kansas,,,-2.421941548387074,4.369309388179401,-13.345215018835578,2.318889344063172
160,2022-12-23,-10.759379999999965,-20.23223999999999,40,-100,United States of America,Nebraska / Kansas,,,-2.421941548387074,4.369309388179401,-13.345215018835578,1.576227355242081
161,2022-12-24,-4.7730999999999995,-14.44372999999996,40,-100,United States of America,Nebraska / Kansas,,,-2.421941548387074,4.369309388179401,-13.345215018835578,0.2514161583833526
162,2023-01-30,-14.803079999999966,-23.47262999999998,40,-100,United States of America,Nebraska / Kansas,,,-6.1412043548386865,5.969590916949623,-21.065181647212743,0.4032853149035228
163,2023-01-31,-8.417519999999968,-21.348269999999985,40,-100,United States of America,Nebraska / Kansas,,,-6.1412043548386865,5.969590916949623,-21.065181647212743,0.04742173403933958
164,2023-10-30,8.69583,-5.984780000000001,40,-100,United States of America,Nebraska / Kansas,,,8.756008516129056,5.420943424105048,-4.796350044133565,0.21922935970552684
165,2023-10-31,5.239530000000002,-4.919349999999952,40,-100,United States of America,Nebraska / Kansas,,,8.756008516129056,5.420943424105048,-4.796350044133565,0.022689769334143763
166,2024-01-13,-16.72103999999996,-22.659159999999986,40,-100,United States of America,Nebraska / Kansas,,,-6.1412043548386865,5.969590916949623,-21.065181647212743,0.2670163458372694
167,2024-01-14,-18.49052999999998,-26.924919999999982,40,-100,United States of America,Nebraska / Kansas,,,-6.1412043548386865,5.969590916949623,-21.065181647212743,0.9815979745194137
168,2024-01-15,-17.674459999999982,-26.174369999999985,40,-100,United States of America,Nebraska / Kansas,,,-6.1412043548386865,5.969590916949623,-21.065181647212743,0.8558690911768483
169,2024-01-16,-12.88131999999996,-24.055489999999963,40,-100,United States of America,Nebraska / Kansas,,,-6.1412043548386865,5.969590916949623,-21.065181647212743,0.5009234961639928
170,2020-12-24,-5.809640000000002,-22.471039999999988,40,40,Turkiye,,,,-7.339053677419333,5.923042735679065,-22.146660516616997,0.054765683426358305
171,2020-12-25,-6.524999999999977,-23.30604999999997,40,40,Turkiye,,,,-7.339053677419333,5.923042735679065,-22.146660516616997,0.19574221141425752
172,2023-11-21,-0.6699299999999653,-14.18259999999998,40,40,Turkiye,,,,-1.791482933333311,4.280323697956183,-12.492292178223767,0.39490186748804057
173,2023-11-22,-0.7240699999999833,-18.17259999999999,40,40,Turkiye,,,,-1.791482933333311,4.280323697956183,-12.492292178223767,1.327074357597889
174,2024-11-26,-4.012999999999977,-14.85012999999998,40,40,Turkiye,,,,-1.791482933333311,4.280323697956183,-12.492292178223767,0.5508550259649896
175,2024-11-27,-6.279759999999953,-16.453399999999988,40,40,Turkiye,,,,-1.791482933333311,4.280323697956183,-12.492292178223767,0.9254224916838918
176,2024-11-28,-6.50789999999995,-18.143479999999983,40,40,Turkiye,,,,-1.791482933333311,4.280323697956183,-12.492292178223767,1.3202711338104192
177,2024-11-29,-6.085119999999961,-15.536869999999965,40,40,Turkiye,,,,-1.791482933333311,4.280323697956183,-12.492292178223767,0.7112961627715112
178,2024-11-30,-5.288279999999986,-17.388679999999965,40,40,Turkiye,,,,-1.791482933333311,4.280323697956183,-12.492292178223767,1.1439293304182065
179,2024-12-03,-8.746129999999994,-24.21751999999998,40,40,Turkiye,,,,-7.339053677419333,5.923042735679065,-22.146660516616997,0.3496276450798835
