,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave,month,lat_int,long_int
1333,2024-12-27,30.092340000000036,20.453450000000032,-9.999999999999146,-70.00000000000256,False,True,False,True,12,-10,-70
1334,2025-07-02,24.684750000000008,14.90945000000005,-9.999999999999146,-70.00000000000256,False,True,False,True,7,-10,-70
1335,2025-07-03,24.767660000000035,14.41494,-9.999999999999146,-70.00000000000256,False,True,False,True,7,-10,-70
1336,2025-07-04,26.803600000000017,14.987270000000024,-9.999999999999146,-70.00000000000256,False,True,False,True,7,-10,-70
1337,2022-11-29,-22.606089999999966,-32.54403999999997,50.00000000000128,119.99999999999744,False,True,False,True,11,50,120
1338,2022-11-30,-24.838839999999976,-33.32895999999997,50.00000000000128,119.99999999999744,False,True,False,True,11,50,120
1339,2023-01-21,-26.210789999999974,-44.02574999999999,50.00000000000128,119.99999999999744,False,True,False,True,1,50,120
1340,2023-01-22,-32.646439999999984,-44.26709999999997,50.00000000000128,119.99999999999744,False,True,False,True,1,50,120
1341,2024-09-29,2.8375500000000216,-5.1094699999999875,50.00000000000128,119.99999999999744,False,True,False,True,9,50,120
1342,2024-09-30,3.6931000000000154,-4.80526999999995,50.00000000000128,119.99999999999744,False,True,False,True,9,50,120
1343,2025-05-27,27.52330000000001,14.903770000000009,50.00000000000128,119.99999999999744,True,False,True,False,5,50,120
1344,2025-05-28,30.06020000000001,19.11110000000002,50.00000000000128,119.99999999999744,True,False,True,False,5,50,120
1345,2020-07-01,-18.780279999999976,-24.855759999999975,-84.99999999999861,-175.00000000000625,True,False,True,False,7,-85,-175
1346,2020-07-02,-18.107339999999965,-29.526249999999976,-84.99999999999861,-175.00000000000625,True,False,True,False,7,-85,-175
1347,2021-04-25,-39.97548999999998,-45.422079999999966,-84.99999999999861,-175.00000000000625,False,True,False,True,4,-85,-175
1348,2021-04-26,-44.287559999999985,-47.117399999999975,-84.99999999999861,-175.00000000000625,False,True,False,True,4,-85,-175
1349,2023-06-29,-41.05568999999997,-45.56681999999998,-84.99999999999861,-175.00000000000625,False,True,False,True,6,-85,-175
1350,2023-06-30,-38.89647999999997,-46.011019999999974,-84.99999999999861,-175.00000000000625,False,True,False,True,6,-85,-175
1351,2023-07-08,-19.44471999999999,-24.52336999999997,-84.99999999999861,-175.00000000000625,True,False,True,False,7,-85,-175
1352,2023-07-09,-19.30064999999999,-24.961459999999988,-84.99999999999861,-175.00000000000625,True,False,True,False,7,-85,-175
1353,2023-09-10,-18.931859999999972,-22.673819999999974,-84.99999999999861,-175.00000000000625,True,False,True,False,9,-85,-175
1354,2023-09-11,-20.24047999999999,-24.959389999999985,-84.99999999999861,-175.00000000000625,True,False,True,False,9,-85,-175
