Disaster Subgroup,Disaster Type,Disaster Subtype,Magnitude,Region,Subregion,Country,Location,Start Year,Start Month,End Year,End Month,Total Deaths,Total Affected
Meteorological,Storm,Tropical cyclone,75.0,Asia,South-eastern Asia,Thailand,Loei Province,2020,8.0,2020,8.0,4.0,0.0
Meteorological,Storm,Tropical cyclone,,Asia,South-eastern Asia,Thailand,"Mae Hong Son, Chiang Mai, Uttaradit, Sukhothai, Tak, Kamphaeng Phet, Phitsanulok, Phichit, Phetchabun (North); Chaiyaphum, Nakhon Ratchasima (NothEast); Ratchaburi, Kanchanaburi, Uthai Thani, Chai Nat, Nakhon Sawan, Lop Buri and Saraburi (Central); Nakhon Nayok, Prachin Buri, Chanthaburi, Trat (East); Phetchaburi, Prachuap Khiri Khan, Chumphon, Ranong, Phangnga, Phuket (South)",2020,9.0,2020,9.0,1.0,0.0
Meteorological,Storm,Tropical cyclone,102.0,Asia,South-eastern Asia,Timor-Leste,"Dili, Aileu, Ainaro, Baucau, Bobonaro, Covalima, Liquica, Manatuto, Oecusse, Viqueque",2021,4.0,2021,4.0,41.0,143670.0
Meteorological,Storm,Tropical cyclone,,Asia,South-eastern Asia,Viet Nam,"Binh Son district (Quang Ngai); Nui Thanh, Thang Binh and Phu Ninh districts (Quang Nam)",2021,10.0,2021,10.0,5.0,82500.0
Meteorological,Storm,Tropical cyclone,85.0,Asia,South-eastern Asia,Viet Nam,Da Nang,2020,9.0,2020,9.0,6.0,125000.0
Meteorological,Storm,Tropical cyclone,,Asia,South-eastern Asia,Viet Nam,"Da Nang, Ha Tinh, Quang Bình, Quang Nam, Quang Tri, Thua Thien-Hue, Nghe An, Da Nang, Quang Nam, Quang Ngai, Binh Dinh, Kon Tum, Gia Lai, Dak Lak, Lam Dong, Phu Yen provinces",2020,10.0,2020,11.0,243.0,1500000.0
Meteorological,Storm,Tropical cyclone,130.0,Asia,South-eastern Asia,Viet Nam,"Ha Thinh, Quang Binh, Quang Tri, Thua Thien Hue Province",2020,11.0,2020,11.0,0.0,0.0
Meteorological,Storm,Tropical cyclone,75.0,Asia,South-eastern Asia,Viet Nam,"Hoa Binh, Quang Ninh Provinces",2020,7.0,2020,7.0,2.0,10000.0
Meteorological,Storm,Tropical cyclone,,Asia,South-eastern Asia,Viet Nam,Kien Giang Province,2023,7.0,2023,7.0,1.0,3.0
Meteorological,Storm,Tropical cyclone,280.0,Asia,South-eastern Asia,Viet Nam,"Lao Cai, Yen Bai, Quang Ninh, Hai Phong, Cao Bang, Tuyen Quang provinces",2024,9.0,2024,9.0,345.0,3601978.0
Meteorological,Storm,Tropical cyclone,85.0,Asia,South-eastern Asia,Viet Nam,"Nam Dinh, Ninh Bình, Thanh Hóa provinces",2020,10.0,2020,10.0,2.0,70780.0
Meteorological,Storm,Tropical cyclone,75.0,Asia,South-eastern Asia,Viet Nam,"Quang Binh, Quang Nam, Quang Tri provinces",2024,10.0,2024,10.0,6.0,143429.0
Meteorological,Storm,Tropical cyclone,145.0,Asia,South-eastern Asia,Viet Nam,Quang Nam,2020,10.0,2020,10.0,41.0,450000.0
Meteorological,Storm,Tropical cyclone,85.0,Asia,South-eastern Asia,Viet Nam,"Quang Nam, Bình Dinh, Khánh Hòa, Phú Yên",2020,11.0,2020,11.0,2.0,5000.0
Meteorological,Storm,Tropical cyclone,,Asia,South-eastern Asia,Viet Nam,Quang Ngai city; Binh Duong province; Nghe An province,2021,12.0,2021,12.0,3.0,0.0
Meteorological,Storm,Tropical cyclone,,Asia,South-eastern Asia,Viet Nam,Quảng Bình province,2024,9.0,2024,9.0,3.0,1850.0
Meteorological,Storm,Tropical cyclone,90.0,Asia,South-eastern Asia,Viet Nam,"Thai Binh, Ha Nam, Nam Dinh provinces",2021,6.0,2021,6.0,1.0,750.0
Meteorological,Storm,Tropical cyclone,,Asia,South-eastern Asia,Viet Nam,"Thua Thien Hue, Quang Tri, Quang Binh and Da Nang Provinces",2022,10.0,2022,10.0,19.0,436978.0
Meteorological,Storm,Tropical cyclone,,Asia,Southern Asia,Bangladesh,"Barisal, Meherpur",2024,10.0,2024,10.0,2.0,0.0
Meteorological,Storm,Tropical cyclone,150.0,Asia,Southern Asia,Bangladesh,"Bhola, Patuakhali, Sathkira, Bagerhat, Barguna, Khulna, Jhalokathi, Barisal and Pirojpur",2021,5.0,2021,5.0,3.0,1300000.0
Meteorological,Storm,Tropical cyclone,95.0,Asia,Southern Asia,Bangladesh,"Chittagong, Barisal",2022,10.0,2022,10.0,35.0,1000000.0
Meteorological,Storm,Tropical cyclone,110.0,Asia,Southern Asia,Bangladesh,Cox's Bazar district,2023,10.0,2023,10.0,3.0,1500000.0
Meteorological,Storm,Tropical cyclone,,Asia,Southern Asia,Bangladesh,"Cox's Bazar; Satkhira, Jashore, Khulna, Barguna, Bagerhat, Patuakhali, Bhola, Pirojpur districts",2020,5.0,2020,5.0,26.0,2600000.0
Meteorological,Storm,Tropical cyclone,220.0,Asia,Southern Asia,Bangladesh,"Cox’s Bazar, Chattogram, Feni, and Noakhali districts, St Martin Island",2023,5.0,2023,5.0,3.0,750012.0
Meteorological,Storm,Tropical cyclone,111.0,Asia,Southern Asia,Bangladesh,"Khulna, Bagerhat, Satkhira, Patuakhali, Pirojpur, Barguna, Jhalokath, Bhola",2024,5.0,2024,5.0,16.0,4590013.0
Meteorological,Storm,Tropical cyclone,,Asia,Southern Asia,India,"Aizawl (Mizoram state); Bengal, Assam, Nagaland, Meghalaya states; West Bengal, Telangana",2024,5.0,2024,5.0,51.0,2109643.0
Meteorological,Storm,Tropical cyclone,100.0,Asia,Southern Asia,India,"Andhra Pradesh, Odisha, south-western West Bengal, Tripura",2021,12.0,2021,12.0,5.0,2050.0
Meteorological,Storm,Tropical cyclone,110.0,Asia,Southern Asia,India,"Andra Pradesh, Telangana, Tamil Nadu States",2023,12.0,2023,12.0,20.0,4390000.0
Meteorological,Storm,Tropical cyclone,185.0,Asia,Southern Asia,India,"Balasore (Baleshwar) , Bhadrak, Kendrapada and Jagatsinghpur (Odisha); East Midunapur, West Midhunapur, North24 Parganas, South24 Parganas, Nadia, Howrah, Kolkata and Hoogli (West Bengal)",2020,5.0,2020,5.0,90.0,18000000.0
Meteorological,Storm,Tropical cyclone,125.0,Asia,Southern Asia,India,"Barmer, Jalore, Sirohi, Pali, and Rajmasand (Rajasthan); Gujarat",2023,6.0,2023,6.0,7.0,10000.0
Meteorological,Storm,Tropical cyclone,155.0,Asia,Southern Asia,India,"Bengale occidental, Odisha",2021,5.0,2021,5.0,19.0,1625000.0
Meteorological,Storm,Tropical cyclone,80.0,Asia,Southern Asia,India,"Chennai city, Ooty town, Vellore city , Puducherry city (Tamil Nadu)",2024,12.0,2024,12.0,20.0,0.0
Meteorological,Storm,Tropical cyclone,222.0,Asia,Southern Asia,India,"Kerala, Karnataka, Goa, Maharashtra, Gujarat, Rajasthan, Delhi, Haryana, Uttar Pradesh and Uttarakhand",2021,5.0,2021,5.0,198.0,700153.0
Meteorological,Storm,Tropical cyclone,,Asia,Southern Asia,India,"Koraput and Malkangiri (Odisha); Srikakulam, Vizianagaram, Visakhapatnam districts (Andhra Pradesh); Telengana, Maharashtra, Gujarta",2021,10.0,2021,10.0,7.0,179000.0
Meteorological,Storm,Tropical cyclone,,Asia,Southern Asia,India,"Mizoram, Tripura, and Manipur states",2023,5.0,2023,5.0,0.0,1000.0
Meteorological,Storm,Tropical cyclone,120.0,Asia,Southern Asia,India,Odisha and West Bengal,2024,10.0,2024,10.0,9.0,3810012.0
Meteorological,Storm,Tropical cyclone,120.0,Asia,Southern Asia,India,"Raigad, Pune Districts (Maharashtra State)",2020,6.0,2020,6.0,6.0,7500.0
Meteorological,Storm,Tropical cyclone,90.0,Asia,Southern Asia,India,"Srikakulam, Vizianagaram, Visakhapatnam, Kalingapatnam , Nizamabad, Hyderabad districts (Andhra Pradesh); Koraput, Malkangiri districts (Odisha); Aurangabad, Latur, Osmanabad, Parbhani, Nanded, Beed, Jalna, Hingoli districts (Maharashtra)",2021,9.0,2021,9.0,20.0,0.0
Meteorological,Storm,Tropical cyclone,,Asia,Southern Asia,India,Tamil Nadu,2022,12.0,2022,12.0,0.0,0.0
Meteorological,Storm,Tropical cyclone,,Asia,Southern Asia,India,Tamil Nadu and Puducherry,2020,11.0,2020,11.0,14.0,0.0
Meteorological,Storm,Tropical cyclone,,Asia,Southern Asia,Iran (Islamic Republic of),Chabahar City (south Sistan-Baluchestan Province),2021,10.0,2021,10.0,2.0,122.0
Meteorological,Storm,Tropical cyclone,60.0,Asia,Southern Asia,Sri Lanka,"Ampara, Batticaloa, Trincomalee districts (Eastern province); Mannar, Jana, Kilinochchi, Mullaitivu, Vavuniy districts (Nothern province); Anuradhapura district ( NorthCentral province)",2024,11.0,2024,11.0,14.0,441392.0
Meteorological,Storm,Tropical cyclone,100.0,Asia,Southern Asia,Sri Lanka,Badulla District (Uva Province),2022,12.0,2022,12.0,2.0,6500.0
Meteorological,Storm,Tropical cyclone,,Asia,Southern Asia,Sri Lanka,"Ratnapura district, Kegalle, Kottampitiya (Kegalle), Pelmadulla (Ratnapura), Polonnaruwa",2020,5.0,2020,5.0,4.0,1100.0
Meteorological,Storm,Tropical cyclone,,Asia,Southern Asia,Sri Lanka,"Western, Central and Southern Provinces",2021,5.0,2021,5.0,0.0,879.0
Meteorological,Storm,Tropical cyclone,102.0,Asia,Western Asia,Oman,"Al Suwayq Town (Al Batinah North Governorate); Muscat Province; Al- Dhahira, Muscat, and Al-Dakhilay Governorates",2021,10.0,2021,10.0,13.0,0.0
Meteorological,Storm,Tropical cyclone,,Asia,Western Asia,Yemen,"Hadramout, Shabwa, Al-Mahara, Al Mahrah, Socotra Governorates",2023,10.0,2023,10.0,7.0,90150.0
Meteorological,Storm,Tropical cyclone,,Europe,Eastern Europe,Russian Federation,Ussuriysk and Spassk-Dalny (Primorsky Region),2023,8.0,2023,8.0,3.0,13200.0
Meteorological,Storm,Tropical cyclone,220.0,Oceania,Australia and New Zealand,Australia,"Cairns, Port Douglas, Daintree, Cooktown, Wujal Wujal and Hope Vale (Queensland)",2023,12.0,2023,12.0,0.0,300.0
Meteorological,Storm,Tropical cyclone,155.0,Oceania,Australia and New Zealand,Australia,Kalbarri and Northampton Town,2021,4.0,2021,4.0,1.0,2625.0
Meteorological,Storm,Tropical cyclone,120.0,Oceania,Australia and New Zealand,Australia,Queensland and New South Wales,2021,2.0,2021,3.0,0.0,6000.0
Meteorological,Storm,Tropical cyclone,140.0,Oceania,Australia and New Zealand,New Zealand,"Northland, Auckland, Tairawhiti, Bay of Plenty, Waikato, and Hawkes Bay",2023,2.0,2023,2.0,11.0,10500.0
Meteorological,Storm,Tropical cyclone,,Oceania,Melanesia,Fiji,"Central, Eastern, Northern, Western, Rotuma",2023,11.0,2023,11.0,0.0,230000.0
Meteorological,Storm,Tropical cyclone,,Oceania,Melanesia,Fiji,"Kadavvu, Southern Lau, Matuku, Vatulele",2020,4.0,2020,4.0,1.0,180000.0
Meteorological,Storm,Tropical cyclone,,Oceania,Melanesia,Fiji,"Lau group, Vanua Levu, Taveuni, Kadavu",2020,12.0,2020,12.0,5.0,22000.0
Meteorological,Storm,Tropical cyclone,74.0,Oceania,Melanesia,Fiji,"Tavua Town, Nadi City (Viti Levu)",2022,1.0,2022,1.0,1.0,69564.0
Meteorological,Storm,Tropical cyclone,155.0,Oceania,Melanesia,Fiji,Viti Levu Island,2020,1.0,2020,1.0,2.0,3115.0
Meteorological,Storm,Tropical cyclone,140.0,Oceania,Melanesia,Fiji,Viti levu,2021,1.0,2021,1.0,6.0,82751.0
Meteorological,Storm,Tropical cyclone,215.0,Oceania,Melanesia,Solomon Islands,"Espiritu Santo, Malakula, Ambae, Pentecost, Maewo Islands; Guadalcanal, Makira-Ulawa, and Rennell and Bellona provinces",2020,4.0,2020,4.0,48.0,150000.0
Meteorological,Storm,Tropical cyclone,205.0,Oceania,Melanesia,Vanuatu,"Penama, Malampa, Sanma, Shefa and Torba Provinces; Pentecost Island (Penama Province)",2023,10.0,2023,10.0,0.0,91000.0
Meteorological,Storm,Tropical cyclone,252.0,Oceania,Melanesia,Vanuatu,"Pentecost, Espiritu Santo, Penama, Sanma, Malampa, Shefa, Torba",2020,4.0,2020,4.0,3.0,130120.0
Meteorological,Storm,Tropical cyclone,,Oceania,Melanesia,Vanuatu,"Sanma, Penama, Malampa, Shefa and Tafea Provinces",2023,3.0,2023,3.0,0.0,251356.0
Meteorological,Storm,Tropical cyclone,,Oceania,Melanesia,Vanuatu,Shefa and Tafea Provinces,2023,2.0,2023,3.0,0.0,251346.0
Meteorological,Storm,Tropical cyclone,136.0,Oceania,Micronesia,Palau,"Anguar, Peleliu, Kayangel, Koror",2021,4.0,2021,4.0,0.0,7288.0
Meteorological,Storm,Tropical cyclone,222.0,Oceania,Polynesia,Tonga,"Tongatapu, 'Eua",2020,4.0,2020,4.0,0.0,25000.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Africa,Sub-Saharan Africa,Cameroon,Douala,2023,7.0,2023,7.0,40.0,0.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Africa,Sub-Saharan Africa,Ethiopia,Gondar,2020,1.0,2020,1.0,10.0,100.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Africa,Sub-Saharan Africa,Ghana,Akyem Batabi,2020,10.0,2020,10.0,21.0,8.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Africa,Sub-Saharan Africa,Nigeria,Jos (Plateau state),2024,7.0,2024,7.0,21.0,69.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Africa,Sub-Saharan Africa,Sierra Leone,Freetown,2024,9.0,2024,9.0,15.0,16.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Africa,Sub-Saharan Africa,United Republic of Tanzania,Dar es Salaam,2024,11.0,2024,11.0,29.0,0.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Americas,Latin America and the Caribbean,Brazil,BetweenMaranhão and Tocantins states,2024,12.0,2024,12.0,14.0,0.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Americas,Latin America and the Caribbean,Colombia,El Espinal (Tolima department),2022,6.0,2022,6.0,4.0,300.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Americas,Latin America and the Caribbean,Mexico,Mexico,2021,5.0,2021,5.0,23.0,70.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Americas,Northern America,United States of America,"Surfside, Miami (Florida)",2021,6.0,2021,6.0,98.0,0.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Asia,Eastern Asia,China,Changsha (Hunan),2022,4.0,2022,4.0,46.0,10.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Asia,Eastern Asia,China,Quanzhou (Fujian),2020,3.0,2020,3.0,29.0,0.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Asia,Eastern Asia,China,Suzhou,2021,7.0,2021,7.0,17.0,7.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Asia,Southern Asia,India,Bhiwandi (near Bombay),2020,9.0,2020,9.0,44.0,0.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Asia,Southern Asia,India,Ghaziabad,2021,1.0,2021,1.0,20.0,15.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Asia,Southern Asia,India,Indore (Madhya Pradesh),2023,3.0,2023,3.0,36.0,0.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Asia,Southern Asia,India,Kushinagar (Uttar Pradesh),2022,2.0,2022,2.0,13.0,0.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Asia,Southern Asia,India,Lucknow (Uttar Pradesh),2023,1.0,2023,1.0,33.0,0.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Asia,Southern Asia,India,Morbi,2022,10.0,2022,10.0,137.0,145.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Asia,Western Asia,Syrian Arab Republic,Alep,2023,1.0,2023,1.0,16.0,4.0
Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Europe,Southern Europe,Serbia,Novi Sad,2024,11.0,2024,11.0,16.0,0.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Africa,Sub-Saharan Africa,Equatorial Guinea,Bata,2021,3.0,2021,3.0,107.0,19700.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Africa,Sub-Saharan Africa,Kenya,Nairobi,2024,2.0,2024,2.0,6.0,280.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Africa,Sub-Saharan Africa,Nigeria,Borno state,2022,7.0,2022,7.0,13.0,4.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Americas,Latin America and the Caribbean,Colombia,Magdalena department,2020,7.0,2020,7.0,41.0,0.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Americas,Latin America and the Caribbean,Cuba,Havana,2022,5.0,2022,5.0,46.0,54.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Americas,Latin America and the Caribbean,Dominican Republic,San Cristobal,2023,8.0,2023,8.0,32.0,59.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Americas,Latin America and the Caribbean,Haiti,Miragoâne,2024,9.0,2024,9.0,24.0,40.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Asia,Eastern Asia,China,Chongqing municipality,2022,1.0,2022,1.0,16.0,10.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Asia,Eastern Asia,China,Shiyan,2021,6.0,2021,6.0,25.0,0.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Asia,Eastern Asia,China,Yinchuan (Ningxia),2023,6.0,2023,6.0,31.0,7.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Asia,South-eastern Asia,Viet Nam,Dong Nai province,2024,12.0,2024,12.0,12.0,0.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Asia,Southern Asia,Bangladesh,Dacca,2023,3.0,2023,3.0,15.0,100.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Asia,Southern Asia,India,Nileshwaram (Kerala state),2024,10.0,2024,10.0,0.0,154.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Asia,Southern Asia,Iran (Islamic Republic of),Tchardavol (Ilam province),2020,9.0,2020,9.0,0.0,217.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Asia,Southern Asia,Pakistan,Karachi,2021,12.0,2021,12.0,12.0,0.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Asia,Western Asia,Armenia,Erevan,2022,8.0,2022,8.0,17.0,5062.0
Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Europe,Southern Europe,North Macedonia,Tetovo,2021,9.0,2021,9.0,14.0,0.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Northern Africa,Egypt,Cairo,2022,8.0,2022,8.0,41.0,14.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Benin,Seme Podji,2023,9.0,2023,9.0,34.0,20.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Burundi,Gitega,2021,12.0,2021,12.0,38.0,69.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Cameroon,Yaoundé,2022,1.0,2022,1.0,16.0,8.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Central African Republic,Alindao,2022,1.0,2022,1.0,0.0,4823.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bukavu,2020,6.0,2020,6.0,0.0,500.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Guinea,Ansoumanyah (Near Conakry),2024,7.0,2024,7.0,10.0,0.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Guinea-Bissau,Menegue,2023,1.0,2023,1.0,0.0,2065.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Kenya,Endarasha (Nyeri),2024,9.0,2024,9.0,38.0,0.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Namibia,"Walvis Bay Rural Constituency, Erongo region",2020,7.0,2020,7.0,0.0,924.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Niger,Maradi,2021,11.0,2021,11.0,26.0,13.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Nigeria,Ngala (Borno State),2020,4.0,2020,4.0,14.0,1215.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Senegal,Tivaoune,2022,5.0,2022,5.0,11.0,0.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Sierra Leone,"England Ville Community, Funkia, Goderich in the Western Rural district",2022,12.0,2022,12.0,0.0,954.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Sierra Leone,Susan's Bay,2021,3.0,2021,3.0,0.0,7502.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Somalia,Hargeisa,2022,4.0,2022,4.0,0.0,12028.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,South Africa,Durban (KwaZulu Natal province),2023,7.0,2023,7.0,2.0,2362.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,South Africa,Johannesburg,2023,8.0,2023,8.0,74.0,60.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,South Africa,Mfuleni (Cap),2024,3.0,2024,3.0,2.0,2000.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Africa,Sub-Saharan Africa,Uganda,Luga,2022,10.0,2022,10.0,11.0,6.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Americas,Latin America and the Caribbean,Brazil,Porto Alegre,2024,4.0,2024,4.0,10.0,0.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Americas,Latin America and the Caribbean,Chile,Coronel,2023,11.0,2023,11.0,14.0,0.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Americas,Latin America and the Caribbean,Honduras,"Roatan, Coxen Hole, Bay Islands",2024,4.0,2024,4.0,0.0,55571.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Americas,Latin America and the Caribbean,Mexico,Ciudad Juarez,2023,3.0,2023,3.0,40.0,27.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Americas,Latin America and the Caribbean,Uruguay,Treinta y Tres,2024,7.0,2024,7.0,10.0,0.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Americas,Northern America,United States of America,New York,2022,1.0,2022,1.0,19.0,63.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Eastern Asia,China,Changchun,2022,9.0,2022,9.0,17.0,3.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Eastern Asia,China,Changchun (Jilin),2021,7.0,2021,7.0,14.0,12.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Eastern Asia,China,Changfeng (Fengtai District),2023,4.0,2023,4.0,29.0,39.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Eastern Asia,China,Henan province,2021,6.0,2021,6.0,18.0,16.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Eastern Asia,China,Lüliang (Shanxi province),2023,11.0,2023,11.0,26.0,51.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Eastern Asia,China,Nankin,2024,2.0,2024,2.0,15.0,44.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Eastern Asia,China,Xinjiang province,2022,11.0,2022,11.0,10.0,9.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Eastern Asia,China,Yanshanpu (Henan province),2024,1.0,2024,1.0,13.0,1.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Eastern Asia,China,Zigong (Sichuan),2024,7.0,2024,7.0,16.0,0.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Eastern Asia,Japan,Osaka,2021,12.0,2021,12.0,24.0,3.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Eastern Asia,Republic of Korea,Guryong (Seoul),2023,1.0,2023,1.0,0.0,500.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Eastern Asia,Republic of Korea,Icheon,2020,4.0,2020,4.0,38.0,10.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Eastern Asia,Taiwan (Province of China),Kaohsiung,2021,10.0,2021,10.0,46.0,41.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,South-eastern Asia,Cambodia,Poipet,2022,12.0,2022,12.0,26.0,0.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,South-eastern Asia,Indonesia,Tangerang (Jakarta),2021,9.0,2021,9.0,41.0,31.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,South-eastern Asia,Philippines,Manilla,2023,8.0,2023,8.0,15.0,0.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,South-eastern Asia,Philippines,Manilla,2024,8.0,2024,8.0,11.0,0.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,South-eastern Asia,Philippines,Manilla,2024,11.0,2024,11.0,0.0,5000.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,South-eastern Asia,Thailand,Pattaya,2022,8.0,2022,8.0,25.0,40.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,South-eastern Asia,Viet Nam,Hanoi,2023,9.0,2023,9.0,56.0,0.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,South-eastern Asia,Viet Nam,Hanoi,2024,5.0,2024,5.0,14.0,3.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,South-eastern Asia,Viet Nam,Thuan An,2022,9.0,2022,9.0,32.0,17.0
Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Asia,Southern Asia,Bangladesh,Cox's Bazar,2021,1.0,2021,1.0,0.0,2750.0
