Disaster Subgroup,Disaster Type,Disaster Subtype,Magnitude,Region,Subregion,Country,Location,Start Year,Start Month,End Year,End Month,Total Deaths,Total Affected
Biological,Epidemic,Bacterial disease,,Africa,Northern Africa,Sudan,"Gazira, Gadaref, Blue Nile, Kassala, Khartoum, North Kordofan, Northern, Read Sea, River Nile, Sennar, South Kordofan, White Nile",2024,8.0,2025,3.0,1508.0,57447.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Angola,"Cacuaco (Luanda province); Bengo; Icolo e Bengo, Cuanza Norte, Cuanza Sul, Uige, Zaire",2024,12.0,2025,4.0,329.0,8543.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Cameroon,"Far North, South-West, and North-West, and Littoral regions",2022,8.0,2022,12.0,295.0,13730.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Congo,"Bouenza, Kouilou, Niari, Pointe-Noire, Dolisie, Bazzaville",2023,7.0,2023,8.0,52.0,85992.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Ethiopia,"Harana Buluk and Berbere ( Bale Zone, Oromia Region), Somali, SNNP, Sidama, Amhara; Benishangul Gumuz region",2022,9.0,2023,8.0,271.0,20000.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Kenya,"Tana River, Garissa, Wajir, Meru, Machakos, Murang'a, Kiambu, Kajiado, Nairobi, Mandera, Marsabit, Kitui, Nyeri, West Pokot, Samburu, Uasin Gishu, Nakuru, Kajiado, Bomet, Homa Bay, Mombasa, Siaya, Meru Migori, Kisumu, Kwale, Isiolo, Kirinyaga, West Pokot, Busia",2022,10.0,2023,10.0,202.0,12123.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Malawi,"Machinga, Nsanje Chikwawa, Blantyre, Mulanje, Neno, Balaka, Lilongwe, Nkhatabay, Nkhotakota, Phalombe, Mangochi, Rumphi, Mzuzu, Balaka",2022,3.0,2023,3.0,1769.0,59088.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Mozambique,"Nampula, Zambezia Province",2024,10.0,2025,4.0,42.0,1773.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Mozambique,"Xai-Xai, Chilaulene (Gaza); Lichinga, Lago, Senga, Cuamba, Madimba, Chimbonila (Niassa); Machanga, Chibabbavu, Buzi, Dondo, Nhamatanda, Muanza, Gorongosa, Cheringoma, Merromeu, Maringue, Caia, Chemba and Beira city (Sofala); Angonia, Muturara (Tete); Milange (Zambezia)",2023,1.0,2023,1.0,141.0,33544.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Niger,"Maradi, Zinder, Tahoua, Dosso, Niamey and Tillaberi",2021,8.0,2021,8.0,166.0,5591.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Nigeria,"Abia, Adamawa, Bauchi, Bayelsa, Benue, Borno, Cross River, Delta, Ebonyi, Ekiti, Enugu, FCT, Gombe, Jigawa, Kaduna, Kano, Katsina, Kebbi, Kogi, Kwara, Lagos, Nasarawa, Niger, Ogun, Ondo, Osun, Oyo, Plateau, Sokoto, Taraba, Yobe, Rivers and Zamfara",2021,8.0,2021,12.0,3604.0,179089.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Nigeria,"Kano, Yobe, Katsina, Sokoto, Enugu, Osun, Kaduna, Lagos, Zamfara, Bauchi, Gombe, Lagos, Yobe, Borno, Jigawa, Niger, Cross River, Imo, Kebbi, Nasarawa and the Federal Capitol Territory",2023,1.0,2024,8.0,1055.0,21511.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Somalia,"Hirshabelle State; Awdal, Woqooyi Galbeed (Somaliland)",2023,12.0,2024,2.0,60.0,4956.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Somalia,"Kismayo, Belethawo, Afgoye, Afmadow",2023,1.0,2023,4.0,14.0,3428.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,South Sudan,Malakal (Upper Nile state),2023,2.0,2023,3.0,1.0,178.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,South Sudan,Renk (Upper Nile State),2024,9.0,2025,3.0,501.0,29304.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,United Republic of Tanzania,Kigoma and Katavi,2022,4.0,2022,5.0,4.0,57083.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Zambia,"Chikoma, Mbande, Mzigawa, Chipanji, Mlawe, Eastern, Luapula, Lusaka, Southern",2023,1.0,2023,1.0,2.0,118.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Zambia,Lusaka province,2023,10.0,2024,6.0,740.0,20102.0
Biological,Epidemic,Bacterial disease,,Africa,Sub-Saharan Africa,Zimbabwe,"Buhera, Chegutu, Chikomba, Chimanimani, Chipinge, Chitungwiza, Chiredzi, Harare, Gokwe North, Marondera, Mazowe, Shamva, Mutare, Murehwa, Mwenezi, Seke and Wedza; Manicaland, Matabeleland South; Masvingo",2023,2.0,2024,6.0,719.0,4217.0
Biological,Epidemic,Bacterial disease,,Americas,Latin America and the Caribbean,Haiti,Port-au-Prince; Centre Department (Mirebalais),2022,10.0,2022,11.0,511.0,2898.0
Biological,Epidemic,Bacterial disease,,Asia,Southern Asia,Nepal,Kathmandu Valley,2022,6.0,2022,6.0,0.0,30000.0
Biological,Epidemic,Bacterial disease,,Asia,Western Asia,Lebanon,Akkar Governorate,2022,10.0,2022,10.0,11.0,803.0
Biological,Epidemic,Bacterial disease,,Asia,Western Asia,Syrian Arab Republic,"Aleppo, Deir-ez-Zor, Ar-Raqqa, Al Hasakeh, Hama, and Lattakia",2022,9.0,2022,9.0,87.0,2954.0
Biological,Epidemic,Bacterial disease,,Asia,Western Asia,Yemen,"d Dhale’, Al Bayda, Al Hodeidah, Al Jawf, Amran, Hajjah, Marib and Raymah governorates",2024,3.0,2024,9.0,680.0,186000.0
Biological,Epidemic,Infectious disease (General),,Africa,Northern Africa,Algeria,Tamanrasset,2024,7.0,2024,11.0,68.0,651.0
Biological,Epidemic,Parasitic disease,,Asia,Southern Asia,Maldives,"South Province, Upper South Province, South Central Province, Central Province, North Central Province, North Province, Upper North Province",2023,12.0,2023,12.0,0.0,455.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Burkina Faso,"Boucle Du Mouhoun, Cascades, Centre, Centre-Est, Centre-Nord, Centre-Ouest, Centre-Sud, Est, Hauts-Bassins, Nord, Plateau-Central, Sahel, Sud-Ouest",2023,12.0,2024,3.0,10.0,3050.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Burundi,"Bubanza, Bujumbura Mairie, Bujumbura Rural, Bururi, Cibitoke, Gitega, Karuzi, Kayanza, Makamba, Muramvya, Muyinga, Mwaro, Ruyigi, Rumonge",2024,7.0,2025,2.0,0.0,3543.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Cabo Verde,"Boa Vista, Brava, Praia, Santa Catarina do Fogo, São Vicente",2023,11.0,2024,9.0,2.0,4002.0
Biological,Epidemic,Viral disease,42000.0,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Equateur province,2020,6.0,2020,11.0,55.0,0.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,"Rethy, Angumu (Ituri)",2022,4.0,2023,1.0,8.0,607.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Tshopo province,2021,9.0,2021,12.0,205.0,2662.0
Biological,Epidemic,Viral disease,2104.0,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,"Wangata, Mbandaka, Bolenge (Equateur Province)",2022,4.0,2022,7.0,5.0,141.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Equatorial Guinea,Kie Ntem (Nsok Nsomo province),2023,2.0,2023,2.0,10.0,16.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Guinea,Guéckédou Prefecture (N’zérékoré region),2021,8.0,2021,8.0,1.0,173.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Kenya,Mombasa and Lamu provinces,2021,3.0,2021,4.0,0.0,1352253.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Liberia,"Montserrado, Bong, Margibi, Nimba, Lofa, Grand Cape Mount, Bomi and Grand Bassa",2022,4.0,2022,7.0,71.0,5528.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Malawi,Lilongwe district,2022,2.0,2022,3.0,0.0,0.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Nigeria,"Bauchi, Delta, Enugu",2020,11.0,2020,12.0,76.0,222.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Nigeria,"Ondo, Edo, Ebonyi, Enugu, Kano, Borno, Nasarawa, Kogi, Rivers, Abia, Adamawa, Benue, Kaduna, Delta, Taraba, Plateau, Bauchi, Osun, Ogun states",2020,1.0,2020,2.0,47.0,365.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Rwanda,"Gasabo, Gatsibo, Kamonyi, Kicukiro, Nyagatare, Nyarugenge and Rubavu districts",2024,9.0,2024,10.0,13.0,45.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Sao Tome and Principe,"Lemba, Lobata, Agua Grande, Mezochi, Cantagalo, Caue, RAP",2022,3.0,2023,2.0,0.0,1187.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Uganda,"Mubende, Kyegegwa, Kassanda, Kagadi, Bunyangabu, Wakiso, Kampala, Jinja",2022,9.0,2023,1.0,55.0,142.0
Biological,Epidemic,Viral disease,,Africa,Sub-Saharan Africa,Zimbabwe,"Masvingo, Manicaland, Mash-East, Mash-Central, Mash-West, Midlands, Mat North, Mat. South, Harare, Bulawayo",2022,4.0,2022,11.0,750.0,6551.0
Biological,Epidemic,Viral disease,,Americas,Latin America and the Caribbean,Costa Rica,"Alajuela, Heredia, Limon, Puntarenas",2023,8.0,2023,10.0,0.0,14403.0
Biological,Epidemic,Viral disease,,Americas,Latin America and the Caribbean,Panama,"Colon, Panama",2024,1.0,2024,10.0,22.0,29229.0
Biological,Epidemic,Viral disease,,Americas,Latin America and the Caribbean,Paraguay,"Asuncion, Central",2020,2.0,2020,3.0,20.0,106127.0
Biological,Epidemic,Viral disease,,Americas,Latin America and the Caribbean,Peru,"Piura, Lambayeque",2023,6.0,2023,6.0,176.0,110000.0
Biological,Epidemic,Viral disease,,Americas,Latin America and the Caribbean,Saint Lucia,"Gros Islet, Vieux Fort, Babonneau, Dennery, Micoud, Laborie, Castries, Castries-B, Anse La Raye, Choisuel, Soufrière",2020,8.0,2021,1.0,3.0,1318.0
Biological,Epidemic,Viral disease,,Americas,Latin America and the Caribbean,Saint Vincent and the Grenadines,"Parish Charlotte (Georgetown, Mespotamia), Parish George (Calliaqua, Kingstown) and Parish Saint David (Spring Village, Chateaubeliar)",2020,10.0,2021,9.0,8.0,1760.0
Biological,Epidemic,Viral disease,,Asia,Central Asia,Kyrgyzstan,"Bishkek City, Chuy, Osh, Osh City, Jala-Abad, Batken, Talas, Issyk-Kul, Naryn",2023,1.0,2023,11.0,0.0,3618.0
Biological,Epidemic,Viral disease,,Asia,South-eastern Asia,Timor-Leste,"Aileu, Ainaro, Baucau, Bobonaro, Covalima, Dili, Ermera, Liquica, Manatuto, Manufahi, Oecusse, Viqueque municipalities",2022,1.0,2022,1.0,20.0,1353.0
Biological,Epidemic,Viral disease,,Asia,Southern Asia,Afghanistan,"Kandahar, Herat, Jawzjan, Faryab, and Paktika, Khost, Balkh, Samangan, and Jawzjan",2024,1.0,2024,7.0,178.0,41330.0
Biological,Epidemic,Viral disease,,Asia,Southern Asia,Bangladesh,"Barisal, Chittagong, Dhaka",2023,1.0,2023,7.0,127.0,0.0
Biological,Epidemic,Viral disease,,Asia,Southern Asia,Nepal,"Bagmati, Lumbini",2023,4.0,2023,6.0,0.0,600.0
Biological,Epidemic,Viral disease,,Asia,Southern Asia,Pakistan,"Islamabad, Rawalpindi",2021,10.0,2021,10.0,0.0,2728.0
Biological,Epidemic,Viral disease,,Europe,Southern Europe,Bosnia and Herzegovina,"Banja Luka (Krajina); Zenica (Zenica Doboj canton); Bijeljina (Semberija Majevica i Posavina); Tuzla, Zivinice (Tuzla canton); Travnik (Central Bosnia canton); Lliza, Novo Saranevo, Centar (Sarajevo canton)",2024,1.0,2024,4.0,0.0,1749.0
Biological,Infestation,Locust infestation,,Asia,Southern Asia,Iran (Islamic Republic of),"Khouzestan, Boushehr, Fars,Hormozgan, South Kerman and Sistan, Balouchestan provinces.",2020,4.0,2020,4.0,0.0,0.0
Biological,Infestation,Locust infestation,,Asia,Southern Asia,Pakistan,"Blochistan, Punjab, Sindh, Khyber Pakhtunkhwa Provinces",2020,1.0,2020,5.0,0.0,0.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Angola,"Cunene, Huila, Namibe, Cuanza Sul, Benguela, Huambo",2020,12.0,2022,2.0,0.0,1643316.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Botswana,"Southern, North East",2023,7.0,2024,6.0,0.0,37000.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Chad,"Bahr El Gazal (Nord, Ouest, Sud), Batha (Est, Ouest), Fitri, Fada, Mourtcha, Kanem, Wadi-Bissam, Mamdi, Assoungha, Djourouf Al Ahmar, Ouara, Aboudeia, Haraze Mangueigne, Abdi, Kimiti, Tibesti (Est, Ouest)",2022,6.0,2022,8.0,0.0,2135362.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Djibouti,"Ali Sabieh, Arta, Dikhil, Obock and Tadjoura",2022,6.0,2022,7.0,0.0,192168.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Ethiopia,"Tigray, Afar and Amhara",2021,5.0,2022,2.0,0.0,6800000.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Kenya,"Marsabit, Mandera, Garissa, Wajir, Kilifi, Tana River, Makueni, Lamu, Samburu, Kitui, Isiolo and Laikipia",2020,12.0,2022,12.0,0.0,4500000.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Lesotho,"Maseru, Mohale's Hoek, Qacha's Nek, Quthing",2023,12.0,2024,7.0,0.0,699049.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Madagascar,"Betioky, Ampanihy, Tuléar II, Amboasary and Bekily districts, Anosy, Androy, Atsimo Andrefana.",2020,1.0,2024,2.0,0.0,1680000.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Mauritania,"Tagant, Guidimakha, Assaba, Gorgol, Hodh El Charghi Adrar, Brakna, Hodh Chargui, Hodh Ech Chargi and Hodh El Gharbi",2020,6.0,2022,11.0,0.0,1400000.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Mozambique,"Cabo Delgado, Niassa and Nampula provinces",2021,6.0,2022,11.0,0.0,1562771.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Mozambique,"Manica,Tete, Gaza, and Inhambane provinces",2023,10.0,2024,5.0,0.0,3300000.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Namibia,"Khomas, Ohangwena, Kavango West, Kunene, and Kavango East",2024,5.0,2024,9.0,0.0,1655000.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Somalia,"Gedo; Las Anod / Hudun and Taleb (Sool), Eilafwen (Sanaag), Odwein and Ainabo (Togdheer), Luqbaya / Zeila (Awdal) Somaliland state; Goldogo (Mudug); Ishkushuban (Bari), Puntland state; Nugaal; Galmudug, Jubaland, Puntland and South West states",2021,3.0,2022,12.0,0.0,7100000.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Uganda,"Napak, Kaabong, Kotido, Moroto districts (Karamoja)",2022,7.0,2022,12.0,2465.0,518000.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,United Republic of Tanzania,"Handeni, Longido, Mkinga, and Monduli",2021,11.0,2022,12.0,0.0,2100000.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Zambia,"Shangombo, Sinazongwe, Chirundu, Siavonga, Chikankata, Lusaka, Luapula, and the Western, Eastern, Southern, Central, and North-Western Provinces",2024,2.0,2025,2.0,0.0,9800000.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Zambia,"Southern, Western, Central, Copper Belt, Eastern, Luapula, Lusaka, Muchinga, North western and Northern provinces",2021,7.0,2022,9.0,0.0,1580000.0
Climatological,Drought,Drought,,Africa,Sub-Saharan Africa,Zimbabwe,"Matabeleland South, Manicaland, Masvingo,",2021,8.0,2022,2.0,0.0,167500.0
Climatological,Drought,Drought,,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"Cochabamba, Chuquisaca, La Paz, Oruro, Santa Cruz, Potosi, Tarija",2023,9.0,2024,3.0,10.0,2050000.0
Climatological,Drought,Drought,,Americas,Latin America and the Caribbean,Brazil,Amazonas state,2023,3.0,2023,12.0,0.0,608000.0
Climatological,Drought,Drought,,Americas,Latin America and the Caribbean,Brazil,Paraná River region,2021,1.0,2021,12.0,0.0,0.0
Climatological,Drought,Drought,,Americas,Latin America and the Caribbean,Brazil,"Rio Grande Do Sul, Santa Catarina",2020,1.0,2020,12.0,0.0,0.0
Climatological,Drought,Drought,,Americas,Latin America and the Caribbean,Colombia,"Boyaca, Cordoba, Cundinamarca, Huila, Santander, Sucre",2024,1.0,2024,6.0,0.0,1143043.0
Climatological,Drought,Drought,,Americas,Latin America and the Caribbean,Grenada,"Saint Andrew, Saint David, Saint George",2024,5.0,2024,7.0,0.0,100000.0
Climatological,Drought,Drought,,Americas,Latin America and the Caribbean,Honduras,"Choculeta, Sabanagrande, Tegulcipalga, Jacaleapa, Lepaguare, Catacamas, Yoro, Flores, La Lima, Sana Rosa de Copan, Ocotepeque, La Esperanza",2023,1.0,2023,7.0,0.0,10300.0
Climatological,Drought,Drought,,Americas,Latin America and the Caribbean,Uruguay,"Cerro Largo, Florida, Lavalleja, San Jose, Tacuarembo",2022,10.0,2023,4.0,0.0,409115.0
Climatological,Drought,Drought,3623.0,Americas,Latin America and the Caribbean,Uruguay,"Cerro Largo, Florida, Lavalleja, San Jose, Tacuarembo",2023,1.0,2023,11.0,0.0,409115.0
Climatological,Drought,Drought,,Americas,Northern America,United States of America,"Nation wide; Arizona, Nevada, California, Oregon and Texas",2022,1.0,2022,12.0,136.0,0.0
Climatological,Drought,Drought,,Americas,Northern America,United States of America,Nationwide,2021,1.0,2021,12.0,0.0,0.0
Climatological,Drought,Drought,,Americas,Northern America,United States of America,"Texas, Louisiana, Oklahoma, Kansas, Illinois, Missouri, Nebraska, Washington, Oregon, Montana",2023,4.0,2023,9.0,247.0,0.0
Climatological,Drought,Drought,,Americas,Northern America,United States of America,"Texas, Oklahoma, Kansas, Montana, Idaho, Washington, Mississippi Pennsylvania, Maryland, Delaware and New Jersey",2024,1.0,2024,12.0,0.0,0.0
Climatological,Drought,Drought,,Americas,Northern America,United States of America,West and central states,2020,1.0,2020,12.0,45.0,0.0
Climatological,Drought,Drought,,Asia,Central Asia,Kazakhstan,"Mangistau, Turkestan and Kyzylorda regions",2021,6.0,2021,7.0,0.0,71000.0
Climatological,Drought,Drought,,Asia,Eastern Asia,China,"Chongqing, Hubei, Jiangxi, Tibet, Sichuan, Hunan, Anhui",2022,1.0,2022,12.0,0.0,6100000.0
Climatological,Drought,Drought,,Asia,Eastern Asia,China,"Guangxi, Hunan, Yunnan, Shaanxi, Gansu, Ningxia, Fujian provinces",2021,1.0,2021,12.0,0.0,0.0
Climatological,Drought,Drought,,Asia,South-eastern Asia,Indonesia,"Nangroe Aceh Darussalam, Sumatera Utara, Sumatera Barat, Riau, Jambi, Sumatera Selatan, Bengkulu, Lampung, Bangka Belitung, Kepulauan-riau, Dki Jakarta, Jawa Barat, Jawa Tengah, Daerah Istimewa Yogyakarta, Jawa Timur, Banten, Bali, Nusatenggara Barat, Nusatenggara Timur, Kalimantan Barat, Kalimantan Tengah, Kalimantan Selatan, Kalimantan Timur, Sulawesi Utara, Sulawesi Tengah, Sulawesi Selatan, Sulawesi Tenggara, Gorontalo, Sulawesi Barat, Maluku, Maluku Utara, Papua, Papua Barat",2023,6.0,2023,12.0,0.0,18750000.0
Climatological,Drought,Drought,,Asia,South-eastern Asia,Viet Nam,"Can Duoc, Can Giuoc areas (Long An province); U Minh and Tran Van Thoi districts (Ca Mau province); Tien Giang, Ben Tre, Soc Trang, Bac Lieu and Kien Giang provinces",2024,1.0,2024,6.0,0.0,266000.0
Climatological,Drought,Drought,,Asia,Southern Asia,Afghanistan,"Badghis, Badakhshan, Baghlan, Balkh, Takhar, Jawzjan, Sar-i-Pul, Samangan, Faryab, Kunduz, Herat",2021,1.0,2023,5.0,0.0,11000000.0
Climatological,Drought,Drought,,Asia,Western Asia,Syrian Arab Republic,"Hasakah, Aleppo, Raqqa, Deir-ez-Zor, Homs",2021,1.0,2022,7.0,0.0,5500000.0
Climatological,Drought,Drought,,Europe,Southern Europe,Italy,"Émilie-Romagne, Frioul-Vénétie Julienne, Lombardie, Vénétie et dans le Piémont",2022,6.0,2022,12.0,0.0,0.0
Climatological,Drought,Drought,,Europe,Southern Europe,Spain,"Catalognia, Andalusia, Asturias",2023,1.0,2024,2.0,0.0,26000.0
Climatological,Drought,Drought,,Oceania,Micronesia,Marshall Islands,"Aur, Ailinglaplap, Ailuk, Jabot, Jaluit, Lae, Lib, Likiep, Maloelap, Mejit, Mejjato/Ebadon, Namdrik, Namu, Utrok, Ujae, Wotho, Wotje",2022,1.0,2022,3.0,0.0,4480.0
Climatological,Drought,Drought,,Oceania,Micronesia,Marshall Islands,"Ratak Chain, Ralik Chain",2024,1.0,2024,3.0,0.0,13924.0
Climatological,Drought,Drought,,Oceania,Micronesia,Micronesia (Federated States of),"Chuuk, Kosrae, Pohnpei, Yap",2023,9.0,2024,9.0,0.0,113401.0
Climatological,Drought,Drought,,Oceania,Polynesia,Tuvalu,"Funafuti with Nukufetau (central); Nanumea, Nanumaga, Niutao, Nui, Vaitupu (northern)",2021,1.0,2021,6.0,0.0,10204.0
Climatological,Glacial lake outburst flood,Glacial lake outburst flood,,Asia,Southern Asia,India,Chamoli District (Uttarakhand State),2021,4.0,2021,4.0,16.0,24.0
Climatological,Glacial lake outburst flood,Glacial lake outburst flood,,Asia,Southern Asia,India,"Sikkim state Gangtok, Mangan and Pakyong (Bengal state)",2023,10.0,2023,10.0,178.0,88400.0
Climatological,Glacial lake outburst flood,Glacial lake outburst flood,,Asia,Southern Asia,India,Uttarakhand state,2021,2.0,2021,2.0,234.0,0.0
Climatological,Glacial lake outburst flood,Glacial lake outburst flood,,Asia,Southern Asia,Nepal,Solukhumbu district (Koshi province),2024,8.0,2024,8.0,0.0,135.0
Climatological,Glacial lake outburst flood,Glacial lake outburst flood,,Europe,Southern Europe,Italy,"Marmolada mountain (Dolomite Alps range), between Trento Province in the Trentino-South Tyrol Region and Belluno Province in Veneto Region",2022,7.0,2022,7.0,11.0,0.0
Climatological,Wildfire,Forest fire,,Africa,Northern Africa,Algeria,"Bejaia, Jijel, Souk Ahras, El Taref, Setif, Skikda, tipaza, tizi-ouzou, Guelma, Batna, Mila, Annaba, Constantine and Bordj Bou Arreridj",2022,8.0,2022,8.0,44.0,6768.0
Climatological,Wildfire,Forest fire,,Africa,Northern Africa,Tunisia,"Ain Mazer, Sakiet Sidi Youssef district, Kef governorate; Ghar Dimaa delegation, Jendouba Governorate; Kasserine",2021,7.0,2021,8.0,0.0,1000.0
Climatological,Wildfire,Forest fire,,Americas,Latin America and the Caribbean,Argentina,"Cholila (Cushamen), Lago Puelo (Cushamen), El Bolsón (Bariloche), El Maitén (Cushamen), Epuyén (Cushamen), Futaleufú and El Hoyo Towns (Cushamen) in Chubut and Santa Cruz Provinces; Rio Negro, Neuquen provinces (Patagonia)",2021,3.0,2021,3.0,15.0,1207.0
Climatological,Wildfire,Forest fire,,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"Santa Cruz, Beni (nord-est), Pando (nord), Chuquisaca (sud-est), Tarija (sud), La Paz",2020,1.0,2020,10.0,5.0,126000.0
Climatological,Wildfire,Forest fire,,Americas,Latin America and the Caribbean,Chile,"Viña del Mar (Valparaíso); Araucanía, Biobio",2022,12.0,2022,12.0,2.0,12867.0
Climatological,Wildfire,Forest fire,,Americas,Northern America,Canada,"Alberta, British Columbia, Nova Scotia, Ontario, Québec, Saskatchewan",2023,5.0,2023,7.0,2.0,30000.0
Climatological,Wildfire,Forest fire,,Americas,Northern America,Canada,"Fort Nelson, Carpenter Lake, Fontas, and Doig River First Nation reserve (British Columbia); Alberta, Manitoba Provinces",2024,5.0,2024,5.0,0.0,3500.0
Climatological,Wildfire,Forest fire,,Americas,Northern America,United States of America,"Californie, Washington, Oregon, Colorado",2020,8.0,2020,10.0,32.0,0.0
Climatological,Wildfire,Forest fire,,Americas,Northern America,United States of America,El Dorado County (California),2021,8.0,2021,8.0,0.0,55903.0
Climatological,Wildfire,Forest fire,,Americas,Northern America,United States of America,"Otero and Lincoln Counties (New Mexico); California, Washington states",2024,6.0,2024,7.0,2.0,1502.0
Climatological,Wildfire,Forest fire,,Americas,Northern America,United States of America,Plumas County (California),2021,7.0,2021,8.0,3.0,1261.0
Climatological,Wildfire,Forest fire,,Asia,Eastern Asia,China,Liangshan Prefecture (Sichuan province),2020,3.0,2020,3.0,19.0,1200.0
Climatological,Wildfire,Forest fire,,Asia,Southern Asia,Pakistan,"Sherani district, north-west of Balochistan Province, Khyber-Pakhtunkhwa",2022,5.0,2022,5.0,4.0,4004.0
Climatological,Wildfire,Forest fire,,Asia,Western Asia,Cyprus,Arakapas ( Limassol District),2021,7.0,2021,7.0,4.0,150.0
Climatological,Wildfire,Forest fire,,Asia,Western Asia,Türkiye,"Antalya Mugla, Mersin, Adana, Osmaniye provinces",2021,7.0,2021,8.0,9.0,561088.0
Climatological,Wildfire,Forest fire,,Europe,Eastern Europe,Russian Federation,"Krasnoïarsk, Kemerovo, Omsk, Kurgan, Irkutsk, and Novosibirsk regions (Siberia)",2022,5.0,2022,5.0,16.0,2202.0
Climatological,Wildfire,Forest fire,,Europe,Eastern Europe,Russian Federation,"Tyumen, Kurgan, Omsk",2023,5.0,2023,5.0,21.0,15000.0
Climatological,Wildfire,Forest fire,,Europe,Eastern Europe,Russian Federation,Yakutia and Karelia,2021,7.0,2021,8.0,0.0,120.0
Climatological,Wildfire,Forest fire,,Europe,Eastern Europe,Ukraine,Novoaidar district (Luhansk region),2020,7.0,2020,7.0,5.0,300.0
Climatological,Wildfire,Forest fire,,Europe,Eastern Europe,Ukraine,"Stanychno-Luhansk, Novoaidar, Severodonetsk districts",2020,9.0,2020,10.0,11.0,1668.0
Climatological,Wildfire,Forest fire,,Europe,Southern Europe,Greece,"Alexandroupolis-Feres and Rodopi in East Macedonia, in Viotia (Central Greece), Parrnitha (Attica), Evia Island, and Kythnos Island",2023,8.0,2023,8.0,20.0,0.0
Climatological,Wildfire,Forest fire,,Europe,Southern Europe,Greece,"Athenes; Neo Kouvaras village, Loutraki municipality, Rhodes ( north-eastern Peloponnese; Saronikou and Mandra muncipalities (Attica region); gia Sotira, Palaiokoundoura, Panorama and Palaiochori, Oinoi, and Erythrae (Western Attica); Attica, Boeotia, Evia, Corinthia, Argolis, Rhodes, Samos, Ikaria, Corfu",2023,7.0,2023,7.0,3.0,19011.0
