,month,max_extreme,min_extreme
1,1,-4.183929407985175,-29.58916571345346
2,2,-5.171522385973734,-35.52579649175834
3,3,-7.226262182133059,-45.14702324080845
4,4,-13.157985791813491,-50.758325444475126
5,5,-20.047521638037814,-49.24564698815271
6,6,-16.6673986017314,-51.09837302888104
7,7,-10.887303932006567,-53.26566059284008
8,8,-14.049308797833774,-52.519910606873836
9,9,-16.900347943785462,-46.17264527069854
10,10,-12.616467423656742,-45.311068656046174
11,11,-6.185714397106642,-40.27975280554588
12,12,-4.716359260392823,-28.948714968276178
