,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
13,2020-01-14,-20.37594999999999,-22.75297999999998,60.00000000000142,-140.0000000000082,False,True,False,True
14,2020-01-15,-18.255119999999977,-22.116539999999983,60.00000000000142,-140.0000000000082,False,True,False,True
148,2020-05-28,11.241360000000045,0.8381600000000162,60.00000000000142,-140.0000000000082,True,False,True,False
149,2020-05-29,11.048900000000003,3.856740000000002,60.00000000000142,-140.0000000000082,True,False,True,False
410,2021-02-14,-13.080079999999953,-18.03392999999997,60.00000000000142,-140.0000000000082,False,True,False,True
411,2021-02-15,-13.984299999999962,-18.191459999999974,60.00000000000142,-140.0000000000082,False,True,False,True
474,2021-04-19,9.661800000000028,0.0584699999999998,60.00000000000142,-140.0000000000082,True,False,True,False
475,2021-04-20,9.011960000000045,1.109920000000045,60.00000000000142,-140.0000000000082,True,False,True,False
915,2022-07-04,17.020320000000027,6.3034000000000106,60.00000000000142,-140.0000000000082,True,False,True,False
916,2022-07-05,17.287260000000003,9.53982000000002,60.00000000000142,-140.0000000000082,True,False,True,False
1232,2023-05-17,10.989340000000029,0.8962600000000407,60.00000000000142,-140.0000000000082,True,False,True,False
1233,2023-05-18,10.996970000000031,1.935570000000041,60.00000000000142,-140.0000000000082,True,False,True,False
1234,2023-05-19,11.198270000000036,3.814099999999996,60.00000000000142,-140.0000000000082,True,False,True,False
1678,2024-08-05,17.6456,7.218770000000006,60.00000000000142,-140.0000000000082,True,False,True,False
1679,2024-08-06,17.494200000000035,8.242700000000013,60.00000000000142,-140.0000000000082,True,False,True,False
