,month,max_extreme,min_extreme
1,1,43.1842506945073,20.40189912391641
2,2,41.07400037153427,19.56015738899778
3,3,42.26844686501302,18.833473580725023
4,4,41.12330641056986,14.042160194633738
5,5,41.15559155451145,7.384130618922965
6,6,41.74924281191632,6.443775472293645
7,7,44.3037846781164,6.531040095901819
8,8,45.83102628374512,7.582234119802505
9,9,47.431975254336145,12.188365388433102
10,10,46.17455438033133,14.737241878164742
11,11,45.70126352180013,14.063321588681397
12,12,43.97221752540572,19.359483043190117
