,month,max_extreme,min_extreme
1,1,-17.22416301987552,-49.437792023736364
2,2,-15.68877561301118,-49.97531697918656
3,3,-12.90375190945716,-49.855386001618214
4,4,-5.25078782580643,-43.8559020508108
5,5,-5.374034487801806,-31.18474282850751
6,6,1.3811406251180482,-22.407547947393418
7,7,2.096485569577311,-14.744159127936257
8,8,2.091082780977989,-19.68735983775407
9,9,1.1310511402659316,-37.31189064172027
10,10,-4.962626957137568,-39.66661622844313
11,11,-12.536178526495707,-43.20538052073556
12,12,-9.691997100093559,-49.024254466258114
