,month,max_extreme,min_extreme
1,1,33.14682016652374,3.901725335751868
2,2,36.23167357847467,5.5678421934185405
3,3,38.675283699669734,7.3738401659322825
4,4,41.39161509147687,12.360090474616399
5,5,43.982457600583984,16.396563502176864
6,6,46.84750480281799,20.243237258696848
7,7,46.85252366970868,23.64917670331454
8,8,45.972406571533114,23.3339651760093
9,9,45.05757864166627,20.975739667947096
10,10,42.66305674027888,14.335959443563459
11,11,37.949484821531996,8.86284054006534
12,12,34.06622791832029,5.445405539943328
