,month,max_extreme,min_extreme
1,1,34.78649024982265,21.667378823845084
2,2,35.06807222888988,21.991559687782285
3,3,34.39049040063882,21.692691593450405
4,4,34.248857683818265,22.221227039605466
5,5,35.34675205930112,21.0469468265786
6,6,35.1857361386791,20.68634785981823
7,7,36.0035787054772,19.57376962635125
8,8,38.80753810790722,20.146936176160345
9,9,40.81131054865523,21.956617484855972
10,10,40.237954081304196,22.746651943156344
11,11,36.21856909782062,21.59327058743776
12,12,35.980537016954706,21.660729365245974
