,month,max_extreme,min_extreme
1,1,6.664663104511881,-18.897121387969946
2,2,16.659369209492887,-15.009977563812555
3,3,27.72780557834558,-7.161415073560907
4,4,35.80678302053941,0.5874907847828936
5,5,40.81603460490235,5.893483729367041
6,6,42.48811050137482,12.822030566922397
7,7,44.11544901573143,15.487697934741675
8,8,41.367702668808555,13.571971778357925
9,9,39.065835226386355,6.674662773105945
10,10,28.322925490984225,-2.227098479011083
11,11,21.75593716550296,-15.204905003930325
12,12,7.6257971723799365,-20.250921556158776
