,month,max_extreme,min_extreme
1,1,-18.752146450350075,-39.46868443021817
2,2,-25.983285038660362,-50.207112266813354
3,3,-31.736008628611287,-59.45697788305863
4,4,-32.054344618045405,-66.03289920986772
5,5,-33.568277536844356,-66.63753388770402
6,6,-32.82541492185084,-67.69848820305924
7,7,-36.74008835589914,-67.50922735187861
8,8,-35.43184179105444,-69.4463130787909
9,9,-37.475621302921915,-67.60239123551035
10,10,-32.757083084289626,-62.37916648296127
11,11,-19.098426290703312,-50.10339938901083
12,12,-18.363467802872158,-37.55632136444413
