,month,max_extreme,min_extreme
1,1,0.7430221253099436,-16.122841916593266
2,2,-1.5670883752387947,-25.62051961806789
3,3,-6.068067794618923,-32.52007547828342
4,4,-10.062184975139948,-37.92458686369305
5,5,-8.956430192420108,-42.64226158129637
6,6,-8.189021000178911,-40.31319197106688
7,7,-8.03690297746552,-43.292037064160084
8,8,-6.513033504290323,-40.10933586049505
9,9,-5.715384258381874,-39.57794518690151
10,10,-4.150137893053376,-34.86574740220921
11,11,-0.9879176103072673,-27.934996074076665
12,12,1.4611410942116105,-17.490854939078833
