,month,max_extreme,min_extreme
1,1,-24.2359177367291,-44.3403392348698
2,2,-28.328175932723422,-56.75328413247907
3,3,-36.256222201210534,-66.09816284115459
4,4,-43.08011803951832,-69.31948500674886
5,5,-40.99499419504987,-73.02115567469467
6,6,-41.544993688083046,-70.90602363437331
7,7,-41.274511343475325,-73.43561164504477
8,8,-41.32856741760292,-73.85750427795962
9,9,-38.63317318348034,-75.60115494308462
10,10,-38.173888506737434,-65.74736772788464
11,11,-25.516497616572416,-57.64904419102281
12,12,-23.657096388979067,-43.9455011802743
