,month,max_extreme,min_extreme
1,1,27.579492132831014,13.697496310971948
2,2,27.984128612365225,14.112805688554534
3,3,27.130922817073788,13.585800483274845
4,4,26.42351335702621,8.54111120607778
5,5,25.060662802955175,7.3159978581708796
6,6,24.688249867852836,5.6295587770031235
7,7,24.341753754164532,4.35494829809654
8,8,24.97370197762001,4.989657761261848
9,9,25.69357443802529,5.412485196990941
10,10,25.910862010744975,7.17085847075714
11,11,25.23486888848647,9.525612074243416
12,12,26.412816059375913,12.33292497403795
