,month,max_extreme,min_extreme
1,1,-21.201662525420524,-41.703956222881224
2,2,-25.239330833017178,-53.71487074467804
3,3,-29.35222809903788,-65.3956786482538
4,4,-33.21955180658229,-69.01784284013844
5,5,-37.55635289803602,-71.01730435625471
6,6,-36.52117547449562,-74.18012275474564
7,7,-34.07024341340771,-73.81242648844275
8,8,-35.34295786935279,-74.52778144722865
9,9,-36.80939207625961,-75.16968343381299
10,10,-30.937989776953877,-68.77374100320412
11,11,-20.346602007748814,-58.37182677566139
12,12,-20.479732851095854,-42.21106953051817
