,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
750,2022-01-20,-10.882239999999967,-17.70739999999998,-79.99999999999889,-9.99999999998886,True,False,True,False
751,2022-01-21,-10.358619999999974,-15.02786999999995,-79.99999999999889,-9.99999999998886,True,False,True,False
1330,2023-08-23,-19.747839999999968,-22.315499999999982,-79.99999999999889,-9.99999999998886,True,False,True,False
1331,2023-08-24,-20.38239999999999,-23.485139999999973,-79.99999999999889,-9.99999999998886,True,False,True,False
1582,2024-05-01,-19.757539999999977,-27.56225999999998,-79.99999999999889,-9.99999999998886,True,False,True,False
1583,2024-05-02,-17.54079999999999,-21.338979999999964,-79.99999999999889,-9.99999999998886,True,False,True,False
1584,2024-05-03,-18.338339999999988,-23.912999999999982,-79.99999999999889,-9.99999999998886,True,False,True,False
1711,2024-09-07,-19.085409999999968,-26.658059999999978,-79.99999999999889,-9.99999999998886,True,False,True,False
1712,2024-09-08,-19.26413999999997,-29.603369999999984,-79.99999999999889,-9.99999999998886,True,False,True,False
1866,2025-02-09,-11.748569999999972,-16.884770000000003,-79.99999999999889,-9.99999999998886,True,False,True,False
1867,2025-02-10,-12.309419999999989,-15.735079999999982,-79.99999999999889,-9.99999999998886,True,False,True,False
