,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
334,2020-11-30,26.42153000000002,19.607870000000048,8.35914670815896e-13,99.99999999999858,False,True,False,True
335,2020-12-01,27.772850000000005,18.82220000000001,8.35914670815896e-13,99.99999999999858,False,True,False,True
336,2020-12-02,28.19490000000002,18.32736,8.35914670815896e-13,99.99999999999858,False,True,False,True
337,2020-12-03,28.051230000000032,18.944000000000017,8.35914670815896e-13,99.99999999999858,False,True,False,True
561,2021-07-15,27.69045,17.713340000000017,8.35914670815896e-13,99.99999999999858,False,True,False,True
562,2021-07-16,28.676450000000045,18.13082000000003,8.35914670815896e-13,99.99999999999858,False,True,False,True
780,2022-02-19,29.0496,18.729900000000043,8.35914670815896e-13,99.99999999999858,False,True,False,True
781,2022-02-20,28.83157,18.840480000000017,8.35914670815896e-13,99.99999999999858,False,True,False,True
812,2022-03-23,27.96816000000001,18.80038000000002,8.35914670815896e-13,99.99999999999858,False,True,False,True
813,2022-03-24,29.872460000000046,17.476680000000044,8.35914670815896e-13,99.99999999999858,False,True,False,True
814,2022-03-25,30.00427000000002,17.924500000000023,8.35914670815896e-13,99.99999999999858,False,True,False,True
815,2022-03-26,29.621970000000033,18.987630000000024,8.35914670815896e-13,99.99999999999858,False,True,False,True
816,2022-03-27,29.390160000000037,19.11617000000001,8.35914670815896e-13,99.99999999999858,False,True,False,True
821,2022-04-01,29.21523000000002,19.04012,8.35914670815896e-13,99.99999999999858,False,True,False,True
822,2022-04-02,29.019200000000012,19.573500000000024,8.35914670815896e-13,99.99999999999858,False,True,False,True
1132,2023-02-06,28.239280000000008,18.851220000000012,8.35914670815896e-13,99.99999999999858,False,True,False,True
1133,2023-02-07,28.31582000000003,18.779800000000023,8.35914670815896e-13,99.99999999999858,False,True,False,True
1134,2023-02-08,28.49108000000001,18.88494000000003,8.35914670815896e-13,99.99999999999858,False,True,False,True
1363,2023-09-25,26.89993000000004,18.27432000000005,8.35914670815896e-13,99.99999999999858,False,True,False,True
1364,2023-09-26,28.12650000000002,18.65954000000005,8.35914670815896e-13,99.99999999999858,False,True,False,True
