,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
58,2020-02-28,-46.81532999999999,-49.71707999999998,-87.99999999999844,-179.90000000000595,False,True,False,True
59,2020-02-29,-44.34350999999998,-49.035649999999976,-87.99999999999844,-179.90000000000595,False,True,False,True
84,2020-03-25,-55.570329999999984,-57.72982999999997,-87.99999999999844,-179.90000000000595,False,True,False,True
85,2020-03-26,-52.76659999999998,-57.605369999999965,-87.99999999999844,-179.90000000000595,False,True,False,True
182,2020-07-01,-30.87529999999998,-43.46545999999998,-87.99999999999844,-179.90000000000595,True,False,True,False
183,2020-07-02,-31.31613999999999,-39.790299999999974,-87.99999999999844,-179.90000000000595,True,False,True,False
1283,2023-07-07,-30.962669999999974,-50.670259999999985,-87.99999999999844,-179.90000000000595,True,False,True,False
1284,2023-07-08,-29.26751999999999,-32.96025999999998,-87.99999999999844,-179.90000000000595,True,False,True,False
1285,2023-07-09,-31.97996999999998,-41.21536999999998,-87.99999999999844,-179.90000000000595,True,False,True,False
1333,2023-08-26,-32.07949999999997,-34.65042999999997,-87.99999999999844,-179.90000000000595,True,False,True,False
1334,2023-08-27,-31.41328999999999,-33.114949999999965,-87.99999999999844,-179.90000000000595,True,False,True,False
1987,2025-06-10,-30.212739999999968,-37.65881999999996,-87.99999999999844,-179.90000000000595,True,False,True,False
1988,2025-06-11,-31.274339999999967,-39.13579999999999,-87.99999999999844,-179.90000000000595,True,False,True,False
