,month,max_extreme,min_extreme
1,1,-9.79938380975474,-38.17014653667535
2,2,-13.840504283591613,-44.91017940066528
3,3,-15.573984894390104,-55.78514082641861
4,4,-19.328810370474304,-62.48677792582835
5,5,-22.774677811540762,-62.12950301551606
6,6,-22.145081834896427,-61.34027554328782
7,7,-16.508159564103128,-63.4303451642016
8,8,-21.927969245515726,-59.29243310723567
9,9,-19.732801146587377,-57.23105929072382
10,10,-16.40538379673415,-55.45499550418009
11,11,-16.026056161180016,-44.94208979419828
12,12,-11.008305060792841,-36.93147629547623
