,month,max_extreme,min_extreme
1,1,15.467196428734017,-6.619023984860733
2,2,18.839975240835585,-7.650407749838868
3,3,24.943159209822447,-3.145386288259229
4,4,28.625730598910152,1.995967629248998
5,5,29.954460134636996,7.817163003516253
6,6,31.194606299805578,13.180445496932165
7,7,31.787869605568865,17.07293378169961
8,8,33.27991712856878,15.40527171048959
9,9,32.654896974540094,10.383129350816748
10,10,26.518677789443366,3.5631120798197475
11,11,23.79599617599905,-3.300793503658266
12,12,16.59604480388064,-6.560768403372507
