,month,max_extreme,min_extreme
1,1,-25.634258090871416,-47.02859779080089
2,2,-30.028002123633676,-58.1398559574596
3,3,-37.53683058740879,-67.31359214259692
4,4,-43.3317807671067,-70.06995780731111
5,5,-42.20816670819486,-74.02675631395445
6,6,-40.63746624792046,-72.13586574317422
7,7,-41.901933966266924,-74.20026401249221
8,8,-39.0799147803728,-76.11781080260408
9,9,-39.749910227903584,-74.60654321454909
10,10,-38.59966460048991,-67.62084343903781
11,11,-27.78840763581288,-58.2966117545857
12,12,-25.823423184023,-45.28709365759584
