,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
80,2020-03-21,-57.28369999999998,-61.22032999999999,-79.99999999999889,119.99999999999744,False,True,False,True
81,2020-03-22,-58.96515999999997,-61.55075999999997,-79.99999999999889,119.99999999999744,False,True,False,True
82,2020-03-23,-57.75509999999997,-61.98315999999997,-79.99999999999889,119.99999999999744,False,True,False,True
807,2022-03-18,-26.22584999999998,-33.56485999999998,-79.99999999999889,119.99999999999744,True,False,True,False
808,2022-03-19,-25.840439999999973,-36.347309999999965,-79.99999999999889,119.99999999999744,True,False,True,False
809,2022-03-20,-31.556539999999984,-36.16627999999997,-79.99999999999889,119.99999999999744,True,False,True,False
810,2022-03-21,-30.702219999999983,-36.900319999999965,-79.99999999999889,119.99999999999744,True,False,True,False
1123,2023-01-28,-36.27859999999998,-42.97017999999997,-79.99999999999889,119.99999999999744,False,True,False,True
1124,2023-01-29,-37.48698999999996,-43.84681999999998,-79.99999999999889,119.99999999999744,False,True,False,True
1125,2023-01-30,-38.02270999999999,-41.14114999999998,-79.99999999999889,119.99999999999744,False,True,False,True
1763,2024-10-29,-35.55067999999997,-38.71014999999997,-79.99999999999889,119.99999999999744,True,False,True,False
1764,2024-10-30,-34.163099999999986,-37.68452999999997,-79.99999999999889,119.99999999999744,True,False,True,False
1765,2024-10-31,-35.16999999999999,-38.15132999999997,-79.99999999999889,119.99999999999744,True,False,True,False
1945,2025-04-29,-36.30535999999998,-42.76823999999996,-79.99999999999889,119.99999999999744,True,False,True,False
1946,2025-04-30,-37.02371999999997,-39.012429999999966,-79.99999999999889,119.99999999999744,True,False,True,False
1967,2025-05-21,-63.08348999999998,-66.10800999999998,-79.99999999999889,119.99999999999744,False,True,False,True
1968,2025-05-22,-66.20590999999999,-67.66601999999997,-79.99999999999889,119.99999999999744,False,True,False,True
1969,2025-05-23,-58.29399999999998,-66.65463999999997,-79.99999999999889,119.99999999999744,False,True,False,True
