,month,max_extreme,min_extreme
1,1,-1.2110117917609546,-19.360720993163778
2,2,-0.41765819937851845,-31.74832997322318
3,3,-6.059766590539525,-38.433664267158775
4,4,-8.131348582578376,-43.109184511436865
5,5,-10.139376809811612,-43.28775810997826
6,6,-9.138424992748483,-46.593158436755274
7,7,-11.252217803538667,-50.30970407237946
8,8,-10.637305072681453,-51.00841540437808
9,9,-12.053732444238253,-43.17604607609999
10,10,-6.802173424517282,-40.56248747016143
11,11,-2.070591058609894,-27.947782166220723
12,12,-1.667251226441886,-18.264555653120773
