,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,-9.937039623655892,2.3615123139804886,-4.03325883870467,-14.186846774193524,2.8488474544313203,-21.308965410271824
2,2,-15.838089529411745,4.820017777494139,-3.788045085676396,-20.581090294117622,5.617752322673498,-34.62547110080136
3,3,-23.448724354838685,5.065316857660788,-10.785432210686714,-28.24350892473116,5.396416669967555,-41.73455059965005
4,4,-27.011515277777754,6.3877683060661905,-11.042094512612277,-32.01281294444442,6.376302579509539,-47.95356939321827
5,5,-27.88607645161288,5.09481214523031,-15.149046088537105,-32.908461774193526,4.794619572891825,-44.895010706423086
6,6,-28.07791499999998,6.0943460599071315,-12.84204985023215,-33.20180777777776,5.957613458656109,-48.09584142441803
7,7,-30.005145459770095,5.32713531592922,-16.687307169947047,-35.24136086206894,5.101228380820757,-47.99443181412083
8,8,-31.915954258064495,6.129104260678508,-16.593193606368224,-37.35198832258062,6.0118635251878585,-52.38164713555027
9,9,-30.040130466666646,4.728986031886644,-18.217665386950035,-34.79784706666664,4.799693308166658,-46.79708033708329
10,10,-25.10932245161288,5.504377395987805,-11.348378961643366,-30.06604174193546,6.079105300429973,-45.263804993010396
11,11,-15.45587813333331,4.62298283908543,-3.8984210356197355,-19.96402079999998,5.4974241444332845,-33.70758116108319
12,12,-9.123274129032234,2.441922910796149,-3.018466852041861,-12.898061548387075,3.118597798506491,-20.694556044653304
