,month,max_extreme,min_extreme
1,1,43.45103927667716,8.387088688153344
2,2,41.963878413799094,9.28063424600035
3,3,40.410887501448144,6.699347248412305
4,4,37.64712963602578,3.8047885191851183
5,5,35.439166793738664,0.6850848186610872
6,6,28.90994213962084,-1.3899810431739352
7,7,27.88273990226051,-2.6687103154824046
8,8,32.12697992794809,-2.4003407414423847
9,9,37.50196674557124,-1.5152191718302293
10,10,42.244660912733806,2.6570073979348106
11,11,40.96056909944795,5.00862399729387
12,12,41.76028628068052,6.898984096337784
