,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
81,2020-03-22,-61.69757999999999,-64.35273999999998,-79.99999999999889,109.999999999998,False,True,False,True
82,2020-03-23,-60.38572999999997,-63.76324999999997,-79.99999999999889,109.999999999998,False,True,False,True
807,2022-03-18,-27.731799999999964,-34.78359999999998,-79.99999999999889,109.999999999998,True,False,True,False
808,2022-03-19,-29.187099999999987,-39.59637999999998,-79.99999999999889,109.999999999998,True,False,True,False
809,2022-03-20,-32.613129999999984,-36.970969999999966,-79.99999999999889,109.999999999998,True,False,True,False
810,2022-03-21,-33.66127999999998,-39.94719999999998,-79.99999999999889,109.999999999998,True,False,True,False
1678,2024-08-05,-39.716309999999964,-44.72634999999997,-79.99999999999889,109.999999999998,True,False,True,False
1679,2024-08-06,-36.257769999999965,-40.37265999999997,-79.99999999999889,109.999999999998,True,False,True,False
1680,2024-08-07,-40.146769999999975,-45.89519999999999,-79.99999999999889,109.999999999998,True,False,True,False
1942,2025-04-26,-40.94223999999997,-45.235949999999974,-79.99999999999889,109.999999999998,True,False,True,False
1943,2025-04-27,-37.959749999999985,-40.63928999999999,-79.99999999999889,109.999999999998,True,False,True,False
1944,2025-04-28,-39.76129999999998,-47.241499999999974,-79.99999999999889,109.999999999998,True,False,True,False
1945,2025-04-29,-38.44064999999998,-47.737509999999986,-79.99999999999889,109.999999999998,True,False,True,False
1946,2025-04-30,-38.14848999999998,-40.34146999999999,-79.99999999999889,109.999999999998,True,False,True,False
