,month,max_extreme,min_extreme
1,1,-1.7054952428347834,-16.494733325457144
2,2,-0.8476023478181851,-33.089143987335966
3,3,-9.097150617639418,-46.63115444082328
4,4,-11.237464824505007,-53.80710457100807
5,5,-8.798222452214397,-56.93804047469065
6,6,-6.527275591639555,-55.659600750315505
7,7,-11.758460389602366,-58.75746595084773
8,8,-9.51913553891723,-68.95513207952165
9,9,-9.897955237114992,-58.8006094130028
10,10,-11.801338528253218,-43.44608979546158
11,11,-5.104031267469098,-33.244334620421725
12,12,-0.34531582004280015,-16.8357924549189
