,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
337,2020-12-03,23.280050000000017,11.65542000000005,30.000000000000995,70.00000000000028,True,False,True,False
338,2020-12-04,22.55119999999999,9.940500000000045,30.000000000000995,70.00000000000028,True,False,True,False
902,2022-06-21,21.52496000000002,16.714170000000024,30.000000000000995,70.00000000000028,False,True,False,True
903,2022-06-22,22.571650000000034,16.467600000000004,30.000000000000995,70.00000000000028,False,True,False,True
961,2022-08-19,21.37423000000001,18.454859999999996,30.000000000000995,70.00000000000028,False,True,False,True
962,2022-08-20,22.460050000000024,18.340100000000007,30.000000000000995,70.00000000000028,False,True,False,True
1120,2023-01-25,9.802580000000034,-3.3295699999999897,30.000000000000995,70.00000000000028,False,True,False,True
1121,2023-01-26,10.736230000000036,-2.9193499999999517,30.000000000000995,70.00000000000028,False,True,False,True
1247,2023-06-01,21.3279,14.89440000000002,30.000000000000995,70.00000000000028,False,True,False,True
1248,2023-06-02,24.665700000000015,16.30343000000005,30.000000000000995,70.00000000000028,False,True,False,True
1351,2023-09-13,34.19875000000002,22.762500000000045,30.000000000000995,70.00000000000028,True,False,True,False
1352,2023-09-14,33.84796,22.936180000000036,30.000000000000995,70.00000000000028,True,False,True,False
1522,2024-03-02,11.690420000000016,0.7564600000000041,30.000000000000995,70.00000000000028,False,True,False,True
1523,2024-03-03,10.96950000000004,-0.152749999999969,30.000000000000995,70.00000000000028,False,True,False,True
1524,2024-03-04,10.583730000000005,-0.3207199999999943,30.000000000000995,70.00000000000028,False,True,False,True
