,month,max_extreme,min_extreme
1,1,1.9140609850188626,-14.11102775433385
2,2,3.1413832887359705,-21.225407790948463
3,3,1.4877802302536631,-24.236312031494442
4,4,2.0446147838155486,-30.69372999948947
5,5,-2.017839523220495,-33.41354111313698
6,6,-3.2194339178077147,-40.77088596858292
7,7,-2.568286558945246,-44.33267761224127
8,8,-3.1591872385216284,-42.865014469223475
9,9,-4.684868545000324,-35.718765521958574
10,10,0.8716249482310428,-32.464757741359485
11,11,2.3962675005613896,-22.671385650817147
12,12,1.8307222133067096,-13.313627365861034
