,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,13.514265483870991,3.1344443983335157,21.35037647970478,3.5468068279570124,2.4436696771870374,-2.562367365010581
2,2,14.216957411764728,3.5824396094948034,23.173056435501735,3.4598470588235535,2.8490136293404458,-3.662687014527561
3,3,12.897688494623678,3.478322480408405,21.59349469564469,2.155091397849485,3.6706422656862587,-7.021514266366161
4,4,7.9514550555555745,3.986775106415537,17.918392821594416,-1.5645209444444235,3.4207543579735726,-10.116406839378355
5,5,3.505299623655939,5.886496514531705,18.221540909985205,-5.04644768817202,5.226706724355423,-18.11321449906058
6,6,-3.9395823888888692,4.8883733080572584,8.281350881254276,-11.724563722222198,6.0510370287470705,-26.852156294089873
7,7,-3.8620230459769878,4.032055931608034,6.218116783043097,-11.880526091954003,4.380204851763882,-22.831038221363706
8,8,-2.709316516129009,4.179837908014471,7.740278253907167,-10.533988451612878,4.421165228113297,-21.58690152189612
9,9,-0.5188278666666448,3.261041535459194,7.633775971981339,-9.302452466666642,4.164592539784911,-19.71393381612892
10,10,4.164597096774217,3.568060997722904,13.084749591081476,-4.689753677419328,3.8786329738231986,-14.386336111977325
11,11,8.31054906666669,3.6535804321145933,17.444500146953175,-1.4035495333333112,3.746623911192213,-10.770109311313844
12,12,12.812375741935508,2.8349174060084255,19.89966925695657,2.6320558064516324,2.4904740022710823,-3.594129199226073
