,month,max_extreme,min_extreme
1,1,-2.211776330929978,-20.644741446146405
2,2,-2.4626396395599404,-32.38333769173448
3,3,-0.961577527088842,-46.85021606251175
4,4,-6.808828878046519,-47.98546131818574
5,5,-2.295048360384733,-51.93645255536272
6,6,-1.1815327817654833,-53.580022420952034
7,7,-3.2297864980837154,-55.991033320689446
8,8,-5.541656147632466,-62.30779307715437
9,9,-5.431785488593025,-55.227181798223086
10,10,-12.193286694637855,-43.34749738672482
11,11,-6.549412664982375,-36.40514397305465
12,12,-0.36163100853800323,-21.742636280863223
