,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
242,2020-08-30,-12.746159999999977,-33.445329999999984,-78.99999999999895,-179.90000000000595,True,False,True,False
243,2020-08-31,-4.900669999999991,-9.235879999999952,-78.99999999999895,-179.90000000000595,True,False,True,False
244,2020-09-01,-7.204869999999971,-16.43423999999999,-78.99999999999895,-179.90000000000595,True,False,True,False
335,2020-12-01,-12.690470000000005,-17.53762999999998,-78.99999999999895,-179.90000000000595,False,True,False,True
336,2020-12-02,-13.542100000000003,-17.089579999999955,-78.99999999999895,-179.90000000000595,False,True,False,True
476,2021-04-21,-49.318329999999975,-52.25900999999999,-78.99999999999895,-179.90000000000595,False,True,False,True
477,2021-04-22,-51.653309999999976,-55.70137999999997,-78.99999999999895,-179.90000000000595,False,True,False,True
478,2021-04-23,-55.06213999999997,-56.90609999999998,-78.99999999999895,-179.90000000000595,False,True,False,True
479,2021-04-24,-52.81175999999997,-56.59442999999999,-78.99999999999895,-179.90000000000595,False,True,False,True
480,2021-04-25,-46.08915999999997,-52.22938999999997,-78.99999999999895,-179.90000000000595,False,True,False,True
1350,2023-09-12,-10.904029999999976,-20.61642999999998,-78.99999999999895,-179.90000000000595,True,False,True,False
1351,2023-09-13,-11.041719999999998,-17.735769999999974,-78.99999999999895,-179.90000000000595,True,False,True,False
1611,2024-05-30,-9.561379999999986,-41.38383999999997,-78.99999999999895,-179.90000000000595,True,False,True,False
1612,2024-05-31,-9.416969999999992,-27.08186999999998,-78.99999999999895,-179.90000000000595,True,False,True,False
