,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,-23.71163526881718,2.274270192854909,-18.025959786679906,-25.941843118279547,2.273831681984316,-31.626422323240337
2,2,-28.106201647058803,4.136670162254565,-17.76452624142239,-30.673880117647037,4.26302305295281,-41.33143775002906
3,3,-34.49766059139783,4.227785852938534,-23.928195959051497,-37.65184381720427,4.342572013992921,-48.508273852186576
4,4,-36.778018888888866,4.842035431463557,-24.672930310229972,-40.22363416666664,4.883575051135781,-52.432571794506096
5,5,-36.49405075268815,4.459734059023539,-25.344715605129306,-40.1071218817204,4.78683085707209,-52.07419902440063
6,6,-36.61551344444441,4.531209417350064,-25.28748990106925,-40.2838667222222,4.4311919303814875,-51.36184654817592
7,7,-39.27733603448274,4.962099163581825,-26.872088125528172,-43.12332902298848,4.885362453533514,-55.336735156822265
8,8,-39.77181922580643,5.661065425126073,-25.61915566299125,-43.609082774193524,5.414450851362627,-57.145209902600094
9,9,-38.356755866666646,4.391122489522261,-27.378949642860995,-41.76251613333331,4.431355786738425,-52.84090560017937
10,10,-34.65502354838708,3.277844196529443,-26.46041305706347,-37.392425483870944,3.4774796169657045,-46.086124526285204
11,11,-28.67435679999998,3.4147328910259027,-20.137524572435225,-30.951408066666637,3.361551422176049,-39.35528662210676
12,12,-23.1277007096774,2.4707731475466956,-16.95076784081066,-25.2382716129032,2.4941019586357647,-31.473526509492615
