,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
807,2022-03-18,-33.75520999999998,-48.94961999999998,-79.99999999999889,60.00000000000057,True,False,True,False
808,2022-03-19,-34.85255999999998,-40.60057999999998,-79.99999999999889,60.00000000000057,True,False,True,False
809,2022-03-20,-32.70922999999999,-41.41432999999998,-79.99999999999889,60.00000000000057,True,False,True,False
1188,2023-04-03,-40.79621999999998,-45.66352999999998,-79.99999999999889,60.00000000000057,True,False,True,False
1189,2023-04-04,-40.62674999999999,-44.980549999999965,-79.99999999999889,60.00000000000057,True,False,True,False
1354,2023-09-16,-35.434409999999986,-37.62099999999998,-79.99999999999889,60.00000000000057,True,False,True,False
1355,2023-09-17,-36.34413999999998,-38.05174999999997,-79.99999999999889,60.00000000000057,True,False,True,False
1611,2024-05-30,-41.23649999999998,-52.58696999999998,-79.99999999999889,60.00000000000057,True,False,True,False
1612,2024-05-31,-40.27429999999998,-41.48805999999999,-79.99999999999889,60.00000000000057,True,False,True,False
1678,2024-08-05,-32.94873999999999,-39.11782999999997,-79.99999999999889,60.00000000000057,True,False,True,False
1679,2024-08-06,-34.56634999999997,-48.81082999999998,-79.99999999999889,60.00000000000057,True,False,True,False
1846,2025-01-20,-20.425969999999975,-24.667209999999983,-79.99999999999889,60.00000000000057,True,False,True,False
1847,2025-01-21,-20.20268999999999,-26.71563999999998,-79.99999999999889,60.00000000000057,True,False,True,False
1848,2025-01-22,-22.26434999999998,-30.58639999999997,-79.99999999999889,60.00000000000057,True,False,True,False
