,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
806,2022-03-17,-30.492219999999975,-45.247319999999974,-79.99999999999889,99.99999999999858,True,False,True,False
807,2022-03-18,-27.840899999999976,-30.712399999999977,-79.99999999999889,99.99999999999858,True,False,True,False
808,2022-03-19,-30.602039999999988,-39.247799999999984,-79.99999999999889,99.99999999999858,True,False,True,False
809,2022-03-20,-30.350029999999975,-33.35182999999998,-79.99999999999889,99.99999999999858,True,False,True,False
810,2022-03-21,-32.976099999999974,-40.94719999999998,-79.99999999999889,99.99999999999858,True,False,True,False
1678,2024-08-05,-39.193089999999984,-46.06697999999997,-79.99999999999889,99.99999999999858,True,False,True,False
1679,2024-08-06,-37.386799999999965,-43.59517999999997,-79.99999999999889,99.99999999999858,True,False,True,False
1680,2024-08-07,-40.531529999999975,-47.95964999999998,-79.99999999999889,99.99999999999858,True,False,True,False
1846,2025-01-20,-22.962129999999977,-29.16865999999999,-79.99999999999889,99.99999999999858,True,False,True,False
1847,2025-01-21,-23.997659999999968,-28.233719999999977,-79.99999999999889,99.99999999999858,True,False,True,False
1848,2025-01-22,-22.766609999999982,-29.256999999999977,-79.99999999999889,99.99999999999858,True,False,True,False
1945,2025-04-29,-41.03633999999997,-52.81434999999999,-79.99999999999889,99.99999999999858,True,False,True,False
1946,2025-04-30,-40.70056999999997,-42.994849999999985,-79.99999999999889,99.99999999999858,True,False,True,False
