,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
350,2020-12-16,-17.386469999999974,-18.739839999999987,-89.99999999999832,-179.90000000000595,True,False,True,False
351,2020-12-17,-17.985779999999977,-22.249619999999965,-89.99999999999832,-179.90000000000595,True,False,True,False
721,2021-12-22,-17.657129999999967,-23.094719999999967,-89.99999999999832,-179.90000000000595,True,False,True,False
722,2021-12-23,-17.46074999999999,-22.488729999999975,-89.99999999999832,-179.90000000000595,True,False,True,False
1180,2023-03-26,-30.991139999999973,-32.64799999999997,-89.99999999999832,-179.90000000000595,True,False,True,False
1181,2023-03-27,-30.56234999999998,-34.26405999999997,-89.99999999999832,-179.90000000000595,True,False,True,False
1332,2023-08-25,-34.63540999999998,-38.84636999999998,-89.99999999999832,-179.90000000000595,True,False,True,False
1333,2023-08-26,-34.36847999999998,-40.46247999999997,-89.99999999999832,-179.90000000000595,True,False,True,False
1704,2024-08-31,-34.22410999999997,-40.87257999999997,-89.99999999999832,-179.90000000000595,True,False,True,False
1705,2024-09-01,-34.492879999999985,-40.34806999999998,-89.99999999999832,-179.90000000000595,True,False,True,False
