,month,max_extreme,min_extreme
1,1,5.142488623706752,-35.84198316362966
2,2,4.465424834021551,-37.21169857013784
3,3,7.3794331800669895,-35.93778354221684
4,4,10.630174986678124,-27.893771228419872
5,5,8.614928094749244,-18.190401223127573
6,6,11.693630030629725,-8.241647626933956
7,7,11.204102480617568,-2.5823963479636256
8,8,11.161332411879236,-5.214297278392241
9,9,11.527061392124862,-18.413712856776687
10,10,8.51709975441272,-21.652691905852187
11,11,5.6382843921130394,-26.47951706926569
12,12,8.11059715354856,-31.906797481543066
