,month,max_extreme,min_extreme
1,1,-25.188092762901583,-46.497743090994604
2,2,-29.534269473599448,-60.03010766059104
3,3,-37.41349955415326,-69.8432824446293
4,4,-44.3007957795584,-73.62087293036362
5,5,-41.72998784782246,-77.55597626846944
6,6,-42.81092257006302,-74.9990716133762
7,7,-41.24134215877899,-78.3635217676232
8,8,-41.009291895421924,-79.31247884231112
9,9,-39.84410489798194,-79.00677696036048
10,10,-38.23039332098625,-70.95858243056105
11,11,-26.07659718397299,-60.259010947963084
12,12,-24.41064328113649,-45.78885984831009
