,month,max_extreme,min_extreme
1,1,-18.074797850030095,-46.89707701501595
2,2,-12.353099833954722,-48.57154333671362
3,3,-6.479439748353183,-42.81330328156237
4,4,4.9022177491723635,-31.22959045076659
5,5,17.415765734139384,-16.238067854166886
6,6,30.836519232030575,-7.007943696677138
7,7,29.85475882174689,-3.97833747036192
8,8,22.782580519951072,-3.2140390220013666
9,9,13.551889326446592,-8.841028885954762
10,10,6.424263631862059,-30.10623325796032
11,11,-4.600882483031366,-41.31703048202489
12,12,-10.57426858544109,-48.628681470609024
