,month,max_extreme,min_extreme
1,1,34.536277344162286,10.534893798896219
2,2,38.040605575168435,12.470025884924382
3,3,41.749922917052125,17.691896638125165
4,4,43.86171681912053,22.104540201618903
5,5,46.44549977256042,23.358181830090565
6,6,46.04275352201431,21.203162016233307
7,7,35.44344157843315,22.768434344339568
8,8,34.86467133478948,22.99702337299005
9,9,34.2934177855446,22.901413649686432
10,10,34.16977338164065,16.18223375727173
11,11,34.058270803351235,12.283175688014662
12,12,33.19317659413313,9.740647197485963
