,month,max_extreme,min_extreme
1,1,-15.479044169007134,-32.17766369515208
2,2,-16.265885008525245,-44.56865419940405
3,3,-25.680570532706323,-50.25126598234903
4,4,-26.540512926900064,-56.83306426214656
5,5,-25.807632311593466,-56.679135327806165
6,6,-24.51733552418002,-56.02299021283546
7,7,-30.485383350853546,-55.295364266498765
8,8,-25.612964487809823,-59.324749899765195
9,9,-27.182672225226575,-56.06642900336057
10,10,-26.27281433104779,-48.74722756959578
11,11,-17.61617663114165,-42.281152559366404
12,12,-15.190100158820234,-30.410659045775727
