,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
276,2020-10-03,39.35412000000002,25.871820000000017,30.000000000000995,20.0,True,False,True,False
277,2020-10-04,38.923670000000016,24.856400000000008,30.000000000000995,20.0,True,False,True,False
278,2020-10-05,38.67098000000004,23.26570000000004,30.000000000000995,20.0,True,False,True,False
374,2021-01-09,27.23577,8.70028000000002,30.000000000000995,20.0,True,False,True,False
375,2021-01-10,27.42153000000002,12.591360000000009,30.000000000000995,20.0,True,False,True,False
376,2021-01-11,26.22738000000004,14.23538000000002,30.000000000000995,20.0,True,False,True,False
547,2021-07-01,41.23245000000003,22.394280000000037,30.000000000000995,20.0,True,False,True,False
548,2021-07-02,41.14920000000001,22.134180000000015,30.000000000000995,20.0,True,False,True,False
825,2022-04-05,42.38217000000003,17.98562000000004,30.000000000000995,20.0,True,False,True,False
826,2022-04-06,41.10060000000004,15.474050000000034,30.000000000000995,20.0,True,False,True,False
1074,2022-12-10,25.826750000000004,8.452840000000037,30.000000000000995,20.0,True,False,True,False
1075,2022-12-11,26.050130000000024,15.45780000000002,30.000000000000995,20.0,True,False,True,False
1078,2022-12-14,25.78463000000005,11.083060000000046,30.000000000000995,20.0,True,False,True,False
1079,2022-12-15,27.47582,12.707420000000011,30.000000000000995,20.0,True,False,True,False
1080,2022-12-16,26.310820000000035,11.08865000000003,30.000000000000995,20.0,True,False,True,False
1152,2023-02-26,29.43084000000005,14.256280000000004,30.000000000000995,20.0,True,False,True,False
1153,2023-02-27,32.39974000000001,12.326380000000029,30.000000000000995,20.0,True,False,True,False
1154,2023-02-28,29.54525000000001,10.954430000000002,30.000000000000995,20.0,True,False,True,False
1300,2023-07-24,41.351560000000006,24.752220000000023,30.000000000000995,20.0,True,False,True,False
1301,2023-07-25,41.1071,25.23922000000005,30.000000000000995,20.0,True,False,True,False
1302,2023-07-26,42.01570000000004,22.6019,30.000000000000995,20.0,True,False,True,False
1479,2024-01-19,27.668420000000022,10.707970000000046,30.000000000000995,20.0,True,False,True,False
1480,2024-01-20,27.980250000000012,13.141320000000007,30.000000000000995,20.0,True,False,True,False
1900,2025-03-15,38.16450000000003,21.742760000000033,30.000000000000995,20.0,True,False,True,False
1901,2025-03-16,37.009360000000015,20.12130000000002,30.000000000000995,20.0,True,False,True,False
