,month,max_extreme,min_extreme
1,1,36.0862406350532,11.7287671198969
2,2,38.09188920728424,12.528789122229405
3,3,41.30595479971742,16.415331514127153
4,4,42.157609184905404,19.034505045807823
5,5,40.82296248625155,22.28607477198716
6,6,38.4968368501568,20.76814712903031
7,7,33.50351354863782,20.293992762126646
8,8,32.361465680383425,19.73435779265003
9,9,33.1614876747379,19.71837912351628
10,10,35.99897974349222,17.057139808983163
11,11,35.8455942871531,14.58535234198789
12,12,35.77745798128191,12.515970693195236
