,month,max_extreme,min_extreme
1,1,-19.662253851294647,-44.32456983762546
2,2,-14.00399313646695,-44.5953479613985
3,3,-6.887065211588485,-38.538997642006805
4,4,5.010780175232162,-30.812049435066115
5,5,15.856830772545353,-17.6409633419548
6,6,30.6474939202985,-7.910842009814749
7,7,29.310744784466124,-3.977137962566033
8,8,24.579544461673024,-4.326601693585174
9,9,14.412068795192233,-11.074916161399974
10,10,4.728716606422539,-32.1313808597414
11,11,-9.376330459687466,-39.112985036442
12,12,-15.763851832503738,-43.373874406115654
