,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,-21.524746989247287,7.864889152379645,-1.8625241082981745,-26.058366612903207,7.170994499052025,-43.98585286053327
2,2,-23.796350176470572,6.692477678713869,-7.065155979685898,-28.768861647058806,6.116131732006275,-44.05919097707449
3,3,-16.24990693548385,5.729555324929017,-1.9260186231613066,-22.343524946236535,5.241205056825298,-35.446537588299776
4,4,-5.7243152222222005,5.5739694778206745,8.210608472329486,-11.645451555555534,5.789604653890895,-26.119463190282772
5,5,3.664775645161313,5.851338400619484,18.293121646710023,-2.2792242473118063,4.581349386194602,-13.732597712798311
6,6,10.380953444444465,5.783008565397871,24.838474857939143,3.719288111111134,3.185640786341423,-4.244813854742423
7,7,16.78914022988508,4.217501025382136,27.33289279334042,10.194443908045997,2.635000614969317,3.606942370622704
8,8,17.235412387096797,3.6904971311487276,26.461655214968616,11.707005225806475,3.02945109219933,4.1333774953081495
9,9,11.91637526666669,4.513637545229081,23.20046912973939,7.0959852000000225,3.6237396308642644,-1.9633638771606385
10,10,2.8504883225806688,5.181519879839552,15.804288022179549,-0.5997636129032032,4.883419858420873,-12.808313258955385
11,11,-9.841545399999978,6.5267592678358675,6.475352769589692,-14.941374533333313,6.848984355714816,-32.06383542262036
12,12,-19.132957419354813,9.168442445988223,3.7881486956157424,-23.727251225806427,8.54214699099191,-45.0826187032862
