,month,max_extreme,min_extreme
1,1,-13.17053143129922,-54.76881247378798
2,2,-13.740172988231077,-52.96999437886881
3,3,-9.855400776725034,-52.834412832941396
4,4,-5.005008178290705,-44.79494807129284
5,5,-4.183163697568769,-38.35771249235455
6,6,-0.12613205763780044,-29.658941403576186
7,7,-0.2312416440841547,-22.6903869745164
8,8,-0.803720320361121,-27.140280364991135
9,9,0.17770987601700483,-41.84933746536416
10,10,-4.627113603299712,-46.51094752789637
11,11,-8.66777687313171,-49.34237510326784
12,12,-12.59339041671926,-54.72755869625604
