,month,max_extreme,min_extreme
1,1,32.829888945640896,21.85482797473422
2,2,33.66606961219576,21.678769439236692
3,3,34.061546618499975,22.119286065450137
4,4,33.372582398098736,22.388389189066707
5,5,33.74234537138035,22.931648501854085
6,6,33.477101311254636,22.11695834427366
7,7,33.93017301620146,21.92381373324169
8,8,33.61612152230849,21.903643861210124
9,9,34.762569365279255,21.902814213797875
10,10,34.462093514476514,22.112074643263103
11,11,33.35938697442892,22.210780264890314
12,12,33.27516339453542,21.920089955390374
