,month,max_extreme,min_extreme
1,1,-9.968325054829105,-34.87663894690233
2,2,-14.865063541221977,-39.68449619557191
3,3,-15.739398900038896,-48.951289091739916
4,4,-19.286953824955837,-53.0649820717531
5,5,-19.26188998091264,-55.16406352128367
6,6,-19.10467278966625,-56.38133480718159
7,7,-19.944778118578093,-55.92203596322894
8,8,-19.608319377938237,-54.06304558447604
9,9,-23.209201841911835,-53.19989819060635
10,10,-17.347703276004708,-48.416880310347466
11,11,-12.832000562041692,-44.34814636426506
12,12,-11.569990712850757,-33.571649807709605
