,month,max_extreme,min_extreme
1,1,1.2847276439846134,-18.558564302094847
2,2,0.31150805810236726,-21.40906563183919
3,3,-0.8680908726536938,-29.01274452883637
4,4,-4.572354932775179,-37.11222548288761
5,5,-9.247960202876115,-38.38699661593222
6,6,-7.9036380245620865,-39.53725874459383
7,7,-3.89391666418447,-40.86530902932358
8,8,-8.399103764705345,-39.10331199973605
9,9,-7.5306633596114825,-37.021749200275345
10,10,-4.205783589179186,-35.351045115652994
11,11,-0.6951390239042734,-29.464271389201823
12,12,1.199915109391342,-19.488197604893042
