,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,-22.552784193548362,10.18302734759665,2.904784175443261,-28.497633870967718,10.083331776755145,-53.70596331285558
2,2,-18.160290058823506,10.411388819823518,7.8681819907352875,-23.688713999999976,10.15427286305205,-49.074396157630105
3,3,-16.939405215053743,9.401111021256964,6.563372338088669,-23.55300413978493,9.09835837398377,-46.29890007474435
4,4,-8.431143888888867,6.759204623993323,8.466867671094443,-14.733789666666643,7.493896501579794,-33.46853092061613
5,5,0.031730215053785676,4.8058148203467885,12.046267265920758,-4.813206397849439,4.588716130956919,-16.284996725241736
6,6,10.10948538888891,6.176808786688762,25.551507355610816,3.876471000000024,4.570410594975688,-7.549555487439196
7,7,15.767799942528761,4.596420573732292,27.25885137685949,9.321129770114966,3.7580046587843716,-0.07388187684596303
8,8,15.508046000000022,4.4339771264070365,26.592988816017613,8.81060006451615,3.1654612425586395,0.8969469581195515
9,9,7.375676000000024,4.153402372356344,17.759181930890882,1.9139719333333551,3.6874498375962834,-7.304652660657354
10,10,-2.2407654838709448,5.759072402186053,12.156915521594188,-6.347154451612879,6.609901501716867,-22.871908205905047
11,11,-12.40502459999998,9.10011791492147,10.345270187303694,-18.771981399999977,9.50874057064906,-42.543832826622626
12,12,-18.35635922580643,10.398839847265402,7.640740392357074,-25.114289999999976,9.958680324675452,-50.01099081168861
