,month,max_extreme,min_extreme
1,1,48.65283996595323,20.167661515072297
2,2,47.006064283009394,18.80331998948447
3,3,47.44549607103276,16.634168301679594
4,4,41.43807712291475,11.815704030175475
5,5,36.7143992998713,7.198320282786321
6,6,33.05706471474931,4.418850357216459
7,7,33.686267749166404,3.0903663023496906
8,8,37.475946449175794,7.787440172430327
9,9,41.66779305556641,10.916887126386756
10,10,44.44767189827375,14.537687402818694
11,11,46.236269753730674,16.896447189990106
12,12,50.00496757332371,18.72249432899691
