,month,max_extreme,min_extreme
1,1,-5.170332565026834,-41.39483611062714
2,2,0.023084419488853314,-37.43222191561486
3,3,9.744154136713034,-30.03210449510629
4,4,16.58602093394387,-11.871797020674256
5,5,25.678195790749793,-5.937526368695948
6,6,30.8911064650995,0.055026655681576386
7,7,33.95928637900947,7.090533746907239
8,8,28.75448065836574,6.488931045462129
9,9,26.66181618876411,-1.5420094248107663
10,10,17.546969056957643,-9.416140754682935
11,11,9.253844564539493,-24.292678764850038
12,12,-0.9409587965282604,-43.273141459486055
