,month,max_extreme,min_extreme
1,1,-0.6354198606035784,-17.649624633491577
2,2,-0.3064697643992993,-32.23759908216746
3,3,-8.170310156116283,-45.27504732573854
4,4,-13.430404665467321,-51.77485490549125
5,5,-12.06456786434007,-55.09703055811339
6,6,-10.108321234342274,-55.68507695205156
7,7,-17.590488626396372,-55.19049908430905
8,8,-13.053305460318771,-65.71991592832063
9,9,-11.669283733698862,-57.602245611494766
10,10,-13.788821346484491,-44.479876286008796
11,11,-5.1757147498722365,-34.02782861786529
12,12,0.39587671437514604,-16.999170908812566
