,month,max_extreme,min_extreme
1,1,-19.860173109535666,-52.704869747209436
2,2,-18.554779906295032,-52.463617368946146
3,3,-15.551940217281473,-53.141384362703114
4,4,-7.842427680425796,-46.74735791943489
5,5,-6.837453304098691,-33.12855460825859
6,6,-0.2008292322237928,-24.408173832927943
7,7,0.9770029795892459,-16.63923870955835
8,8,0.984931568948884,-22.233806541747988
9,9,-0.7657138856805155,-39.15392508015051
10,10,-7.715767758304668,-43.41859539360703
11,11,-15.90880520060145,-46.54175040506338
12,12,-13.70840437890887,-51.738384308520246
