,month,max_extreme,min_extreme
1,1,-11.438912542908179,-38.1794206965863
2,2,-15.583769668415792,-45.398984982336316
3,3,-17.65411662583879,-55.77368269631738
4,4,-22.773636248568057,-59.64482562997947
5,5,-23.49156999412529,-60.89732205459788
6,6,-23.187817500811004,-59.66651891247643
7,7,-19.083115199343435,-62.302554175160886
8,8,-22.238132114191014,-59.68674252479748
9,9,-19.760301905297602,-58.78975967347906
10,10,-16.814592035756466,-54.79299106842446
11,11,-17.04425102469108,-44.71385752181178
12,12,-11.629978304914554,-38.34730633792295
