,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
486,2021-05-01,28.202230000000043,15.37975,-29.99999999999932,139.99999999999636,True,False,True,False
487,2021-05-02,29.24770000000001,13.925200000000018,-29.99999999999932,139.99999999999636,True,False,True,False
576,2021-07-30,25.934960000000046,9.83325000000002,-29.99999999999932,139.99999999999636,True,False,True,False
577,2021-07-31,27.347680000000025,14.366480000000024,-29.99999999999932,139.99999999999636,True,False,True,False
1248,2023-06-02,26.407070000000033,12.951380000000029,-29.99999999999932,139.99999999999636,True,False,True,False
1249,2023-06-03,25.814360000000026,16.434529999999995,-29.99999999999932,139.99999999999636,True,False,True,False
1250,2023-06-04,26.73397,13.810240000000022,-29.99999999999932,139.99999999999636,True,False,True,False
1696,2024-08-23,31.565200000000004,18.21640000000002,-29.99999999999932,139.99999999999636,True,False,True,False
1697,2024-08-24,34.57130000000001,21.331780000000037,-29.99999999999932,139.99999999999636,True,False,True,False
1698,2024-08-25,31.970450000000028,12.52290000000005,-29.99999999999932,139.99999999999636,True,False,True,False
