,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,-29.12817037634406,3.1706031403694146,-21.201662525420524,-34.179570806451586,3.0097541665718546,-41.703956222881224
2,2,-36.94542088235291,4.682436019734293,-25.239330833017178,-42.26396023529409,4.580364203753579,-53.71487074467804
3,3,-45.679039247311806,6.53072445930957,-29.35222809903788,-50.03692456989245,6.1435016313445425,-65.3956786482538
4,4,-50.00933438888887,6.715913032922633,-33.21955180658229,-54.38912638888887,5.851486580499828,-69.01784284013844
5,5,-52.737567580645134,6.072485873043646,-37.55635289803602,-57.04494010752686,5.588945699491141,-71.01730435625471
6,6,-54.011556166666644,6.996152276868409,-36.52117547449562,-58.28871299999998,6.356563901898265,-74.18012275474564
7,7,-52.42797942528733,7.343094404751851,-34.07024341340771,-57.48278321839079,6.531857308020782,-73.81242648844275
8,8,-53.791718322580614,7.3795041812911295,-35.34295786935279,-58.496475096774184,6.412522540181784,-74.52778144722865
9,9,-54.23685439999998,6.970984929496146,-36.80939207625961,-58.671813066666644,6.59914814685854,-75.16968343381299
10,10,-47.3103140645161,6.548929715024888,-30.937989776953877,-53.22840606451611,6.218133975475206,-68.77374100320412
11,11,-36.09635899999998,6.299902796900465,-20.346602007748814,-41.77428159999998,6.639018070264565,-58.37182677566139
12,12,-28.713158838709653,3.29337039504552,-20.479732851095854,-33.63427587096772,3.430717463820179,-42.21106953051817
