,month,max_extreme,min_extreme
1,1,-22.353033891037224,-43.523267546082224
2,2,-26.876476375976473,-55.005576584955485
3,3,-35.09566282956699,-63.654782295152316
4,4,-40.947500475317526,-67.5697216121504
5,5,-39.4501145606347,-70.19031918355354
6,6,-40.807270345119946,-68.4000222204534
7,7,-41.526098710361396,-70.79687719189641
8,8,-40.748468673959536,-72.03545885139546
9,9,-37.42145115314441,-73.58487214267979
10,10,-37.194697571107895,-63.18169675055413
11,11,-24.485543927996677,-55.195241335649385
12,12,-21.905335509026017,-42.21680330184199
