,month,max_extreme,min_extreme
1,1,-6.688001851476777,-27.896032098144033
2,2,-10.413822298472809,-32.34600962529965
3,3,-10.816613889140614,-41.47249531865902
4,4,-14.588530996229531,-42.41283951402026
5,5,-12.719566611158962,-46.653221950279544
6,6,-13.677670553629783,-44.4705960859864
7,7,-14.314772034389616,-48.14765674764185
8,8,-11.325457474333419,-47.73476704053301
9,9,-12.672590979547463,-45.51654012461163
10,10,-12.330113660284987,-39.91398077404371
11,11,-10.218822930533824,-35.79292704869208
12,12,-7.236618099369033,-28.465746205024047
