,month,max_extreme,min_extreme
1,1,-1.566781662756842,-16.366369944299006
2,2,-0.29065795103321435,-33.03933628781883
3,3,-6.7654802553444675,-47.63334156932589
4,4,-6.966300635193715,-54.644817210590226
5,5,-5.1224560703616255,-55.38690298338017
6,6,-2.883955830183556,-54.512157176345035
7,7,-6.908662995443059,-58.98585993432198
8,8,-5.275448248539025,-68.94600442885815
9,9,-7.083627559764466,-56.565363850433684
10,10,-9.61213167748388,-40.391273400132604
11,11,-4.119870970748188,-32.23820024430143
12,12,0.1746668185087925,-16.458357932999235
